paragraph,predict_label,count,different,empty,diff rate,empty rate
eMemory Technology Inc is the worlds largest pureplay developer and provider of logic non,4,26,diff,empty,,
volatile memory Logic NVM technology The proprietary technologies include NeoBit NeoFuse,4,26,diff,empty,,
NeoMTP NeoEE and NeoPUF Products developed with these core technologies have been made,15,26,diff,empty,,
into more than 68 billion ICs used in various applications in 5G4G Mobile Devices Data Centers,1,22,diff,,,
Automotive Internet of Things IoT Digital Consumers and Home Appliances,15,26,diff,empty,,
eMemory licenses silicon intellectual properties SIPs to semiconductor foundries integrated,4,26,diff,empty,,
device manufacturers IDMs and fabless design houses around the world Our Logic NVM silicon IP,4,26,diff,empty,,
platform provides fabless design houses with superior product design flexibility and manufacturing,15,3,diff,,,
process portability We provide IDMs process scalability and valuable process engineering knowhow,4,26,diff,empty,,
that shortens their product development time to market Furthermore our foundry partners could,15,4,diff,,,
gain access to hundreds of potential customers through us for sustainable business development,15,4,diff,,,
Ending on December 31st 2021 the total number of employees at eMemory and its subsidiary was,11,26,diff,empty,,
297 located majorly at the Jhubei headquarters in Hsinchu County Taiwan The gross profit in 2021,12,26,diff,empty,,
was NT2364 million which was 330 higher than in 2020 Our earnings per share EPS in 2021,18,4,diff,,,
was NT1478 which was 553 higher than in 2020 With our continuous investment in Research,12,4,diff,,,
and Development RD which was around NT680 million in 2021 equating to 623 of total,12,4,diff,,,
operating expenses eMemory is able to provide advanced memory technologies as well as high,24,26,diff,empty,,
quality products and services to our customers and partners See eMemory 2021 Annual Report for,15,6,diff,,,
more details Cumulatively we have over 2100 macros verified and over 5750 design licenses up,12,26,diff,empty,,
until 2021 and the numbers are consistently growing It is our goal to not only maintain the,18,26,diff,empty,,
innovation momentum but also bring sustainable success together with our customers,15,3,diff,,,
With the rapid development of technology and the increasing applications of AI and IoT the,1,4,diff,,,
awareness and need of preventing security breaches and malicious attacks are soaring higher than,1,22,diff,,,
ever More and more companies start to strengthen the security of their products and services To,15,22,diff,,,
fulfill such security requirements our subsidiary PUFsecurity provides PUFbased hardware security,1,22,diff,,,
IP solutions to the customers for various application scenarios Our robust security solutions can,1,22,diff,,,
help customers to sustain their development and operations by preventing costs and damages,15,4,diff,,,
Based on eMemorys NeoPUF technology PUFsecurity developed the PUFrt the worlds first,18,26,diff,empty,,
quantumtunneling PUFbased rootoftrust IP and the PUFcc the highsecurity PUFbased crypto,18,26,diff,empty,,
coprocessor PUFrt combines essential security functions including unique ID true randomnumber,1,22,diff,,,
generator and secure key storage in one macro to meet chip designers need for a rootoftrust On,1,24,diff,,,
top of the functions mentioned PUFcc also provides essential cryptographic engines creating a,1,26,diff,empty,,
In 2021 PUFrt passed the Riscures Security Certification while PUFcc was certified through the,1,22,diff,,,
Cryptographic Algorithm Validation Program CAVP by the National Institute of Standards and,1,11,diff,,,
Technology NIST These serve as the guarantee for chips and systems that use our products,15,26,diff,empty,,
Customers and chip designers could easily develop products that meet the security standards by,1,11,diff,,,
using our certified security solutions that comply with international safety regulations It could not,14,6,diff,,,
only help to minimize security risks but also save time and resources needed during the product,1,22,diff,,,
eMemory believes in innovation and continual progress Since eMemory was founded in 2000,4,3,diff,,,
innovation has always been one of the core values that we possess From our first NVM solution,15,0,diff,,,
NeoBit to our latest PUFbased IP solutions we continue to provide fullservice solutions integrating,1,26,diff,empty,,
our innovative technology from the initial design stage to our customers Following our,15,26,diff,empty,,
breakthrough with NeoBit NeoFuse NeoMTP NeoEE and NeoPUF have all seen great success By,4,26,diff,empty,,
offering customized macros which meet product specification requirements eMemory helps,15,26,diff,empty,,
customers save timetomarket and development costs that further purses sustainable success in,15,4,diff,,,
the industry These are all reasons that explain why there are so many companies choosing eMemory,18,26,diff,empty,,
By continually striving to improve our competitiveness we have established a great brand image,4,26,diff,empty,,
domestically and internationally Due to the pandemic working from home and participating in,2,11,diff,,,
virtual events have become the new norm of life eMemory and our subsidiary PUFsecurity have,18,26,diff,empty,,
adopted such a norm and keep on delivering our brand and innovations to the world by actively,15,26,diff,empty,,
participating in domestic and foreign virtual forums and seminars and hosting technical webinars for,12,26,diff,empty,,
In 2021 we participated 12 virtual forums hosted by foundries and a couple of international,12,26,diff,empty,,
technical seminars to actively promote our brand image and reputation In addition we hosted five,3,26,diff,empty,,
technical webinars sharing how our IP solutions are used in various applications such as AI Chip,1,26,diff,empty,,
eMemory prioritizes playing an active role in the development of product and application trends,15,4,diff,,,
with local and international associations in the industry Our involvement is not only beneficial in,12,26,diff,empty,,
maintaining positive cooperation with other industry leaders but also in fostering technological,12,26,diff,empty,,
innovations across the community We participate in annual events contributing to panel sessions,15,10,diff,,,
providing keynote speeches and offering our expertise to help resolve the challenges encountered,10,26,diff,empty,,
Taipei Computer Association TCA Taiwan Semiconductor Industry Association TSIA Taiwan IoT Technology and Industry Association,12,26,diff,empty,,
eMemorys business model is different from the typical business model of our peers It is based on,3,26,diff,empty,,
a triangular relationship between design houses the foundries and ourselves,4,26,diff,empty,,
When eMemory licenses its technology to a foundry the foundry partner then pays a license fee for,12,26,diff,empty,,
the technical setup and license grant For design houses either a usage fee or NRE fee is collected,12,26,diff,empty,,
when a complete design is licensed Technology license fees usage fees and NRE fees are all,12,26,diff,empty,,
categorized as upfront fees by eMemory Later when a product is tapedout or massproduced,15,26,diff,empty,,
eMemory receives running royalties from our foundry partners based on the contractually agreed,12,26,diff,empty,,
This business model creates a much closer and sustainable collaboration among all three parties and,3,8,diff,,,
allows eMemory to take an active role in supporting product development to completion On the,15,4,diff,,,
foundry side we are a memory technology provider with the design houses we license our macro,1,26,diff,empty,,
block design and for both we offer technical support With our technologies and macro designs,15,26,diff,empty,,
our partners can further design energyefficient and costefficient chips to be utilized across a broad range of markets,15,25,diff,,,
In May of 2021 Taiwan raised the COVID19 alert to Level 3 to control the pandemic outbreak,13,26,diff,empty,,
Policies such as prohibiting unnecessary gatherings remaining within social distance wearing masks,9,10,diff,,,
and shutting down all venues for entertainment were strictly executed eMemory has also,12,26,diff,empty,,
implemented comprehensive epidemic prevention practices to protect the health of our employees,5,9,diff,,,
and their family and to maintain daily operations,3,26,diff,empty,,
Starting from midMay 2021 all employees were required to work from home except for essential,11,26,diff,empty,,
workers Anyone who needed to come to the office was instructed to wear masks and gloves,9,26,diff,empty,,
properly and to leave the office immediately once the tasks were finished To prevent any cross,0,26,diff,empty,,
infection we arranged weekly disinfection of the office and the labs,19,26,diff,empty,,
For remote working practices essential equipment communication tools virtual design platform,15,11,diff,,,
and virtual private networks were provided and frequently updated to sustain daily operations and,1,26,diff,empty,,
ensure information security Moreover an internal reporting system was built for the employees to,1,22,diff,,,
report any concerns about their health conditions We also provided our employees with pandemic,9,11,diff,,,
Not only did we put the health of our employees at top priority but we also wanted to help society,9,6,diff,,,
and fight the pandemic together eMemory donated 1 million NT dollars to the National Taiwan,5,26,diff,empty,,
University Hospital HsinChu Branch to support antiepidemic related research and health,5,4,diff,,,
promotion programs We will continue taking cautious approaches to pandemic prevention and,13,9,diff,,,
protecting the health of our employees their family and society,10,6,diff,,,
eMemory conducts the materiality survey each year to identify the major material issues that our,12,26,diff,empty,,
stakeholders value the most We continued to use the same 18 material issues established last year,12,26,diff,empty,,
The issues are selected based on information from peers in the industry and international,12,26,diff,empty,,
A questionnaire containing the 18 issues was distributed to our stakeholders including employees,10,26,diff,empty,,
investors customers suppliers and government agencies Stakeholders were asked to rank the,17,26,diff,empty,,
issues from the most important to the least important by category There were 76 questionnaires,2,26,diff,empty,,
distributed and 68 effective responses received which equated to an 895 response rate,5,5,,,,
For business impact analysis there were 44 managers departmentleveled managers and above,8,4,diff,,,
taking part in the survey The managers rated the issues in terms of the likelihood of potential,18,26,diff,empty,,
interruptions to business operations These inputs from our managers reflected material issues that,18,26,diff,empty,,
are critical to our daily operations and future corporate development,3,4,diff,,,
n r e c n o C r e d o h e k a t S,12,26,diff,empty,,
Integrating and standardizing the data received we finalized the materiality matrix and identified 11,12,22,diff,,,
prioritized material issues that appear to be the most important to eMemory and our stakeholders,12,26,diff,empty,,
These prioritized material issues were the same as the ones chosen last year with seven in the,12,26,diff,empty,,
governance aspect and four in the social aspect,10,0,diff,,,
Following these material issues that are crucial to us and our stakeholders eMemory adopts the,12,26,diff,empty,,
sustainability approaches to daily operations Carefully managing and preventing the potential risks,3,0,diff,,,
related to these material issues we hope to bring satisfaction to our stakeholders as well as increase,10,6,diff,,,
our positive impacts on sustainability for our value chain and the society,3,0,diff,,,
eMemorys corporate governancerelated affairs are handled by different divisions which make up,12,26,diff,empty,,
the complete organizational structure The Finance Center is responsible for the operation of the,12,25,diff,,,
Board of Directors Audit Committee and Shareholders Meeting The Human Resources,8,7,diff,,,
Department which is under the Administration Center is responsible for the operation of the,12,26,diff,empty,,
Remuneration Committee The President Office is responsible for the integrity management and,0,0,,,,
By the end of 2021 eMemory convened 8 Board Meetings with a 986 attendance rate among all,7,7,,,,
the Directors We had eight directors on the Board The members of the Board are with professional,7,7,,,,
backgrounds and expertise in academia management leadership strategic decisionmaking,8,8,,,,
industrial knowledge and financeSee eMemory 2021 Annual Report for more details The,12,26,diff,empty,,
proportion of Directors with employee status is 125 There are 3 Independent Directors with 6 7,7,8,diff,,,
and 13 years of service respectively on the Board accounting for 375 of the Board In addition,7,7,,,,
there are two female Directors accounting for 25 of the Board which exceeds the goal of having at least one female Director,7,7,,,,
The Corporate Governance Practice Principles of eMemory regulate the diversity of the Board of,7,7,,,,
Directors and formulates appropriate diversification policies based on the companys operation,7,3,diff,,,
operation type and development needs The policies include but are not limited to two major,12,4,diff,,,
aspects basic conditions and values such as gender age nationality culture etc and professional,8,0,diff,,,
knowledge and skills such as law accounting industry finance marketing or technology The,8,25,diff,,,
Board of Directors must also possess the knowledge skills and competencies to perform their duties,7,7,,,,
The main purpose of the Audit Committee is to assist the Board in performing the supervision of the,12,7,diff,,,
quality and faith of execution regarding accounting auditing financial reporting and the overall,12,6,diff,,,
financial control of eMemory The Audit Committee consists of 3 Independent Directors with one,12,12,,,,
as the convener A total of 5 Audit Committee meetings were held in 2021 with a 100 attendance,12,12,,,,
The Remuneration Committee of eMemory takes charge of assisting the Board in executing and,12,7,diff,,,
assessing the remuneration and welfare policies of the company and the remuneration of Directors,11,26,diff,empty,,
and managers The committee members are appointed by the Board composed of at least one,7,7,,,,
Independent Director The Remuneration Committee consists of 3 Independent Directors with one,7,7,,,,
as the convener A total of 2 Remuneration Committee meetings were held in 2021 with a 100,7,26,diff,empty,,
For further details on the Board Audit Committee and Remuneration Committee please refer to the eMemory 2021 Annual Report,12,7,diff,,,
eMemorys Audit Office is an independent department comprising a fulltime dedicated member of,12,12,,,,
staff who reports directly to the Board of Directors Any appointment or discharge of the internal,7,7,,,,
audit manager shall be approved by the Board of Directors after being reviewed by the audit,7,12,diff,,,
committee and be reported to the FSC for recordation via the Internetbased information system,22,26,diff,empty,,
within 2 days from the date of occurrence,13,26,diff,empty,,
The internal auditor assists the Board of Directors and Executives in reviewing the effectiveness of,7,7,,,,
recommendations It guarantees the continuous function of the internal control system and,18,26,diff,empty,,
improves the integrity rationality and effectiveness of management policies The internal auditor,0,0,,,,
reviews the companys internal tasks and monitors its subsidiaries in accordance with annual plans,12,26,diff,empty,,
which need to be approved by the Board of Directors Besides informing the Board of Directors,7,7,,,,
during its ordinary meetings the internal auditor briefs the Board Audit Committee quarterly Please,12,7,diff,,,
refer to our Summary of Communication between Independent Directors Internal Audit,0,8,diff,,,
eMemorys Ethical Corporate Management Practice Principles acts as a guideline for a fair honest,0,11,diff,,,
trustworthy and transparent engagement in business activities which applies to all employees,0,7,diff,,,
including the Directors and Executives We hold zerotolerance for bribery corruption fraud,0,0,,,,
intellectual property infringement insider trading or any other illegal activities Any behaviors of,0,26,diff,empty,,
providing or receiving inappropriate benefits breaching fiduciary duties or disclosing trade secrets are strictly prohibited We also establish the Work Rules which stipulate that all employees must be honest in their words and deeds in order to prevent damage to the companys benefits due to,0,11,diff,,,
The Presidents Office is the dedicated unit responsible for establishing and revising the ethical,0,26,diff,empty,,
management policies and prevention programs It also supervises the implementation of the policies,12,9,diff,,,
and reports to the Board of Directors annually According to our 2021 Business Integrity and Ethical Management Report eMemorys corruption risk has been controlled appropriately with no,0,0,,,,
significant risks being found No record of employees dismissed or punished due to corruption,0,0,,,,
incidents During the reporting period we were not involved in any lawsuit related to anti,12,26,diff,empty,,
In addition eMemory provides a series of training courses to ensure all employees are aware of the,8,8,,,,
importance of integrity and ethical management and will practice them fully during daily business,0,0,,,,
The Information Environment and Information Safety course emphasizes the confidentiality of,22,6,diff,,,
both tangible and intangible information assets possessed by eMemory The Personal Information,22,26,diff,empty,,
Protection training course focuses on the execution of a nondisclosure agreement by the individual,12,9,diff,,,
who handles any personal information confirming their confidentiality obligations and the,22,22,,,,
parameters of the permissible legal use of personal information The Insider Trading course,22,12,diff,,,
propagates the inhibition of making use of undisclosed information to conduct insider trading and,0,26,diff,empty,,
disclosure to others In 2021 35 new employees at eMemory participated in the courses mentioned,11,12,diff,,,
The whistleblowing system has been long established for our stakeholders to report any unethical,0,26,diff,empty,,
deeds or violations of the regulations or principles for more details please refer to Whistleblowing,0,19,diff,,,
Procedures on our website For any received claims eMemory appoints related personnel to,12,26,diff,empty,,
investigate the case The appointed personnel then reports to eMemory and the whistleblower,0,0,,,,
about the handling methods schedule and results The whistleblower and appointed personnel are required to keep the investigation and related information confidential eMemory is obligated to,0,0,,,,
protect the whistleblower from any possible retaliation or improper treatments The involved parties,0,0,,,,
that fail to retain confidentiality and are responsible for any public disclosure shall be disciplined,0,12,diff,,,
Meanwhile all employees are obligated to report any misconduct discovered to their immediate,0,26,diff,empty,,
supervisors or through the Whistleblowing system If a violation of the relevant laws or ethical,0,26,diff,empty,,
principles was confirmed eMemory will immediately request the perpetrator to stop the conduct,0,26,diff,empty,,
and seek legal proceedings if necessary to protect eMemorys reputation and rights,12,10,diff,,,
eMemory spares no efforts to ensure the effectiveness and continuity of our information business,22,26,diff,empty,,
operations and protect the confidentiality integrity and availability of its information assets The,22,0,diff,,,
Information Security Committee was established in April 2013 to improve information security,1,22,diff,,,
management The information security policies and related operation rules were later introduced,1,11,diff,,,
Under the governance of the Information Security Committee the Information Security Execution,1,22,diff,,,
Team is responsible for planning and executing information security operations The Information,1,22,diff,,,
Security Event Response Center is established for responding and giving directions to the material,5,5,,,,
Our Cyber Security Management Program is based on the ISO27001 framework and led by the,1,11,diff,,,
Information Security Committee to reinforce eMemorys information security in various aspects,1,22,diff,,,
Quarterly meetings for examining affairs related to the information security management of the,1,11,diff,,,
Company and reviewing the execution of information security policy are convened The Information,1,12,diff,,,
Security Execution Team is required to report implementation results during the Management,1,11,diff,,,
Review Meeting hosted by the President The Audit Office assesses the execution of information,12,12,,,,
security management annually and reports to the Audit Committee and the Board of Directors,12,7,diff,,,
eMemory places great emphasis on risk management to control risks and diminish possible damages,18,11,diff,,,
which might affect business operations Led by the President relevant departments are the,7,26,diff,empty,,
authorities in charge of risks in different domains including finance research changes in industries,18,4,diff,,,
changes in regulations litigation corporate image share transfer and management rights The,12,4,diff,,,
Management Examination Meeting is conducted semiannually to review the issues related to the,12,11,diff,,,
environment society and corporate governance concerned by our stakeholders Risk assessments,12,12,,,,
on such issues are then performed followed by related risk management strategies and measures,18,11,diff,,,
To ensure the thorough implementation of the sustainable strategies internal audits are conducted,12,19,diff,,,
and the frequency is by the importance of the risk Moreover the audit supervisor assists the,18,12,diff,,,
Company in strengthening internal controls to minimize risks and increase shareholders interest,0,26,diff,empty,,
eMemory is a professional silicon IP company and does not engage in the production and,4,26,diff,empty,,
manufacturing of tangible products thus no GHG from manufacturing Scope 1 which is,25,15,diff,,,
from the emission sources owned or controlled by the Company is produced so is industrial,21,26,diff,empty,,
waste Domestic waste is divided into general waste including kitchen waste and recyclable,19,19,,,,
waste The waste is gathered by employees in the temporary waste storage area then the,19,19,,,,
property management company assists in its removal The waste is then transported by a,19,11,diff,,,
qualified waste handling operator to the incineration plant for treatment and disposal In,19,19,,,,
addition eMemory has promoted the implementation of energysaving measures in the,12,26,diff,empty,,
office For example air conditioning systems have been equipped with timers for scheduled,21,26,diff,empty,,
operation tap water savers have been installed to save water and employees are,20,20,,,,
encouraged to turn off any unused lights adopt paperless operations and practice water,20,20,,,,
conservation Moreover a regular annual inventory of greenhouse gases and water,25,20,diff,,,
consumption is carried out to achieve the goals of reducing carbon dioxide emissions water,25,21,diff,,,
consumption and total waste generation each year and thus implementing environmental,19,9,diff,,,
The rising tangible risks brought on by climate change such as natural disasters market,13,25,diff,,,
volatility and supply chain disruptions have been carefully evaluated by eMemory Across,17,26,diff,empty,,
all aspects of our business we are looking to minimize our impact on the environment big,23,10,diff,,,
or small and play an active role in finding solutions within our industry As an example the,18,26,diff,empty,,
innovative nature of our core technology removes the need for complex additional,15,26,diff,empty,,
manufacturing processes that are required by conventional nonvolatile memory solutions,15,15,,,,
and in turn plays a part in reducing the carbon footprint,25,24,diff,,,
eMemory is dedicated to securing labor health and improving the working environment by,9,11,diff,,,
periodically implementing health and safety education The Fire Safety Seminar and CPR,5,6,diff,,,
First Aid Training is provided in accordance with the occupational safety and health,9,9,,,,
associated laws and regulations Free parking spaces transportation allowances a nursing,12,21,diff,,,
room a fulltime security system and rest areas are provided for employees to enjoy a,1,22,diff,,,
comfortable and healthy working environment We believe that the health of our employees,9,11,diff,,,
is eMemorys greatest asset Therefore we provide health club membership subsidies which,12,6,diff,,,
are applied by one fourth of the employees each quarter We also hold health examinations,9,6,diff,,,
which are utilized by more than three quarters of our employees Health consulting services,2,6,diff,,,
also are available onsite regularly During the highrisk period of the COVID19 pandemic,13,26,diff,empty,,
employees were required to come to the office on alternate weeks to reduce the risk of,11,12,diff,,,
crossinfection among employees An additional epidemic compensation was provided to,0,11,diff,,,
the employees Later on precautions to help fight the pandemic have continued to be,13,26,diff,empty,,
eMemory has passed the T V Rheinland ISO 90012015 Quality Management System,14,6,diff,,,
certification and obtained corresponding certificates The NeoBit NeoEE AS series,12,26,diff,empty,,
products have passed the T V Rheinland ISO 26262 Road VehiclesFunctional Safety,9,6,diff,,,
Industrial Specifications IEC 61508 Functional safety of electricalelectronic programmable,9,6,diff,,,
electronic safetyrelated systems certification and obtained corresponding certificates,14,26,diff,empty,,
Besides we hold on to the spirit of FirstClass Quality Best Service and Satisfied,14,6,diff,,,
Customer and focus on excelling product quality to reach our goals of increasing,15,6,diff,,,
customers satisfaction providing customers with safe reliable and highquality products,0,6,diff,,,
and maintaining good communication with customers by providing transparent and,0,8,diff,,,
effective complaint handling procedures for products and services In addition the,14,26,diff,empty,,
customer satisfaction survey is conducted every year with excellent results improving,22,6,diff,,,
By establishing corporate governance organization and internal control system we ensure,0,0,,,,
that all personnel and operations at eMemory comply with relevant laws and regulations,12,19,diff,,,
eMemory engages with stakeholders through a variety of communication channels that touch on important issues,10,8,diff,,,
and investors help us go further on the,12,26,diff,empty,,
our IPs can be evaluated and pass various,1,26,diff,empty,,
Environmental protection is one of the most important parts of corporate sustainability While,23,6,diff,,,
eMemory authorizes pollutionfree silicon IPs and does not manufacture tangible products we are,19,26,diff,empty,,
committed to protecting the environment by adopting sustainable practices in our daily operations,23,11,diff,,,
Given the business characteristics of eMemory the verification of the Environmental Management,3,9,diff,,,
System EMS does not apply to eMemory Nonetheless eMemory complies with all environmental,12,9,diff,,,
regulations on environmental protection energy conservation and water resource protection,23,9,diff,,,
We adhere to the sustainable environmental protection management policies and promote,23,9,diff,,,
practices of reducing reusing and recycling in the office Our daily work environments use energy,15,11,diff,,,
efficient lighting heating and cooling systems We are also transforming to paperless operations to,24,26,diff,empty,,
conserve paper usage and increase work efficiency Regular inspections of GHG emissions water,25,20,diff,,,
consumption and total waste generation are performed All of these measures help to ensure our,19,19,,,,
Most of the companys energy consumption is from airconditioning and lighting To reduce energy consumption and decrease operation costs the lighting within the company uses high efficient,24,24,,,,
energysaving lightemitting diode LED The airconditioners are also inspected and cleaned,21,26,diff,empty,,
periodically to maintain efficiency and timers are configured on the airconditioners after certain,24,20,diff,,,
nonworking hours The total electricity consumption in 2021 was 1374725 kWh with 46287 kWh,24,26,diff,empty,,
per capita a decrease of 21 compared to 47291 kWh per capita in 2020,24,26,diff,empty,,
Since eMemory does not operate factories of any sort we do not have direct GHG emissions Scope,25,21,diff,,,
1 The main source of GHG emissions is indirect GHG emissions Scope 2 which are associated with,25,21,diff,,,
the purchase of electricity from Taiwan Power Company In 2021 the total carbon dioxide emission,21,21,,,,
was 690112kg with 23394 kg of average emission per capita which is a reduction of 28 from,21,19,diff,,,
2407 kg in 2020 The emission of carbon dioxide is expected to reach 2300 kg per capita by 2022,25,21,diff,,,
which we have almost achieved and will work toward it,12,26,diff,empty,,
We use water in our daily operations for food services and sanitation The main water sources are,20,20,,,,
the Touqian River and Baoshan Reservoir The total water consumption in 2021 was 3372 kL with,20,20,,,,
114 kL average water consumption for each person a drop of 143 compared to 133 kL in 2020 Our future goal is to maintain the water consumption by 12 kL per capita The Taiyuen HiTech,20,20,,,,
Industrial Park Science Park where eMemory is located has a sewage recovery system This will,20,5,diff,,,
be used for the watering of plants and flowers around the Science Park The domestic sewage is,23,26,diff,empty,,
discharged to the domestic sewage treatment facilities in the Science Park before being discharged,20,20,,,,
to the water system without significant impact on the water system,20,20,,,,
Although no manufacturing wastes are produced we implement careful waste management of,19,11,diff,,,
waste collection recycling and disposal The waste is collected by employees in the temporary waste storage area The cleaning service company that we have a contract with assists in its recycling,19,19,,,,
and removal The waste is then transported by a qualified waste handling operator for treatment,19,19,,,,
and final disposal The total weight of domestic waste in 2021 was 3525kg equaling 119 kg per,19,19,,,,
capita 93 kg for general waste and 26kg for recycled resources,19,19,,,,
Water Consumption and Waste Produced from 2019 2021,19,19,,,,
eMemory supports energy conservation and environmental protection by continuing to develop,23,9,diff,,,
advanced semiconductor process technologies that support our customers designs Collaboratively,15,26,diff,empty,,
our customers can thereby produce the most advanced energyefficient and environmental,15,9,diff,,,
friendly products possible With advances in the semiconductor manufacturing process and the,15,15,,,,
increasing complexity of IC design our IPs can be used to enhance the efficiency of the IC design,15,20,diff,,,
process and shorten development time As the process nodes evolve not only is the chip size,3,4,diff,,,
significantly reduced but the power consumption of each type of chip is effectively reduced,24,26,diff,empty,,
Take display driver ICs DDI for example which is one of the applications with the largest shipments,24,26,diff,empty,,
among various products embedded with our IPs The main demand for DDI covers from 035m High,15,4,diff,,,
Voltage Process HV to 28nm HV Each generation of the HV process saves 5070 of power,24,24,,,,
consumption compared to the previous generation As the process advances the power saving rate,24,24,,,,
is reduced to 3050 Based on these power consumption characteristics it is conservatively,24,26,diff,empty,,
estimated that the average power saving rate of DDI chips embedded with eMemorys IP was 136,24,26,diff,empty,,
Based on the wafer shipments of major products in 2021 we helped to reduce the electricity,15,26,diff,empty,,
consumption of the enduse products with our IPs up to 390 million kWh which is equivalent to,15,26,diff,empty,,
195000 tons of CO2 emissions equivalent to the carbon absorption capacity of 430 New York Central Park,25,21,diff,,,
Moreover eMemorys IP can improve the stability and yield of the wafers and further reduce,4,26,diff,empty,,
resource consumption during wafer manufacturing During the fabrication and packaging stages the,17,14,diff,,,
trimming function of eMemorys IP can be used to meet the required product specifications thereby,15,26,diff,empty,,
reducing the cost of wafer remanufacturing Based on the wafer shipment in 2021 eMemory,24,15,diff,,,
contributed to saving nearly NT160 billion in manufacturing costs and reduced 253 billion kilowatt,24,15,diff,,,
hours of electricity usage and 12 million cubic meters of water consumption equivalent to the,20,20,,,,
carbon adsorption of nearly 2800 New York Central Park and the water consumption of 4867,20,20,,,,
In addition our PUFbased solutions can help to reduce and recycle electronic waste ewaste,19,19,,,,
throughout the product lifecycle Nowadays with various electronic devices being manufactured e,15,26,diff,empty,,
waste has become another vital environmental issue Discarded ewaste could cause public health,19,9,diff,,,
and environmental concerns and security breaches without proper disposal Our PUFbased IPs,1,9,diff,,,
provide each chipdevice with its own unique identity and root of trust which strengthens product,3,26,diff,empty,,
and application security It prolongs the product lifecycle and prevents the chipdevice from,15,22,diff,,,
becoming ewaste due to a lack of security protection During the decommissioning phase we can,1,6,diff,,,
also easily track the discarded products by their unique IDs to properly recycle and decommission,15,26,diff,empty,,
the products which further prevents the ecosystem from being hacked,1,23,diff,,,
eMemory values intellectual property rights patent quality and patent protection We continue to,4,6,diff,,,
enhance both the quantity and quality of our IPs to create economic value and strengthen,4,6,diff,,,
