paragraph,predict_label,count,different,empty,diff rate,empty rate
Epidemic prevention packs are provided to employees on business trips,5,9,diff,,,
Install infrared temperature monitors and automatic alcohol disinfectant dispensers,24,26,diff,empty,,
Purchase alcohol and have issued 393765 surgical face masks to employees,9,26,diff,empty,,
Developed the contactless questionnaire system with facial recognition and body temperature measurement that integrates 4 key functions in February 2020 to prevent contact transmission,9,8,diff,,,
Issued an employee epidemic prevention handbook and guidelines for business trips sent EDM about epidemic prevention and health education along with the latest epidemic prevention policies as well as the track of conrmed cases nearby the ofces,5,9,diff,,,
National central banks all adopted loose monetary policies and expansionary fiscal policies to counter the impacts of COVID19 These resulted in high inflation and other problems that indirectly pushed up interest rate and exchange rate risks,12,26,diff,empty,,
Preventive Measures Set Medium and longterm plans for company funds along with foreign currency hedging and purchase of property insurance policies,12,18,diff,,,
International shortages of cargo workers and congested logistics increased the cost of shipping products,11,17,diff,,,
Remote access by employees working from home increased the risk of confidential information leaks and email fraud,1,11,diff,,,
Preventive Measures Keep close contact with each warehouse and devise optimized transport plans based on the conditions at ports and warehouses,24,11,diff,,,
Preventive Measures Implement minimum permissions management for VPN multifactor authentication data loss prevention DLP and social engineering attack exercises,1,1,,,,
Nearly 95 of GIGABYTE products are exported so mature remote customer relations management and online communication systems are already in place We have kept communicating with customers during the pandemic GIGABYTE conducted supplier epidemic prevention surveys and offered the Guide for Business Continuity to stabilize the supply chain and assist with supplier response capabilities,17,9,diff,,,
Donated Mobile Sampling Booth to the Yang Ming Cheng Hsin and Shuang Ho hospitals Epidemic Prevention Disinfection Door to National Taiwan University Hospital Hsinchu Branch and 2000 protective suits to Wanfang Hospital to improve protection for medical workers at front lines,5,9,diff,,,
Donated Contactless Smart Epidemic Prevention Kiosk to Taipei City Hospital which integrates AI cloud data and sensor technologies to provide the public with safe and convenient smart epidemic prevention services,5,9,diff,,,
To address the needs of working from home and distancing learning GIGABYTE partnered with Bestyield International to donate 22 refurbished notebooks to the police office in Wenshan Second Precinct and disadvantaged schools,2,11,diff,,,
Donated 50 notebooks to elementary and junior high schools in Zhunan Township and Miaoli County to help students keep learning during the pandemic,2,26,diff,empty,,
Emergency assistance was provided to farmers in Kaohsiung during the pandemic to help them ship their orders on time,5,9,diff,,,
Raised welfare points and issued epidemic prevent subsidies to employees so they can support disadvantaged groups impacted by the pandemic by consuming their products,2,26,diff,empty,,
Two events of major concern to stakeholders occurred at GIGABYTE in 2021 For the sake of balanced reporting the details of the two events and the followup responding and management actions are provided below,13,11,diff,,,
Response to MIT Incident In May 2021 the following text appeared on the GIGABYTE website MadeinTaiwan and strict quality control which is different from other Brands that nd OEMs in China with lower cost and quality The resultant backlash led to GIGABYTE products being pulled down from shelves by Chinese eretailers such as JD and Tmall,14,6,diff,,,
GIGABYTE has a variety of product types including motherboards graphics cards notebooks and computer peripherals We have two important manufacturing factories in China which have supported GIGABYTE to produce and provide quality products and consumer experiences to the world for a long time,15,6,diff,,,
The incident was the result of awed internal management and marketing strategy GIGABYTE will therefore continue to strengthen internal employee management and training Because the incident severely impacted the company Mr Dandy Yeh resigned from the Chairman of GStyle a GIGABYTE subsidiary The personnel responsible for this incident violated work rules and caused signicant damages to company Thus GIGABYTE terminated the employment relationships in accordance with the Labor Standards Act,11,11,,,,
Response to Cyberattack Incident In August 2021 GIGABYTE detected anomalies in system services and an investigation revealed that some servers had been compromised by hacker attacks Ransomware installed by the hacker led to the encryption of some company files but our production sales and routine operations were not affected,1,1,,,,
When the hacker attack was confirmed information security defenses and audits were immediately activated by GIGABYTE We also worked with external IT security experts to deal with this attack against partial servers The relevant law enforcement and cybersecurity agencies were also notified and kept updated on the network anomalies we detected,1,12,diff,,,
Information security is now a risk that no enterprises around the world can ignore As a result of the incident we thoroughly reviewed and upgraded the existing management structure and targets The network security level was also strengthened to ensure the security and integrity of our data and prevent any further recurrence,1,22,diff,,,
Continuous Optimization of Management Structure Information security management rules are reviewed and updated every year in accordance with international information security standards such as NIST CSF ISO 27001 and domesticoverseas information security regulations,1,11,diff,,,
Zero Major Information Security Incident Continue to inspect and assess each IT security project monitor the network for malicious activity and protect crucial company data through encryption,1,22,diff,,,
Information Security Awareness Education Conduct IT policy education and training for employees and supply chain partners to enhance information security awareness so proper information security is practiced at every stage,1,22,diff,,,
First listed on the Taiwan Stock Exchange on September 24 1998 Stock Code 2376,12,26,diff,empty,,
Be responsible for shareholders and take into consideration environmental and social aspects for nancial performance,10,8,diff,,,
Hold regular Shareholders Meetings and Institutional Investor Conference to provide transparent information,12,26,diff,empty,,
Establish and improve the internal audit system and appoint accountants to ensure the proper use of the Companys financial resources,0,12,diff,,,
Track industry trends to ensure that product research and development is advancing with the times,15,4,diff,,,
Maintain stable profitability strengthen sufficient capital for Company operations and innovation,4,3,diff,,,
Actively research and develop new products explore new fields expand product lines and market positioning,15,4,diff,,,
The revenue has grown for 6 consecutive years The revenue in,18,26,diff,empty,,
2021 increased by 4409 compared with the previous year,12,26,diff,empty,,
Continued to develop emerging technologies and services of servers autotronics AI and edge computing in order to expand the markets for intelligent solutions and reverse logistic services,4,25,diff,,,
Taiwan Taoyuan Nanping Factory China Dongguan Factory China Ningbo Factory,4,26,diff,empty,,
Operating Headquarters No6 Baoqiang Rd Xindian Dist New Taipei City,3,26,diff,empty,,
Taiwan China America Europe Asia and other regions of the world,12,26,diff,empty,,
Motherboards graphics cards AORUS Tactical Gaming range AERO series products for content creators BRIX Ultra compact computers computer peripherals high performance servers,1,8,diff,,,
GIGABYTE was founded in 1986 Upgrade Your Life has always been the mission and goal of GIGABYTE We strongly believe that continued progress depends on the continuous creation of new value and quality can only be realized through the pursuit of perfection,24,6,diff,,,
As a leading global technology brand GIGABYTE drew on more than three decades of RD experience in motherboards and PCs to expand into new elds and craft solutions to meet industry requirements We have more than twenty years of experience in server development and the cloud industry that align with the latest and most important technology trends today such as AI edge computing and data centers GIGABYTE is now making great strides towards cloud and 5G with our customers to explore the unlimited possibility of technology For more smart technology applications please refer to GIGABYTE INDUSTRY,1,4,diff,,,
Thanks to active and effective integration of strengths and resources from each department GIGABYTE has now developed many innovative hightech products such as our data center offering better energy efficiency lower power consumption and thus less GHG emissions These more ecofriendly secure and highperformance cloud communications products provided to public sector private sector and even individual users help reduce unnecessary waste of resources and also encourage the industry to adopt a wider range of environmental initiatives In terms of consumer electronic products GIGABYTEs AERO series of content creator notebooks and the AORUS premium esports brand not only provide users with a great sensory experience but also facilitate the formation of sustainable supply chains by upstreamdownstream suppliers,17,24,diff,,,
We do believe that technological progress should not be an excuse to waste resources and that we should live in harmony with nature The subsidiary Bestyield International founded in,15,19,diff,,,
2018 had obtained BS 8001 circular economy standard certication in 2020 Following that in 2021 GIGABYTE moved onto even more advanced sustainability projects such as adoption of Dayuan Beach in Taoyuan and mobilizing Reduction Sharing Love the Earth Alliance members for joint coastal cleanups These initiatives fullled our commitment to consumers on sustainability and mission of protecting the environment,23,19,diff,,,
Membership of Associations GIGABYTE is an active participant in many international organizations We are a Supporting Organization of the Open Infrastructure Foundation and a founding member of MLCommons We invest in the development of opensource architectures and data sets so that organizations all around the world can have equal access to key technologies We also hope to recruit more technical experts from around the world and contribute what we learned to the common knowledge platform shared by all mankind,1,4,diff,,,
GIGABYTE also plays an active role in important domestic industry associations including Taiwan Electrical and Electronic Manufacturers Association TEEMA Taipei Computer Association TCA and Taiwan Excellent Brand Association and actively participates in the events held by the associations GIGABYTE has been a partner in the TransAction Award for 8 consecutive years and strives to cultivate talented individuals for the industry,4,26,diff,empty,,
In addition to technological developments GIGABYTE joins the New Taipei City Disaster Prevention Association and helps organize community disaster preventions takes part in the CDP and voluntarily complies with the Responsible Business Alliance RBA Code of Conduct and the Task Force on Climaterelated Disclosure TCFD framework These standards are used by GIGABYTE for the transparent disclosure and reporting of our efforts in social and environmental responsibility,5,10,diff,,,
The COVID19 pandemic raged on in 2021 causing disruptions to the semiconductor and server component supply chain Market demand for 5G and AI remained strong and this coupled with the rise of teleeducation and working online from home as part of the epidemic prevention lifestyle meant demand in the server PC and peripherals markets still exceeds supply The popularity of egaming products continued unabated as well with the associated software and competitions forming a complete industry ecosystem The standout success of workrelated products led to GIGABYTEs strong promotion of creator notebooks We expect creator notebooks to form into their own independent industry eco system and become a growth driver of motherboard graphics card notebook and peripheral,17,4,diff,,,
products To meet the surge in server demand GIGABYTE continues to expand the application market for autonomous driving 5G edge computing transportation and articial intelligence AI in keeping with the spirit of continuous innovation In addition to maintaining our technology and product advantages in the legacy server and X86 architecture we also focus on the development and introduction of new servers based on a new structure eg CPUGPUDPU ARM64 architecture products as well as liquid cooling and immersion cooling technologies to provide customers a more diverse highperformance and ecofriendly carbon reduction solution,15,4,diff,,,
Generation and Distribution of Direct Economic Value over the Last 3 years,12,24,diff,,,
Sales by Regions in the Last 3 Years,3,26,diff,empty,,
Production Output and Value in the Last 3 Years,17,26,diff,empty,,
Motherboards and Motherboards and Graphics Cards Graphics Cards,1,26,diff,empty,,
1 11 Sustainable Development Promotion Goal and Strategy 12 Organization for Promoting Sustainable Development,10,4,diff,,,
111 SDGs X CSR Strategy Map GIGABYTE adopted Upgrade Your Life as our core philosophy and hopes to apply our expertise in technology to bring a better life for all humanity Even as we seek to expand on our market accomplishments we know that sustainability is now a topic that no business can afford to ignore We therefore look at our current business operations and the degree of stakeholder concern to arrive at four sustainability visions Zero Waste Zero Pollution Transition to LowCarbon Technology Leader of Sustainability and Circular Economy and Realization of Humanistic Values These serve as our longterm goals in sustainable development and give shape to the value we expect to create reduction in operational footprint building of innovation strength establishment of a friendly brand and creation of shared value These four responding strategies to economic value and ESG form a complete sustainability roadmap,3,19,diff,,,
In 2015 the United Nations established 17 sustainable development goals that drew up a clear roadmap to sustainability for governments businesses nonprofit organizations and individuals GIGABYTE adopted the methodology developed by SDG Compass to identify 6 highpriority goals and 2 voluntary targets most closely aligned with our core abilities The core spirit of each goal was then incorporated into the 4 visions of our CSR strategy map and the guiding principles were adjusted accordingly to ensure that every sustainability action was connected to the global consensus for coprosperity,3,0,diff,,,
Zero Waste Zero Pollution x Transition to Lowcarbon Technology x Leader of Sustainability and Circular Economy x Realization of Humanistic Values,19,19,,,,
Governance Aspect Sustainable Governance Integrity Management Risk Management,12,0,diff,,,
Economic Aspect Green Innovation Friendly Product Sustainable Supply Chain,17,3,diff,,,
Environmental Aspect Environmental Management Climate Change Resource Circulation,13,9,diff,,,
Social Aspect Happy Workplace Social Engagement Sustainability Promotion,10,10,,,,
We consider the Sustainability Report to be an effective method for reviewing the performance of our operational strategy and use it to determine whether the sustainability practices of GIGABYTE contribute to the realization of our sustainability vision Each chapter in this report therefore corresponds to the operating strategy for a core direction in the CSR roadmap and all effort is made to provide stakeholders with clear accurate and comparable information,3,0,diff,,,
Click on an operating strategy to review the corresponding chapter on GIGABYTEs sustainability initiatives,17,0,diff,,,
CSR Strategy in Practice Green Action Plan The Green Action Plan was developed by GIGABYTE as our response to the three aspects of ESG and to realize our four sustainability visions A target time frame divided into three phases was drawn up in 2009 based around the core philosophy of Start from the Heart A sustainable governance policy was created through the dening of standards and organizational behaviors our operational environmental impact are reduced through the installation of a sustainable ecoroof the development of lowcarbon products and promotion of packaging reductions we cultivated sustainability awareness among employees through green activities such as seminars environmental volunteer services and the Sustainability Fund As 2nd Phase of the GIGABYTE Green Action Plan draws to a close in 2021 we will continue to launch a variety of projects in response to the goal of friendly and highlyefcient social enterprise to create sustainability inuence,15,10,diff,,,
S t a r t e d a n n u a l G H G r e d u c t i o n inventory certified by a thirdparty,12,26,diff,empty,,
C o n d u c t e d G H G i n v e n t o r y i n accordance with ISO 14064 and t r a c k e d w a t e r u s e a n d w a s t e generation by each operating base,12,24,diff,,,
Reached the emission target ahead of schedule in 2017 so reset a new target of reducing 50 of emissions by 2030 compared to the base year 2009,21,21,,,,
Drew up the 333 Reduction Plan in 2015 to cut carbon emissions water and waste by 3 every year,19,25,diff,,,
Promoted a plastic reduction plan at the staff canteen of the Headquarters to progressively prohibit disposable straws and cutlery,19,19,,,,
Advanced the target year of emission reduction target by 5 years to cutting 50 of emissions by 2025 compared to the base year 2009,21,25,diff,,,
Continued to incorporate new requirements from international chemical regulations and updated HCSR to version 47,12,19,diff,,,
Launched packaging reduction plan to reduce use of disposable materials,15,14,diff,,,
Hazardous substances excessing standards 0 sample in 2021,19,11,diff,,,
Founded the GIGABYTE Go Green C l u b i n 2 0 1 5 a n d l a u n c h e d t h e Thousand Mile Trek Go Green Taiwan project,15,26,diff,empty,,
Organized 34 trips every year and reinforced internal promotion so that the employees could attach importance to environmental protection after took actions personally,23,9,diff,,,
Expanded social influence by partnering with youths from universities on environmental protection initiatives,10,9,diff,,,
Invited retired employees back to the environmental services to enrich their retirement and build crossgenerational friendships,7,9,diff,,,
Participated in the CDP requested by customers and responded to the climate change questionnaire,13,25,diff,,,
Responded to the supply chain module of CDP and was scored B management level between 2016 and 2018,17,11,diff,,,
Introduced TCFD framework and SBTi guides to remap the emission reduction pathway align with international consensus and complete climate governance strategy and risk management measures,25,12,diff,,,
Reduce carbon emissions by 50 in 2025 compared to 2009,25,21,diff,,,
Reduce waste generation by 50 in 2030 compared to 2010,19,19,,,,
Reduce water use by 20 in 2030 compared to 2010,20,20,,,,
Products contain no hazardous s u b s t a n c e s a n d h a v e l o w impacts on the environment and human health,19,6,diff,,,
Issued product environmental repor ts to disclose products impacts on climate change PM25 and landwater acidification through their life cycles,13,9,diff,,,
Continued to participate in CDP and improve existing carbon management measures according to the result of evaluation every year,12,11,diff,,,
Scored A leadership level in 2021 CDP Climate Change and had been surpassing the management level for 6 consecutive years,13,8,diff,,,
Following the first revision in 2019 the report was revised again in 2020 Consolidate management measures from each stage in the product life cycle were provided to disclose more complete information,15,11,diff,,,
GIGABYTEs carbon reduction targets meet the standard of ScienceBased Targets SBT,25,25,,,,
Product environmental reports are published promptly for mainstream products,15,9,diff,,,
The database for product carbon footprint analysis was updated to the latest data provided by suppliers,15,24,diff,,,
Launched the 6year Reduction Reward Program to inspire internal innovation on sustainability and find reduction hot spots by means of proposal evaluation and reduction competitions between factories,18,19,diff,,,
S t r e n g t h e n i n g i n t e r n a l i n n o v a t i o n t o a c h i e v e l o w carbon technology transition which then in turn contributes to the Companys environmental performance,10,8,diff,,,
Estimated reduction performance please refer to 312 Sustainability Fund and Reduction Reward Program,12,19,diff,,,
Hosted celebrity lectures regularly with professional speakers introducing sustainable development from a variety of perspectives such as food ecology health and enterprise management,15,11,diff,,,
Continue to share articles on sustainability and increase the diversity of internal activities such as longterm adoption of coastal areas wastefree flea market Sustainability Fund and treeplanting by executive managers,19,6,diff,,,
Organized working holidays where employees could learn about the importance of ecological conservation through services and environmental education in the local community,23,9,diff,,,
Sent educational articles responding to World Environment Day to make employees understand the world trend and how they could make contributions at an individual level,10,26,diff,empty,,
Created a green cloud platform to lay the foundations for sustainable supply chain management,17,11,diff,,,
I m p l e m e n t e d 4 z e ro t o l e r a n c e guidelines for suppliers to enforce labor human rights protection,10,10,,,,
Initiated the Reduction Sharing Love the Earth Alliance to encourage supplier partners to value and practice sustainable development,17,4,diff,,,
Held supplier conferences to share sustainability trends and strengthen links beyond business relations,17,4,diff,,,
Continue to promote the Alliance and track the reduction performance of Alliance partners host supplier conferences to share international trends and sustainability information,17,4,diff,,,
A new tiered supplier management system was activated in 2021 to incorporate ESG assessment into procurement decisions,17,10,diff,,,
Focused on aftersales service and repair yields to extend product lifetime and fulfill manufacturer responsibility,15,0,diff,,,
Set up recycling sites in each country to provide consumers with a convenient collection of ewaste,15,19,diff,,,
Provided recycling services for electronic products regardless of brand at all customer service centers in Taiwan,15,6,diff,,,
Founded Bestyield International in 2018 to focus on integrated reverse logistics services,15,17,diff,,,
Initiated the Rent instead of Buy business model to ensure 100 product recovery,15,5,diff,,,
Introduced resale of refurbished products and developed the outofseason market to reduce wasted resources,15,26,diff,empty,,
Launched the Refurbished Product Certification and manufacturer warranty to enhance consumers trust in the secondhand market and activated transactions,15,26,diff,empty,,
Up to 116000 products were refurbished in the past 3 years,15,26,diff,empty,,
Set up comprehensive software and hardware services provide benefits and stipends subsidized employee clubs and emphasized the balanced development of employees work family and life,11,8,diff,,,
Obtained Sporting Enterprise Certification by the Sport Administration and promoted healthy diets and regular exercise,9,26,diff,empty,,
Implemented health exams that exceeded statutory requirements and progressively enforced tracking of the employees who did not take health exams,9,6,diff,,,
Set up a tiered management plan for employee health risk and provided employees classified as highrisk level with subsidies for further medical treatment,9,9,,,,
Increased welfare points provided parental subsidies and distribute epidemic prevention stipends,12,9,diff,,,
Implemented disaster prevention drills improved the working environment strengthened EAP functions to spare no effort to protect employees physicalmental health and safety,5,9,diff,,,
Continue to share ar ticles on sustainability and increase the diversity of internal activities such as longterm adoption of coastal areas wastefree flea market Sustainability Fund and tree planting by executive managers,23,6,diff,,,
Constructed GIGABYTE GHome S u s t a i n a b l e E c o r o o f t o p a s a n environmentalfriendly building,24,26,diff,empty,,
Introduced Social Return on Investment SROI tool to quantify benefits of GHOME,12,10,diff,,,
Obtained Environmental Education Facility and Field Certification by EPA and offered 2 environmental education courses,23,9,diff,,,
Partnered with the PlantforthePlanet Foundation from Germany committed to planting 75000 trees and holding 5 sessions of PlantforthePlanet Academies in Taiwan and in the meanwhile supported the cultivation of climate justice ambassadors in developing countries,13,25,diff,,,
Continued to promote the Secret to Computers Bring Technology to Campus and GDesign Contest to cultivate students interest in computers and handson experience,24,26,diff,empty,,
The Digital Love was renamed GIGABYTE Senior Academy in 2017 and its target l e a r n e r s e x p a n d e d f ro m s e n i o r s a n d housewives to foreign spouses and adults with rare illnesses,2,26,diff,empty,,
Opened smartphone classes to help the disadvantaged connect with the latest technologies,8,26,diff,empty,,
Please refer Chapter 5 Happy Workplace for detailed outcomes,9,8,diff,,,
Continued to organize and refine environmental education courses while actively reaching out to the industry government and academia to expand the influence of roof greening,12,9,diff,,,
Listen intently to employee needs to build a truly inclusive and equitable happy workplace,8,8,,,,
Adopted afforestation lands in Pinglin and mobilized employees supplier partners and customers to plant trees in person for cultivating ecological conservation and awareness,23,20,diff,,,
Hosted 5 PlantforthePlanet Academies in Taiwan and cultivated climate justice ambassadors and university volunteers,13,25,diff,,,
Developed and implemented sustainability and climate education courses for elementary schools,13,0,diff,,,
Sustainability and climate education at elementary schools 92 people,13,0,diff,,,
Launched the Computer Doctor course to reveal the secrets of waste electronics reclamation from a circular economy perspective,19,19,,,,
Set up Fun Play with IoT Summer Camp that introduces children to the design thinking process and trains their problemsolving skills,2,26,diff,empty,,
Serve as the advocate and practitioner of sustainable eco roof philosophy to promote urban habitability and ecological inclusion,23,7,diff,,,
Implement climate education to cultivate climate citizenship among the next generation,13,25,diff,,,
Use corporate philanthropy as the basis for enlarging digital inclusion and youth empowerment,2,8,diff,,,
112 Stakeholder Communication and Engagement GIGABYTE knows that sustainability cannot be achieved overnight In addition to factors such as company operations and the market environment we must also pay attention to stakeholder opinions and feedback For this reason we actively respond to topics of stakeholder concern in order to maximize the sustainability value The AA1000 Stakeholder Engagement Standard was used as a guide for internal team discussions by the Sustainable Development Ofce to identify seven key stakeholders namely Employees Investors Customers Suppliers CommunitiesNon protOrganizationsSchools Government and the Media Appropriate methods of communication were devised for each stakeholder based on their particular attributes Relevant information was also provided in a timely manner in accordance with domestic and overseas trends in sustainability topics to ensure a transparent and accurate response to all groups affected by GIGABYTE operations,3,10,diff,,,
Code of Ethics and Conduct Occupational health and safety Talent cultivation and retention Labor relations Human rights equality and diversity,8,11,diff,,,
Financial performance Code of ethics and conduct Corporate governance Legal and regulation compliance Risk management Innovation management Information security management,0,12,diff,,,
Labormanagement meetingsOccupational health and safety committee Employee satisfaction survey,9,6,diff,,,
Departmental work meetings Education and trainingPractice drill Employee Assistance Plan EAP Events and seminars Internalexternal website announcements and enewsletters,11,8,diff,,,
Annual shareholders meeting and annual report Participation in Corporate Governance Evaluation Publication of sustainability reports,12,0,diff,,,
Communication meeting and investor conference Publication of information on The Market Observation Post System or GIGABYTE official website,12,8,diff,,,
Risk management Customer relations management Information security management Climate change and carbon management Responsible production and consumption Circular economy Supplier sustainability management,17,11,diff,,,
Annual customer satisfaction survey Annual response to the CDP questionnaire,22,5,diff,,,
Audit and requirements from customers Customer technical conferences Online support system and platform,12,12,,,,
