paragraph,predict_label,count,different,empty,diff rate,empty rate
CSC was founded on December 3 1971 Over the past half century CSC has overcome many tough challenges After going through four phases of expansion along with Dragon Steel Corporations stage II construction CSC built a magnificent steel plant from scratch providing the foundation for Taiwans industrial development and acting as an important promoter of Taiwans economic miracle,17,4,diff,,,
CSC is a worldclass steel corporation with an annual production capacity in terms of crude steel around 10 million tonnes According to the report published by World Steel Association worldsteel the crude steel production of CSC was ranked 28rd among all worldsteel members in 2020 Moreover CSCs competitiveness was ranked 16th from 22nd in 2020 based on 23 criterion such as pricing and costsaving abilities among 35 steel corporations by World Steel Dynamics WSD in November 2021,4,4,,,,
The major products of CSC are steel plates steel bars wire rods hotrolled and coldrolled coils electrogalvanized coils electrical steel coils and hotdip galvanized steel coils and so on In 2021 652 of products were sold domestically and 348 were sold overseas The main products accounted for more than 50 of the domestic market and CSC is currently the largest steel company in Taiwan The main export targets are China including Hong Kong Japan and Southeast Asia,15,26,diff,empty,,
In order to enhance its operational synergy CSC has diversified its businesses into five business areas Steel Engineering Industrial Materials Logistics Investments and Green Energy,15,17,diff,,,
1971 12 03 China Steel Corporation is officially registered with head office located in Taipei,12,26,diff,empty,,
1972 09 16 Kaohsiung Plant Site Office is established,15,26,diff,empty,,
12 26 CSC stock is listed on Taiwan Stock Exchange Corporation,12,26,diff,empty,,
1975 09 15 Head office relocates to Kaohsiung Plant Site Office closes,3,26,diff,empty,,
1977 07 01 CSC becomes a state enterprise,12,26,diff,empty,,
12 16 Phase I is completed with a capacity of 15 Mt in terms of crude steel per year,24,26,diff,empty,,
1982 06 30 Phase II is completed Capacity reaches 325 Mt per year,24,26,diff,empty,,
1988 04 30 Phase III is completed Capacity reaches 5652 Mt per year,24,26,diff,empty,,
1997 05 31 Phase IV is completed Capacity reaches 8054 Mt per year,24,26,diff,empty,,
1998 06 02 CSC Groups corporate identity system is formally introduced to the public,22,26,diff,empty,,
2006 04 15 Annual production capacity is officially raised to 986 Mt owing to success in equipment renovations and,24,26,diff,empty,,
11 22 Groundbreaking for the China Steel Building takes place,12,26,diff,empty,,
2008 10 06 Dragon Steel Corporation DSC becomes a wholly owned subsidiary of CSC,12,26,diff,empty,,
2010 06 30 DSCs stage II phase 1 expansion project is completed CSC Groups capacity reaches 1336 Mt per year,24,4,diff,,,
2013 03 05 DSCs stage II phase 2 expansion project is completed CSC Groups capacity reaches 1586 Mt per year,24,4,diff,,,
2017 12 20 The Board of Directors approves the initiation of the revamp of the coke ovens phases I and II,7,7,,,,
2018 12 31 CSC Groups operating revenue in 2018 sets the record of exceeding 400 billion TWD for the first time,18,26,diff,empty,,
2020 01 16 CSC positions itself as a steel mill that produces premium products with high value and devotes itself to the development of the green energy industry as the operational and developmental cores in enhancing its competitiveness for the next 50 years,4,4,,,,
02 21 CSC sets a new milestone in its pricing system by offering monthly and quarterly pricing simultaneously for,4,4,,,,
07 01 To promote the utilization of BOF Slag CSC and TIPC jointly submit the Environmental Impact Difference Analysis Report for utilizing BOF Slag as an alternative land reclamation material in Taipei Port approved by the Environmental Impact Assessment and Review Committee of Taiwan EPA,19,10,diff,,,
11 11 Nov 11 2020 The first truck of BOF aggregate is successfully utilized as land reclamation material in Taipei,23,26,diff,empty,,
Port which marks a new milestone in BOF aggregate application,12,26,diff,empty,,
02 26 CSC commits to taking action on environmental protection and climate change by setting up a Task,13,9,diff,,,
Force on Energy Saving Carbon Reduction and Carbon Neutrality,24,25,diff,,,
R a w M a t e r i a s,12,26,diff,empty,,
I r o n m a k n g,12,26,diff,empty,,
S t e e m a k n g,12,26,diff,empty,,
P r o d u c t s,12,26,diff,empty,,
Iron ore flux and coke breeze are mixed granulated and then charged into the sintering machine where coke breeze is ignited The hot sinter clumps go through crushing cooling and screening processed They are then sent to Blast Furnace as the main material for ironmaking,24,26,diff,empty,,
Coking coals are mixed crushed and then charged into the coke oven Carbonization in oven produces hot coke and crude coke oven gas,19,25,diff,,,
Iron ores cokes and fluxes are charged into BF from the top to react with the hot air flow introduced from tuyeres Molten hot metal and slag are produced,19,26,diff,empty,,
Hot metal is sent to a pretreatment station for deSdeP and then sent to BOF for oxygen blowing According to the characteristics of steel and quality demand of each order it is sent for secondary refining for composition adjustment and then sent for continuous casting,24,4,diff,,,
A ladle filled with liquid steel is transferred to turret from upstream plant by crane charged into a tundish and distributed into molds It then cools down solidifies and comes to complete solidification through secondary cooling It is then straightened and according to each order cut into blooms with a square cross section or slabs with a rectangular cross section The semifinished products are conditioned if necessary and then sent for rolling,19,26,diff,empty,,
Semifinished products are inspected and grindedscarfed to remove surface defects They are then rolled into bars wire rods plates coils and sheets,15,26,diff,empty,,
Note For better quality of our report there were several data revised denoted with due to the calculation or coverage scale revised,12,6,diff,,,
RD Expense RD Expense Ratio Unit 100 million TWD,12,26,diff,empty,,
Investment on Energy and Environment Unit100 million TWD,12,24,diff,,,
Note In order to cooperate with epidemic prevention,5,9,diff,,,
Note In order to cooperate with the epidemic prevention,5,9,diff,,,
measures the number of people trained is controlled,2,26,diff,empty,,
New Water Intensity Unit ttCS Note The data of new water intensity is collected,20,20,,,,
Note The data of new water intensity is collected,20,20,,,,
Training Hours Unit Hour Note In order to cooperate with epidemic prevention,5,9,diff,,,
Training Expense Unit Million TWD Note In order to cooperate with the epidemic prevention,5,9,diff,,,
measures the number of people trained is controlled,2,26,diff,empty,,
CSC volunteer hours Unit Hour Note These data were revised comparing 2020,11,22,diff,,,
Labor aspect Any breach of the regulation that causes fines or administrative sanctions,12,11,diff,,,
CSC becomes the first steel company in the world to pass ULs Recycled Content Validation as it increased the proportion of scrap steel contained in its galvanized steel product SGCC RC12 to 12 and has successfully obtained the UL 2809 Certificate Environmental Claim Validation Procedure ECVP for Recycled Content,19,9,diff,,,
Constituent of the FTSE4Good TIP Taiwan ESG Index jointly introduced by Taiwan Index Plus Corporation and FTSE Russell,18,26,diff,empty,,
Governance Evaluation by TWSE and top 5 for the fifth time in 2021,12,0,diff,,,
9th place of 2021 Intellectual Property Office Top 100 domestic patent applicants 8th place for patent granted 8 years in a row being in top 10 and 1st place in traditional industries,4,26,diff,empty,,
Awarded the Taiwan Intellectual Property Management System TIPS certification,4,11,diff,,,
Authorized Economic Operator AEO by Customs Administration Ministry of Finance,12,25,diff,,,
Vice President Chen ShouTao right of CSC Production,24,26,diff,empty,,
Division received awards such as TCSA and GCSA from,12,26,diff,empty,,
Vice President Tsai ChiChang left of the Legislative Yuan,12,26,diff,empty,,
Sustainability and the Bronze Award for Economic Development in the inaugural Taiwan Sustainability Action Awards TSAA,3,0,diff,,,
Sustainability Awards TCSA including the Top 50 Corporate Sustainability Award the Corporate Sustainability Report Awards Platinum Award in the Traditional Manufacturing category the Climate Leadership Award the Sustainable Water Management Award the Circular Economy Leadership Award and the People Development Award,13,15,diff,,,
Sustainability Report Silver Award in the Global Corporate Sustainability Awards GCSA,3,0,diff,,,
Selected as one of the top 50 large companies in the 2021 Corporate Citizen Awards by Common Wealth Magazine,18,26,diff,empty,,
Honored with the Outstanding Corporate Group in Sustainability Resilience Award by the British Standards Institution BSI,3,20,diff,,,
General Manager Wu IMin of the Environment Protection,23,6,diff,,,
2021 Model Environmental Protection Specialist and Technical Personnel Engineer Liao WeiLi of CSC Environmental Protection Dept from EPA,23,9,diff,,,
CSC won the Silver Award in the 2020 Kaohsiung City Business Unit Greenhouse Gas Reduction Competition organized by the Environmental Protection Bureau of Kaohsiung City Government,25,25,,,,
CSC was awarded Excellent Construction Owner of the 2021 Excellent Construction Site by the Environmental Protection Bureau of Kaohsiung City Government for CSC Civil Engineering Depts Construction of Middle Walls and Partition Walls and Other Miscellaneous Works in Closed Coal Mine with United Steel Engineering Construction Corporation also awarded Excellent Contractor,23,9,diff,,,
Honored as one of the best performers in all,4,26,diff,empty,,
industrial voluntary GHG reductions in 2021 by Industrial development bureau IDB Ministry of Economic Affairs MOEA,25,4,diff,,,
Environmental Protection Administration EPA based on the fact that the GHG Offset Project for the Change of Transportation Mode at Hualien Quarry achieved a reduction of 6184 tons CO2e in GHG emissions as of the second phase of a threeyear period,25,9,diff,,,
CSC applied for carbon credits to the EPA based on the fact that the GHG Offset Project for the Energy Saving by Hotcharge Rolling achieved a reduction of 21527 tons CO2e in GHG emissions as of the first phase of a oneyear period,25,25,,,,
Outstanding Private Enterprise Green Procurement Unit from KSEPB,12,17,diff,,,
Outstanding WaterSaving Unit Award in the 2021 WaterSaving Performance Competition organized by the Water Resources Agency Ministry of Economic Affairs,20,4,diff,,,
Ranked 8th in the Top 100 Most Desirable,15,26,diff,empty,,
Corporations and is the only representative of traditional manufacturing in the TOP 20 by Cheers Magazine in 2021,15,15,,,,
Ranked 3rd in the most desirable company for,15,26,diff,empty,,
office workers to enter in the traditional industry by the job searching website yes123,11,26,diff,empty,,
11 Message from Top Management 11 Message from Top Management,3,11,diff,,,
2021 has been a year in which CSC not only celebrated our 50th anniversary but also made history as we reached new heights with a consolidated revenue of 46833 billion TWD and a consolidated net income before tax of 8441 billion TWD since our founding Such an honor represents a new page in our history thanks to the hard work by all our employees and the dedication of our management team,7,11,diff,,,
In the face of uncertain risks such as global inflation and the external environment CSC will focus on six key priorities in the coming year as listed below despite a fruitful 2021 1 Actively engage in digital transformation comprehensive inventory of production lines and successive introduction of intelligent manufacturing 2 Implement energy conservation and carbon reduction carry out comprehensive inventory of the carbon footprint of our products and invest 200 million TWD in a pilot experimental production line involving coproduction between steel and petrochemical plants in 2022 aimed at meeting the challenge of carbon neutrality in the future 3 Refine our risk management capabilities 4 Conduct comprehensive inventory of trade secrets to solidify our competitiveness 5 Enhance our corporate culture and instill CSCs values as well as integrity and ethical values into the DNA of each employee at CSC 6 Realize strict implementation of COVID19 prevention measures,0,24,diff,,,
In light of climate change and carbon reduction issues CSC has set up the Task Force on Energy Saving Carbon Reduction and Carbon Neutrality under the Corporate Governance and Sustainability Committee upon a resolution passed by the Board of Directors This task force is charged with proactively implementing energy conservation carbon reduction and greenhouse gas emission control to minimize our impact on climate and the environment CSC has also set short medium and long term carbon reduction targets with proposals to achieve a 7 reduction in carbon emissions by 2025,25,25,,,,
a 22 reduction in carbon emissions by 2030 and the ultimate goal of carbon neutrality by 2050 while initiating coproduction between steel and petrochemical plants to overcome the huge challenge of carbon neutrality,25,25,,,,
CSCs completion of the first intelligent blast furnace in 2020 marks a critical step towards realizing our goal of becoming a steel mill that provides premium products and services This achievement facilitates the transformation of blast furnaces into transparent and easytocontrol production processes and thus increases production efficiency In an effort to keep strengthening our intelligent manufacturing capabilities we have incorporated our own intelligent system into our second hotdip galvanizing line After establishing prediction warning and monitoring functions this system is able to achieve three purposes adjustment of dynamic process parameters optimization of product quality and cost reduction,15,20,diff,,,
With values including Teamwork Entrepreneurial approach Downtoearthiness and Pursuit of innovation serving as CSCs corporate culture we also completed the enhancement of our corporate culture and reinterpreted our values last year so as to inject new vitality into our development over the next 50 years and build corporate resilience CSC has set three business goals for 2022 a cost reduction of 403 billion TWD sales of 650000 tonnes of advanced premium steel and sales of 434 million tonnes of premium steel,3,8,diff,,,
As CSC has been established for 50 years the title of our Corporate Social Responsibility Report has been changed to Sustainability Report to reflect our awareness of corporate sustainability and ESG development in line with the launch of Corporate Governance 30 Sustainable Development Roadmap This move is made not only in conjunction with international trends and environmental changes but also towards becoming a centuryold enterprise via disclosing information on ESG issues and implementing sustainable management,10,0,diff,,,
OverviewCH 1 Sustainable OperationCH 2Corporate GovernanceCH 3Value Creation2021 CSC Sustainability Report,3,0,diff,,,
Vision We aspire to become a trustworthy steel company of global distinction that pursues growth environmental protection energy saving and valueinnovation,3,9,diff,,,
Values Teamwork Entrepreneurial approach Downtoearthiness Pursuit of innovation,4,0,diff,,,
Operation Philosophy Promotion of social wellbeing Result orientation Implementation of teamwork Emphasis on employees,10,10,,,,
Upholding giving back to society what is taken from society CSC aims to achieve the goal of to live and let live and establish the contribution to society and the country,10,26,diff,empty,,
CSC focuses on work efficiency improving business results and realizing overall performance to achieve corporate goals,3,8,diff,,,
CSC attaches importance to coordination cooperation and team spirit in an effort to achieve goals within the company and seeks common interests with downstream industry players to drive the development of Taiwans steel industry,12,4,diff,,,
With employees being regarded as valuable assets CSC helps them to grow encourages them to showcase their creativity and ambitions respects their dignity at work and attaches importance to their rights and interests so that they can work with the company and make contributions,10,10,,,,
To enhance its competitiveness and corporate sustainability CSC pledged in January 2020 to become a steel mill that provides premium products and services and engage in developing green energy industry business in the next 50 years At the same time CSC continues to deepen its foothold in the steel industry with new technologies and a new management mindset while holding fast to integrity and fairness Headquartered in Taiwan and with Asia as the core the CSC Group has positioned itself as a group that not only integrates steel and materials engineering and services and mining and resources but also strives to be an excellent global corporation that is ecofriendly and resourcesaving,3,0,diff,,,
CSC established the CSC Corporate Social Responsibility Policy in 2012 based on the spirit of the worldsteel Sustainability Charter and its nine sustainability principles and formulated the CSC Corporate Social Responsibility Practice Principles according to its operation concepts with a view to reinforcing its contribution to Taiwans economy improving quality of life among employees communities and society and enhancing its CSRoriented competitive advantage as a corporate citizen In compliance with TWSEs newly amended Sustainable Development Best Practice Principles for TWSETPEx Listed Companies CSC amended its principles in 2022 The revised version was approved by the Board of Directors on May 6 2022,10,10,,,,
In 2015 the United Nations adopted 17 Sustainable Development Goals SDGs as the guiding principles for cross border cooperation among member countries for the next 15 years CSC refers to the SDG Selector tool and SDG Compass steps to review the directions and content of CSCs sustainable development policy Core SDGs contributed by CSC were identified Furthermore CSC took into consideration industry and regional characteristics and referenced the Taiwan Sustainable Development Goals announced by the National Council for Sustainable Development Executive Yuan in July 2019 hereinafter referred to as TSDGs to summarize the benefits of CSCs core SDGs,10,4,diff,,,
Strengthen competitiveness and create profit for shareholders to ensure corporate sustainability,4,0,diff,,,
Take care of employee welfare and create quality environment to facilitate workforce development,8,8,,,,
Meet customer needs and enhance service advantage to achieve coprosperity,3,4,diff,,,
Persist in saving energy reducing carbon emissions and adopting renewable resources to build a lowcar bon society,24,21,diff,,,
Enhance industrial safety practice to eliminate occupa tional hazards and enforce environmental protection to improve pollutionreduction performances,9,9,,,,
Optimize the supply chain system and improve communication to share sustainable practices,17,4,diff,,,
Support government policies and engage in construction to improve overall effectiveness,12,26,diff,empty,,
Join professional organizations and provide a solid technology foundation for industry upgrade,12,26,diff,empty,,
Be devoted to social harmony and promote public welfare to benefit local communities,10,10,,,,
OverviewCH 1 Sustainable OperationCH 2Corporate GovernanceCH 3Value Creation2021 CSC Sustainability Report,3,0,diff,,,
The delivery of premium steel recorded 46777 million tonnes in 2021,24,26,diff,empty,,
In 2021 the starting salary of entrylevel employees was 28500 TWD and 38400 TWD for professionallevel employees The annual salary increase rate was 28,11,26,diff,empty,,
In 2021 16 RD alliances were launched with 66 companies and 8 academic and research institutes to jointly complete 13 science and technological projects CSC also obtained 9 automobile steel product certifications,15,4,diff,,,
Take innovation employment and distribution as core values to maintain moderate economic growth,11,0,diff,,,
Increase the added value of the industry and promote the development of the Internet of Things and the digital economy,12,4,diff,,,
There were 487 new employees in 2021 mainly in the 20 to 30yearold age group Average age 291 coming from the southern region of Taiwan which increased local youth employment opportunities,8,11,diff,,,
Implement learning and training measures to strengthen the employability of the younger generation,8,8,,,,
CSC holds cooperative education programs with National Cheng Kung,2,26,diff,empty,,
University and has recruited 15 students as employees by 2021,8,26,diff,empty,,
CSC cooperates with top universities in Taiwan to provide Steel Introduction course and offers scholarships with 173 students awarded More than 80 teachers and students participated in Circular economyreutilization of basicoxygenfurnace BOF slag,2,26,diff,empty,,
Promote the safety of the work environment and protect the rights of female workers to participate in the Union,11,6,diff,,,
CSCs labor union covers 100 of its fulltime employees and there are two,11,11,,,,
196 sessions of occupational safety training with 6125 trainees in total,9,9,,,,
CSC assisted subsidiaries and government units to organize industrial safety,14,6,diff,,,
trainings with 27 sessions and a total of 443 trainees,2,26,diff,empty,,
The recycling rate of processed water reached 984,20,20,,,,
810 Improve the efficiency of industrial and agricultural water usage through measures such as water conservation and recycling technology,20,20,,,,
813 Develop green energy technology enhance energy independence and diversity and encourage the development of renewable energy,24,24,,,,
With the introduction of reclaimed water from urban wastewater CSC recovered a total of 16205 million liters of reclaimed water including 14256 million liters of reclaimed water from Fengshan Creek Reclaimed Water Plant and 1949 million liters of reclaimed water from Linhai Reclaimed Water Plant,20,20,,,,
The intensity of new water was reduced by 460 in 2021 compared to the base year of 2017 491 tonWatertCS when reclaimed water was yet to be introduced,20,20,,,,
The four solar power charging stations for scooters generated 22524 kWh of electricity in 2021 and 71464 kWh of electricity cumulatively to date CSC successfully obtained a total of three renewable energy certificates at the end of 2021,24,24,,,,
China Steel Power Corporation continues to engage in the development of Zone 29 Offshore Wind Farm and the construction of a local parts supply chain through wind turbine system suppliers,17,24,diff,,,
By the end of 2021 the cumulative installed capacity of solar photovoltaic system within the CSC Group has reached 873 MW and the cumulative power generation has reached about 330 million kWh In the future CSC can contribute at least 102 million kWh of green electricity and 51000 tonnes of CO2 reduction annually,24,24,,,,
Provide the public with a safe affordable and highly accessible transportation system that is consistent with sustainable development This includes improving road safety expanding public transportation and meeting the needs of physically challenged people older people infirm people women and children in transportation,9,17,diff,,,
In line with its phased strategies CSC executed three light rail transit turnkey projects including the Danhai Light Rail Transit Project which is now fully operational the Kaohsiung Light Rail Transit Project in which the Great Southern Ring is fully operational but the remaining sections remain under construction and the Ankeng Light Rail Transit Project in which construction is still ongoing,24,26,diff,empty,,
3373 employees of CSC Group applied for the monthly KMRT subsidy and 62411 employees took the free shuttle buses from Hsiao Kang Station to CSC,12,26,diff,empty,,
116 Reduce the harmful effects caused by the urban environment Including management of air quality water and other municipal waste,21,20,diff,,,
Improve the energy saving and carbon reduction benefits of buildings,24,24,,,,
From 2021 to 2026 CSC plan to invest in 6 air pollution improvement projects with a continuous investment of 43678 billion TWD which will reduce the annual emission of Particulates by 779 tonnes SOx by 9540 tonnes NOx by 560 tonnes and VOCs by 730 tonnes,21,19,diff,,,
Through continuous improvement on the efficiency of the dust collection equipment 897 of 300000 tonnes dust generated in 2021 was recycled by CSC and 103 was sold as resources which could reduce the risk in environmental pollution,19,20,diff,,,
Through the completion of the COD removal tank and the transformation of the two nitrification tanks the detection values of effluent water are far superior to the legal standards,20,0,diff,,,
319 energysaving projects were completed in 2021 saving a total of,24,26,diff,empty,,
The 4th Energy Saving Action Plan 20212025 has reduced 851 thousands GJ which is equivalent to a reduction of 88200 tonnes of CO2e emissions,25,25,,,,
In response to national energysaving targets and regulatory requirements the current average annual power saving rate is 176 from 2015 to 2021,24,5,diff,,,
To promote the CSC Groups energysaving measures and build an energysaving technology exchange platform the group affiliates have taken turns holding energysaving seminars since the third quarter of 2018 By the end of 2021 9 seminars had been completed to maximize the benefits of the CSC Group,24,11,diff,,,
OverviewCH 1 Sustainable OperationCH 2Corporate GovernanceCH 3Value Creation2021 CSC Sustainability Report,3,0,diff,,,
121 Implement the green factory system promote the Cradle to Cradle C2C design concept and encourage companies to produce green and lowcarbon products,15,26,diff,empty,,
Control the use of key materials and include the sustainable management of the material life cycle to promote the sustainable use of raw materials,15,11,diff,,,
Reduce waste generation through green production improve waste recycling technology capabilities promote recycling industry towards higher efficiency and manage chemical substances and wastes in accordance with international regulations,19,19,,,,
Promote the crossindustry cooperation chain integrate energy resources for effective recycling and promote the development of Taiwans circular economy,24,4,diff,,,
Encourage enterprises to adopt sustainable development measures and at the same time disclose information on sustainable development and ensure the accuracy and quality of such information,12,4,diff,,,
In 2021 5331 Mt of byproducts wet base were produced The ratios,24,26,diff,empty,,
of onplant and offplant recycling were 12 and 88 respectively,15,19,diff,,,
Consume selfproduced steel scrap in the production process to,19,26,diff,empty,,
Waste acid produced by CSC was fully recycled reducing the costs of hydrochloric acid purchase outsourced transportation and the cost of treatment,19,17,diff,,,
Resources of industrial waste are properly recycled with a recovery,19,19,,,,
With the ongoing promotion of District Energy Integration in Linhai Industrial Park CSC sold 1588 million tonnes of steam in 2021 which was able to reduce approximately 381000 tonnes of CO2e in greenhouse gas emissions,25,25,,,,
With the ongoing promotion of energy integration a total of 27 companies has joined the CSCcentered Industrial Ecology Network as of 2021,24,23,diff,,,
CSR report has been published since 2007 and the CSR website has been established to improve the disclosure of nonfinancial information,12,12,,,,
The greenhouse gas scope 3 emissions have been estimated annually from 2015 and a thirdparty verification agency is entrusted depending on the information integrity to verify the results,25,25,,,,
Promote public and private sector to increase green procurement,12,17,diff,,,
The total amount of green product procurement reported in 2021 was about 144 million TWD which was much higher than the threshold of recognition by EPA of the Executive Yuan 50 million TWD,15,8,diff,,,
To enhance sustainable operation and management at the company fulfill its commitment to sustainable development and meet the expectations of its stakeholders CSC has formulated its environmental social and governance hereinafter referred to as ESG goals for 2022 to 2030,10,0,diff,,,
Stakeholders opinions will be collected in various channels every year to timely adjust ESG goals of CSC,12,26,diff,empty,,
3 Deployment rate of twofactor authentication for VPN reaches 100,1,1,,,,
5 The deployment rate of privileged account management is 100,18,11,diff,,,
1 The average attendance rate of the Board of Directors is over 80 and relevant regulations should be updated in the Companys Corporate Governance BestPractice Principles,7,7,,,,
project will be added to the Board performance evaluation,12,7,diff,,,
3 Announce the annual financial reports within 60 days after the end of the fiscal year,18,26,diff,empty,,
5 Encourage listed subsidiaries to establish ESG goals,3,26,diff,empty,,
Further explanation Members of the Board of Directors,7,7,,,,
the first half of 2022 due to the,12,26,diff,empty,,
2 Number of suppliers accepting the Supplier Code of Conduct 2200,17,26,diff,empty,,
3 Obtain 7 information security management certificates for professional personnel,1,11,diff,,,
Complete the development of 10 smart manufacturing projects,15,4,diff,,,
OverviewCH 1 Sustainable OperationCH 2Corporate GovernanceCH 3Value Creation2021 CSC Sustainability Report,3,0,diff,,,
1 Continue to encourage listed subsidiaries to establish ESG goals,3,26,diff,empty,,
performance appraisal and remuneration with the ESG annual goals performance,12,8,diff,,,
3 Number of suppliers accepting the Supplier Code of Conduct 3000,17,26,diff,empty,,
4 The integrity of information security detection mechanism for the true form of importing program is 100,1,0,diff,,,
5 The log of information security equipment is 100 centralized,1,22,diff,,,
subsidiary under CSC Group is selected as a constituent of a local or international ESG or sustainability fund or index by 2030,18,0,diff,,,
2 Number of suppliers accepting the Supplier Code of Conduct 3500,17,26,diff,empty,,
2 Establish independent information security and maintenance with the cloud solution,1,22,diff,,,
Complete the development of 40 smart manufacturing projects cumulatively,15,4,diff,,,
Complete the development of 90 smart manufacturing projects cumulatively,15,4,diff,,,
1 Hold at least 8 art and cultural activities each year,2,26,diff,empty,,
2 Care for lowincome households in Siaogang District and engage in rural education with at least 5000 people being cared for each year,2,26,diff,empty,,
and environmental protection with at least 8500 beneficiaries each year,23,9,diff,,,
4 Organize at least 2640 people to participate in,10,26,diff,empty,,
environmental greening and beautification works at largescale community parks and along major arterial roads each year,23,9,diff,,,
1 Keep the 4th level directors professional level and technicians ratio 60,8,26,diff,empty,,
handover plan for thirdlevel directors and above is 90 a year,7,26,diff,empty,,
Further explanation Due to the COVID19 outbreak the goal of educational activities were reached by nearly 80,2,26,diff,empty,,
Further explanation A major fatality event happened at our contractor in the first half of 2021,9,26,diff,empty,,
1 Hold at least 8 art and cultural activities each year,2,26,diff,empty,,
level directors professional level and technicians ratio 60,8,26,diff,empty,,
handover plan for thirdlevel directors and above is 90 a year,7,26,diff,empty,,
2 Care for lowincome households in Siaogang District and engage in rural education with at least 5000 people being cared for each year,2,26,diff,empty,,
and environmental protection with at least 8500 beneficiaries each year,23,9,diff,,,
4 Organize at least 2640 people to participate in,10,26,diff,empty,,
environmental greening and beautification works at largescale community parks and along major arterial roads,23,9,diff,,,
1 Participate in the promotion of art and cultural,2,26,diff,empty,,
level directors professional level and technicians ratio 63,8,26,diff,empty,,
handover plan for thirdlevel directors and above is 93 a year,7,26,diff,empty,,
activities in cooperation with companies under CSC Group and hold at least 10 art and cultural activities each year,2,26,diff,empty,,
2 Participate in social welfare activities in cooperation with associations and clubs at CSC and companies under CSC Group and care for disadvantaged families and rural schoolchildren with at least 5500 people being cared for a year,2,10,diff,,,
3 Hold educational activities on campus in cooperation with companies under CSC Group and the CSC Group Education Foundation with at least 9000 beneficiaries each year,2,26,diff,empty,,
4 Invite companies under CSC Group to participate in,12,26,diff,empty,,
1 Organize at least 3200 people a year to participate in environmental greening beautification and cleaning works in local communities,23,9,diff,,,
2 Organize at least 2200 people each year to join,11,26,diff,empty,,
OverviewCH 1 Sustainable OperationCH 2Corporate GovernanceCH 3Value Creation2021 CSC Sustainability Report,3,0,diff,,,
level directors professional level and technicians ratio 65,7,26,diff,empty,,
handover plan for thirdlevel directors and above is 95 a year,7,26,diff,empty,,
1 Encourage collaboration from suppliers and customers to enhance the art and cultural atmosphere and hold at least 12 art and cultural activities each year,2,8,diff,,,
2 Assist local communities in Siaogang District in establishing community care centers to provide preventive care for the elderly with at least 90 coverage achieved Care for disadvantaged families rural school children and the elderly with more than 6000 people being cared for a year,2,10,diff,,,
3 Invite companies under CSC Group to participate in school adoption and assist schools in developing specialty education with at least 9500 beneficiaries each year,2,26,diff,empty,,
1 Organize at least 4500 people a year to participate in environmental greening beautification and cleaning works in local communities,23,9,diff,,,
2 Organize at least 2500 people each year to join,11,26,diff,empty,,
Circular Economy and Co production between Steel and Petrochemical Plants,24,26,diff,empty,,
Note Based on 2017 when reclaimed water had not been introduced,20,20,,,,
