paragraph,predict_label,count,different,empty,diff rate,empty rate
Climaterelated Financial Disclosures TCFD recommended disclosures and relevant World,12,26,diff,empty,,
This report focuses on Visas global commitments and practices except where noted We,10,11,diff,,,
report data related to Visas fiscal year 2021 October 1 2020September 30 2021 unless,12,22,diff,,,
otherwise noted In some cases data and information related to our ESG priorities may,3,22,diff,,,
include programs and activities underway or introduced in the 2022 fiscal year as noted,12,26,diff,empty,,
All references to currency are in US dollars unless otherwise noted This is Visas seventh,12,26,diff,empty,,
annual ESG Report Visas previous report was published in May 2021,12,26,diff,empty,,
Please direct questions on this report or topics related to our environmental social and,10,9,diff,,,
This report contains forwardlooking statements within the meaning of the US Private Securities Litigation Reform Act of 1995 Forwardlooking statements generally are identified by words such as anticipates aimsaspires believes commits estimates expects intends may projects plans could should will continue and other similar expressions All statements other than statements of historical fact could be forwardlooking statements which speak only as of the date they are made are not guarantees of future performance and are subject to certain risks uncertainties and other factors many of which are beyond our control and are difficult to predict Numbers and percentages used in this report are estimates or approximations and may be based on assumptions We describe risks and uncertainties that could cause actual results to differ materially from those expressed in or implied by any of these forwardlooking statements in our SEC filings including our most recent Annual Report on Form 10K and our subsequent reports on Forms 10Q and 8KExcept as required by law we do not intend to update or revise any forwardlooking statements as a result of new information future events or otherwise,18,8,diff,,,
Visa is one of the worlds leaders in digital payments Our mission is to connect the world through the most innovative,12,26,diff,empty,,
reliable and secure payments network enabling individuals businesses and economies to thrive We facilitate global,0,26,diff,empty,,
commerce and money movement across more than 200 countries and territories among a global set of consumers,4,26,diff,empty,,
merchants financial institutions businesses strategic partners and government entities through innovative technologies,12,26,diff,empty,,
Uplift everyone everywhere by being the best way to pay and be paid,11,26,diff,empty,,
To learn more please visit our website visacom,12,26,diff,empty,,
20192021 Financial Results GAAP in millions except for per share data Fiscal Year Ended September 30,18,4,diff,,,
Diluted class A common stock earnings per share,4,4,,,,
At the Board level the Nominating and Corporate Governance,12,7,diff,,,
Committee has formal responsibility to oversee and review our,12,0,diff,,,
management of ESG matters overall ESG strategy stakeholder,3,0,diff,,,
engagement formal reporting and policies and programs in,12,7,diff,,,
Visa is committed to operating as a responsible ethical,0,26,diff,empty,,
inclusive and sustainable company As a global leader in,8,26,diff,empty,,
digital payments Visa strives to join with clients partners,12,26,diff,empty,,
and communities to thrive We focus on mitigating risk and,10,12,diff,,,
In 2021 the Board in full and in individual committees,7,7,,,,
discussed a range of ESG topics including human capital,3,10,diff,,,
Visa believes in the importance of strong layers of,4,26,diff,empty,,
governance to ensure proper guidance and oversight is,12,7,diff,,,
To inform our ESG strategy we conduct a biennial materiality,3,26,diff,empty,,
assessment in accordance with best practice ESG reporting,12,10,diff,,,
ESG trends global regulatory changes and internal and,12,4,diff,,,
our last formal assessment in 2019 Our process includes,12,10,diff,,,
ESG topics We review direct feedback from shareholders,12,26,diff,empty,,
ESG activities are managed at a functional level across our,3,26,diff,empty,,
strategic and operational areas with executive and Board,7,7,,,,
oversight Visas Chief Sustainability Officer is responsible for,3,12,diff,,,
leading the coordination of oversight and development of our,12,4,diff,,,
The sections of this report are organized in line with the,12,26,diff,empty,,
results of our materiality assessment We use terms such,12,10,diff,,,
global ESG efforts At the management level a crossfunctional,18,11,diff,,,
as priority issues and significant issues to refer to our,10,26,diff,empty,,
group of more than a dozen senior leaders contributes to,7,26,diff,empty,,
1 In this report our use of the terms material materiality and other similar terms refers to materiality within the context of our ESG programs and priorities We are not using these terms as they are used under the securities or other laws of the United States or any other jurisdiction or as these terms are used in the context of financial statements and financial reporting,12,26,diff,empty,,
understand their views and concerns we can improve and,12,26,diff,empty,,
expand our ESG strategic priorities across our business We,3,26,diff,empty,,
regularly engage our stakeholders in a variety of ways,12,26,diff,empty,,
There are four primary principles that guide our NEO,10,26,diff,empty,,
For FY21 the Board developed a scorecard approach for,12,7,diff,,,
annual bonuses In the scorecard ESG goals are included,12,26,diff,empty,,
alongside financial client and other goals that are all critical,12,26,diff,empty,,
to our corporate strategy and our longterm success The,3,26,diff,empty,,
Board reviews Visas performance relative to all the goals in,12,7,diff,,,
the scorecard including ESG goals when determining NEO,3,26,diff,empty,,
In 2021 we increased our ESGfocused engagement with,12,7,diff,,,
our shareholders by contacting our top 75 investors,3,26,diff,empty,,
representing more than 66 percent of our outstanding,12,26,diff,empty,,
Class A common stockto discuss Visas ESG strategy,3,26,diff,empty,,
our outstanding Class A common stock and provided,18,26,diff,empty,,
of the Board of Directors a quarterly update on feedback,7,7,,,,
In FY21 the annual bonus scorecard included among other,12,26,diff,empty,,
topics goals related to digital enablement of small and,3,26,diff,empty,,
The United Nations UN Sustainable Development Goals SDGs provide,10,4,diff,,,
a blueprint for governments businesses and civil society organizations to,12,26,diff,empty,,
address the most pressing environmental and social issues globally At Visa,10,9,diff,,,
we are committed to helping address sustainable development challenges,10,4,diff,,,
and create inclusive economies and a thriving planet,8,26,diff,empty,,
We believe our work contributes most to addressing the following nine SDGs,10,26,diff,empty,,
Ensure inclusive and quality education for all and promote lifelong learning,2,6,diff,,,
Achieve gender equality and empower all women and girls,8,26,diff,empty,,
Promote inclusive and sustainable economic growth employment and decent work for all,11,4,diff,,,
Take urgent action to combat climate change and its impacts,13,25,diff,,,
Dow Jones Sustainability North America Index 2021 SP Global,18,0,diff,,,
2022 Americas Most JUST Companies 2022 JUST Capital,3,26,diff,empty,,
Visa is committed to advancing inclusive equitable and,8,26,diff,empty,,
We are focused on reaching people who have been,10,26,diff,empty,,
to resources that can help improve their economic,12,26,diff,empty,,
According to the UN micro small and medium enterprises,17,26,diff,empty,,
MSMEs or SMBs account for 90 percent of businesses,18,26,diff,empty,,
60 percent to 70 percent of employment and 50 percent,11,11,,,,
of GDP worldwide making them a vital contributor to the,12,26,diff,empty,,
We continue to develop products to advance digital,15,26,diff,empty,,
device to a POS device enabling access to a lowcost,1,26,diff,empty,,
A payment solution that helps businesses and individuals,12,26,diff,empty,,
move money between billions of cards and accounts,18,26,diff,empty,,
worldwide Businesses can use Visa Direct through their,4,26,diff,empty,,
financial institutions to deliver fast simple and efficient,12,26,diff,empty,,
payments to customers and workers Individuals can use,0,26,diff,empty,,
Visa Direct to pay others back send gifts share costs and,12,4,diff,,,
that allows users to send payments directly from a,0,26,diff,empty,,
Visa prepaid debit or credit card account to a range of,12,26,diff,empty,,
In 2020 we announced a global commitment to digitally,12,26,diff,empty,,
enable 50 million small and micro businesses by the end of,3,26,diff,empty,,
2023 To accomplish this goal we are introducing a range,12,26,diff,empty,,
of locally designed programs and solutions that include,12,26,diff,empty,,
for merchants of any size Tap to Phone allows sellers to,4,26,diff,empty,,
use a mobile application to accept payments without,22,26,diff,empty,,
more quickly connect to the Visa network fasttracking,4,26,diff,empty,,
A solution that helps businesses create flexible creative,15,26,diff,empty,,
digital commerce solutions to help them grow whether,1,26,diff,empty,,
they need help digitizing payments establishing an online,4,26,diff,empty,,
merchants and businesses using just a mobile phone Scan,1,26,diff,empty,,
to Pay expands payment options for consumers without,12,26,diff,empty,,
insurance IF50 aims to make these startups more visible,12,18,diff,,,
to investors and partners who can provide capital and,3,26,diff,empty,,
Visas Practical Business Skills educational portal houses free,2,26,diff,empty,,
resources and interactive tools to help business owners,3,26,diff,empty,,
start manage and grow their small businesses The program,3,26,diff,empty,,
Over the last three competitions IF50 has attracted over,4,26,diff,empty,,
fewer than ten employees thrive via a variety of resources In,8,26,diff,empty,,
increased their funding by 620 million in the year,12,26,diff,empty,,
2021 we expanded the program globally and offer resources,12,26,diff,empty,,
following their win Winners benefit from access to,2,26,diff,empty,,
zerocost tools such as Visas Practical Business Skills and,8,26,diff,empty,,
Visa has also built localized online resources in more,12,26,diff,empty,,
than 20 countries to provide tools partner offers and,12,26,diff,empty,,
VEI is a global innovation program that tasks startups to,4,3,diff,,,
Complementing our support of solutions and skills Visa,8,26,diff,empty,,
develops partnerships and initiatives in support of SMBs,12,26,diff,empty,,
The program first launched in the US in 2015 Since,2,26,diff,empty,,
then VEI has engaged 8500 startups in more than 100,3,26,diff,empty,,
can bring enormous benefits to small businesses Visas,4,11,diff,,,
efforts are focused on helping to ensure both existing and,12,26,diff,empty,,
Visa is a founding supporter of the Inclusive Fintech,8,26,diff,empty,,
VEI is committed to supporting diversity in the startup,8,6,diff,,,
community as a platform for brilliant innovators of all,3,10,diff,,,
For example in 2021 we partnered with StartOut to help,2,26,diff,empty,,
As the official payment services technology partner of the,1,26,diff,empty,,
NFL Visa ran a seasonlong commitment to support small,12,26,diff,empty,,
businesses as part of its partnership with the NFL Visa,12,10,diff,,,
teamed up with several teams to give away grants totaling,12,26,diff,empty,,
60000 to support Blackowned small businesses in and,8,26,diff,empty,,
around New York City and Santa Clara California that have,4,26,diff,empty,,
partisan center of excellence for research and public,12,4,diff,,,
overarching mission is to promote public policies that,12,26,diff,empty,,
It develops new research and insights to inform long,2,4,diff,,,
Visa established VEEI as the next step in our,12,26,diff,empty,,
A team of fellows composed of subject matter,12,26,diff,empty,,
economies The three focus areas of the VEEI are,4,26,diff,empty,,
growth through trade and imagining an open future,4,4,,,,
Communities and economies thrive when all individuals are,10,26,diff,empty,,
included in the formal financial system and can benefit from,12,26,diff,empty,,
financial and digital access Our initiatives and partnerships,12,26,diff,empty,,
focus on helping to enable equitable access to the financial,2,26,diff,empty,,
The following section provides illustrative examples of how,4,26,diff,empty,,
Visa continues to support digital equity and inclusion,8,7,diff,,,
Visa worked with governments to reach individuals without,12,26,diff,empty,,
bank accounts and encourage people to spend locally and,12,26,diff,empty,,
method that replaces paper checks for disbursement of,0,26,diff,empty,,
Child Support and Temporary Assistance to Needy Families,2,11,diff,,,
For benefit recipients especially those without a banking,12,26,diff,empty,,
relationship Visa Government Prepaid cards provide a safer,12,26,diff,empty,,
alternative to carrying cash and checks and are a convenient,12,26,diff,empty,,
Greater financial knowledge can empower people to better,8,26,diff,empty,,
manage their money and improve their quality of life Our,15,6,diff,,,
Money Skills strives to link consumers educators banks,4,26,diff,empty,,
and governments to the tools and resources they need,12,26,diff,empty,,
Practical Money Skills programs have now been offered in,2,26,diff,empty,,
48 countries and 19 languages and reached more than 32,12,26,diff,empty,,
The COVID19 pandemic highlighted the increased need for,13,26,diff,empty,,
efficient distribution of financial support to people in need,2,26,diff,empty,,
Visa continues to develop new services and work with,2,26,diff,empty,,
external partners to support gig and hourly workers as the,11,26,diff,empty,,
gig economy grows Visa and our Earned Wage Access,11,26,diff,empty,,
through Visa Direct enabling workers to access and,11,26,diff,empty,,
transfer earned wages to their bank accounts or eligible,11,11,,,,
debit cards in real time rather than after the typical two,4,26,diff,empty,,
In 2021 we continued supporting gig workers through,11,26,diff,empty,,
1 Actual fund availability varies by receiving financial institution receiving account type region and whether the transaction is domestic or crossborder,18,26,diff,empty,,
We also partnered with Black Girl Ventures The Female,8,26,diff,empty,,
has significant economic benefits Our goal is to increase,12,11,diff,,,
Quotient and IFundWomen to support Black women owned,11,26,diff,empty,,
the number of women who control capital the number,11,26,diff,empty,,
Extended Shes Next Grant Program to award 60,12,26,diff,empty,,
At Visa we are committed to using our time talent and,8,8,,,,
resources to support and strengthen the communities and,10,26,diff,empty,,
of women entrepreneurs who can access that capital,8,26,diff,empty,,
Black women entrepreneurs with a 10000 grant one,8,26,diff,empty,,
and the number of women who benefit from those,2,26,diff,empty,,
At the Visa Inc corporate level we engage locally through,4,26,diff,empty,,
The challenges that women entrepreneurs face are universal,8,26,diff,empty,,
Together Visa in collaboration with IFundWomen have been,12,8,diff,,,
creating access to funding and education for womenowned,2,26,diff,empty,,
small businesses around the world through the Visa Shes,17,26,diff,empty,,
Partnered with Black Girl Ventures to provide small,2,26,diff,empty,,
businesses with a set of digital products and education,15,26,diff,empty,,
Visa and The Female Quotient hosted a virtual Shes Next,4,26,diff,empty,,
event focused on celebrating the Black community and,8,10,diff,,,
In 2021 we launched the Shes Next Grant Program in the,12,26,diff,empty,,
US Canada Ireland and India providing 85 grants totaling,12,26,diff,empty,,
empowerment through our efforts to empower women at,10,6,diff,,,
to pursue their dreams both on and off the field We,8,26,diff,empty,,
Visa supports the US Womens National Soccer Team,10,26,diff,empty,,
FIFA including the FIFA Womens World Cup FIFA U17,10,26,diff,empty,,
Womens World Cup and FIFA U20 Womens World Cup,10,26,diff,empty,,
In 2021 Visa Inc contributed approximately 215 million,12,26,diff,empty,,
to charities around the globe while Visa Foundation,2,26,diff,empty,,
to give through donations of time and funds Visa,12,26,diff,empty,,
Visa offers to match employees personal donations 11,12,26,diff,empty,,
up to USD 10000 per year we also offer 21 matching in,12,26,diff,empty,,
response to major disasters and other significant events,5,5,,,,
Visa offers two days of VTO each year to eligible employees,11,26,diff,empty,,
to volunteer for the charity or activity of their choice during,2,26,diff,empty,,
Employees can earn 10 per hour spent volunteering up to,11,26,diff,empty,,
500 per year to contribute to the charities they support,2,26,diff,empty,,
plus each quarter two employees from each Visa region,8,26,diff,empty,,
are awarded 1000 to give back to a charity of their choice,2,26,diff,empty,,
around the world to facilitate our programs while also,2,26,diff,empty,,
to direct 50 each in loans to SMBs on the Kiva platform,12,26,diff,empty,,
For fiscal year 2021 Visa leadership set a goal of 70,12,8,diff,,,
partnership and more We exceeded this goal with,12,10,diff,,,
At Visa we believe that volunteering in the communities,10,26,diff,empty,,
in which we live and work is the most impactful way our,3,26,diff,empty,,
employees can give back while also developing their skills,8,26,diff,empty,,
In 2021 more than 4200 employees from 53 countries,11,26,diff,empty,,
In employee giving in 2021 nearly 6000 employees,11,8,diff,,,
donated to 5800 charities in 73 countries matched,2,26,diff,empty,,
by Visa for a collective 147 million For Giving Tuesday,12,11,diff,,,
Visa offered a double match for employee donations up,12,8,diff,,,
to 1000 On that day 4200 employees participated,11,26,diff,empty,,
and combined with Visas match donated 71 million to,12,26,diff,empty,,
In 2021 Visa stood with our Asian American and Pacific,8,26,diff,empty,,
Islander AAPI employees partners and clients in the,8,26,diff,empty,,
community In response to violent actions against the,10,5,diff,,,
AAPI community in Atlanta in 2021 we doublematched,4,10,diff,,,
In 2021 82 of employees participated in this effort,11,26,diff,empty,,
and collectively helped distribute 850000 in loans to,12,26,diff,empty,,
Collectively between 2020 and 2021 we directed 15,12,26,diff,empty,,
million in loans to 38000 small businesses in 38,2,26,diff,empty,,
Award for Employee Engagement for the Kiva and,10,8,diff,,,
In 2020 Visa launched an employee mentorship program,8,8,,,,
with Bridge for Billions Through this online program Visa,12,26,diff,empty,,
in the US on a threemonth incubation journey to help,2,26,diff,empty,,
them review their business models define their financial,3,26,diff,empty,,
projections create growth plans for their ventures and more,3,4,diff,,,
In 2021 we engaged over 60 SMBs through the Bridge for,24,26,diff,empty,,
Visa also partnered with Digital Boost a nonprofit digital,2,26,diff,empty,,
seeking to digitize as a result of the COVID19 pandemic,18,26,diff,empty,,
Through this program Visa employees apply their areas of,8,26,diff,empty,,
expertise to mentor small businesses Through the end of,3,26,diff,empty,,
2021 we supported over 166 SMBs in the UK through our,12,26,diff,empty,,
Visa responds to humanitarian crises and disasters in,5,26,diff,empty,,
Throughout 2021 Visa Inc and Visa Foundation provided,12,26,diff,empty,,
Hurricane Eta and Hurricane Iota in Central America,13,26,diff,empty,,
Typhoon Goni and Typhoon Vamco in the Philippines,13,26,diff,empty,,
Additionally Visa Foundation uses capital as a tool to enable,4,26,diff,empty,,
the flow of investment capital to gender diverse SMBs,8,26,diff,empty,,
Visa Foundations activity has a global reach with a deep,12,26,diff,empty,,
In 2021 Visa Foundation committed 181 million in grants,12,26,diff,empty,,
and 505 million in impact investments via its Equitable,12,10,diff,,,
a fiveyear 20 million partnership with Womens World,8,10,diff,,,
Banking to support womenowned SMBs around the world,18,26,diff,empty,,
Mt Nyiragongo Eruption in Democratic Republic of the,23,26,diff,empty,,
Womens World Banking drives impact through its scalable,3,10,diff,,,
private equity fund and leadership and diversity programs,8,8,,,,
Visa Foundation is an Annual Disaster Giving Program,5,26,diff,empty,,
member of the American Red Cross representing a,12,26,diff,empty,,
commitment of 500000 annually to help the Red Cross,2,26,diff,empty,,
Following the Russian invasion of Ukraine in early 2022 Visa,5,26,diff,empty,,
prepare for disasters across the US such as Hurricane Ida,5,26,diff,empty,,
Inc took swift action to ensure the safety and security of,9,6,diff,,,
our people who were directly impacted Visa Foundation,10,26,diff,empty,,
provided a 2 million grant to the US Fund for United,12,26,diff,empty,,
in 2020 a fiveyear 200 million strategic commitment,3,26,diff,empty,,
to support gender diverse and inclusive SMBs around the,8,26,diff,empty,,
world As a part of the initiative Visa Foundation will provide,12,26,diff,empty,,
at least 60 million in grants and 140 million in impact,12,10,diff,,,
investments to organizations at the forefront of economic,12,26,diff,empty,,
donations to the Ukraine response funds of UNICEF and,2,5,diff,,,
the Red Cross raising almost 14 million between reported,2,26,diff,empty,,
employee donations and Visa match Visa Inc and its,12,8,diff,,,
clients waived interchange fees in the US Canada and,12,26,diff,empty,,
We continue to work with clients across different regions,10,26,diff,empty,,
to meet their unique needs and accelerate the adoption of,15,26,diff,empty,,
Visas ecosystem is a network of networks that enables,1,23,diff,,,
Provide financial institutions with tools to identify identity,22,26,diff,empty,,
We measure the effectiveness of our approach to,12,26,diff,empty,,
fraud at account opening Through our financial institution,0,26,diff,empty,,
payments security on an ongoing basis We monitor,0,22,diff,,,
clients we provide tools to manage security including,1,22,diff,,,
metrics such as fraud rates for Card Present and Card,0,26,diff,empty,,
Not Present scenarios as well as transaction volumes,4,26,diff,empty,,
For payments security we are committed to making our,1,22,diff,,,
ecosystem the most secure resilient and trusted engine,3,23,diff,,,
of commerce We continuously scan the ecosystem to,23,23,,,,
identify and invest in new capabilities work with clients to,3,26,diff,empty,,
help secure the environment and take action to improve,23,26,diff,empty,,
the security integrity and resiliency of our network,3,0,diff,,,
We invest in innovation to build and maintain trust for,4,3,diff,,,
Specifically we have invested approximately 9 billion in,12,26,diff,empty,,
cybersecurity over the past five years with about 500,1,1,,,,
million of that specifically allocated to data and artificial,1,22,diff,,,
intelligence AI capabilities We continue to evolve our,1,26,diff,empty,,
strategies to prevent unauthorized access to Visa accounts,0,26,diff,empty,,
Use tools such as Visa Advanced Authorization which,12,1,diff,,,
applies realtime AI and machine learning to evaluate the,4,26,diff,empty,,
security capabilities and work to lower our global fraud,0,22,diff,,,
rate which is at an alltime low of 007 for every 100 in,12,26,diff,empty,,
transaction disputes with Visa tools such as Verifi which,4,26,diff,empty,,
information from sellers via a global datasharing network,16,26,diff,empty,,
balance fraud reduction and dispute prevention Our aim,0,9,diff,,,
is to increase approvals so that businesses can thrive while,3,26,diff,empty,,
customers are protected and satisfied no matter where,4,26,diff,empty,,
that leverage secure technologies such as 3D Secure,1,26,diff,empty,,
the operational resilience of our network by engaging,3,20,diff,,,
benchmark our thinking and approach and steer our,4,26,diff,empty,,
Visa is leveraging AI to improve our customer experience and enhance processes that enable the movement of billions,15,26,diff,empty,,
of dollars across thousands of institutions in more than 200 countries and territories and 160 currencies In February 2021,12,26,diff,empty,,
Visa announced VisaNet AI a suite of AIpowered services that enhance predictability transparency and speed in the,0,0,,,,
payment experience VisaNet AI includes Visa Smarter Posting and Visa Smarter Settlement Forecast as well as Visa,12,26,diff,empty,,
When a restaurantgoer adds a tip or when a crossborder payment involves multiple currencies the amount,12,26,diff,empty,,
authorized in real time at checkout can differ from the amount eventually cleared from a consumers account Banks,18,26,diff,empty,,
often delay posting the payment or updating the account balance until they have certainty about the final amount To,12,26,diff,empty,,
help issuers create a better banking experience for cardholders Visa developed Smarter Posting a service that uses AI,12,6,diff,,,
to deliver a customized score for each transaction as part of the authorization process The Smarter Posting model,4,1,diff,,,
analyzes transaction details and historical data to predict the likelihood that a transaction amount will remain consistent,22,22,,,,
As the final step in the payment cycle transactions are aggregated transfers are facilitated between acquirers,12,26,diff,empty,,
and issuers and merchant accounts are credited for completed sales Visa created Smarter Settlement Forecast to,12,26,diff,empty,,
provide financial institution clients with customized 7day forecasts of the settlement amount they may need on hand,12,26,diff,empty,,
each day The service uses information generated by historical settlement volumes seasonal indicators macrotrends,12,6,diff,,,
outlier events and realtime transaction data to provide highquality predictions of cash outflows and inflows,18,22,diff,,,
Smarter STIP uses deep learning to help financial institutions increase transaction authorizations during outages,18,26,diff,empty,,
Smarter STIP generates an informed decision to approve or decline transactions on behalf of issuers to provide,12,26,diff,empty,,
solutions include Visa Behavior Analytics and the Self,4,26,diff,empty,,
Recognizing that the cyber threat landscape continues to,1,26,diff,empty,,
and technology assets including the safe handling of,15,26,diff,empty,,
building our own products we keep cybersecurity data,1,1,,,,
Controls are reviewed at least annually and updated as,12,26,diff,empty,,
We use an established risk assessment methodology and,18,10,diff,,,
needed to address any changes to industry or regulatory,12,26,diff,empty,,
business impacts Over the past several years Gartner,3,26,diff,empty,,
Visa its highest rating among peer companies for the,18,26,diff,empty,,
At Visa we build and use AI to detect and secure cyber,1,26,diff,empty,,
capabilities based on our core areas of focus including,3,26,diff,empty,,
build security into applications with the very first lines,1,22,diff,,,
of code We augment our core detection capabilities,1,26,diff,empty,,
with a proactive approach where we hunt for traces of,4,26,diff,empty,,
Visa uses novel innovation in the new field of behavior,4,3,diff,,,
training and conduct annual Key Controls training for all,12,8,diff,,,
new technologies and processes to enhance our security,1,22,diff,,,
staff to promote good cyberhygiene and familiarity with,1,26,diff,empty,,
No single technology in isolation can stop every threat,1,26,diff,empty,,
We deploy multiple redundant layers of preventative and,5,26,diff,empty,,
detective technologies across our network and data layers,1,22,diff,,,
In the rare event cyber criminals succeed in breaching,1,26,diff,empty,,
Visa processes and tools In 2021 100 percent of eligible,12,26,diff,empty,,
Visa Cybersecurity has launched an ecurriculum of online,1,1,,,,
training modules covering such topics as Phishing Data,1,1,,,,
one layer the doors beyond that layer are locked We,5,26,diff,empty,,
collaborate and share our security approach with industry,1,4,diff,,,
provide regular updates to the full Board including an,7,7,,,,
offerings to champion the development of AI products,15,4,diff,,,
The following sections describe some of the components we,12,26,diff,empty,,
use to enact our cybersecurity strategy across the business,1,1,,,,
the year These include intranet pages dedicated to various,1,26,diff,empty,,
topics such as phishing prevention and secure file transfer,1,1,,,,
relevant tips such as secure remote working executive,1,11,diff,,,
appropriate purposes In addition to operating one of,12,26,diff,empty,,
In 2021 we further evolved the Visa Cyber Fusion,1,26,diff,empty,,
Framework to drive an active and adaptive global Cyber,1,26,diff,empty,,
Defense capability This capability allows us to scale to,1,26,diff,empty,,
meet the increasing threat landscape through the ability,18,26,diff,empty,,
to rapidly collect analyze and use cyber threat intelligence,1,26,diff,empty,,
security tools and assets We augment our data with,1,22,diff,,,
intelligence from hundreds of unique sources to enhance,1,26,diff,empty,,
In addition we are subject to privacy and data security,1,22,diff,,,
laws such as the GrammLeachBliley Act GLBA and the,12,26,diff,empty,,
At Visa building trust begins with a commitment to,12,26,diff,empty,,
We also leverage AI and deep learning technology to,4,26,diff,empty,,
privacy and security which instills confidence in our,1,22,diff,,,
monitor our network and understand the threats aimed,1,26,diff,empty,,
employees and clients protects our brand and allows,22,26,diff,empty,,
at our company As cybersecurity risks continue to,1,1,,,,
develop we are focused on maintaining our security,1,22,diff,,,
posture ahead of the evolving threat landscape We,18,26,diff,empty,,
risk assessments Our efforts to mitigate risks including,18,12,diff,,,
consulting and data processing services We also create,1,22,diff,,,
data products that give our clients insights into their,22,22,,,,
At Visa we have accountable executives and hundreds of,0,26,diff,empty,,
around the world on these topics Our Global Privacy,1,6,diff,,,
around the world is led by Visas Chief Privacy Officer and,1,6,diff,,,
