paragraph,predict_label,count,different,empty,diff rate,empty rate
encourages interdisciplinary research to create natural solutions for sequestering CO2 from the atmosphere Development of these solutions,25,4,diff,,,
target is to help offset GHG emissions equivalent,25,21,diff,,,
Vehicle electrification We are leveraging various innovative technologies to transition our pickup and delivery and lastmile fleets to electric vehicles,24,26,diff,empty,,
2010 FedEx Express introduces the first allelectric parcel delivery truck in the US,19,26,diff,empty,,
2025 Goal 50 of global FedEx Express pickup and delivery vehicle purchases are zero emission electric vehicles,21,26,diff,empty,,
2030 Goal 100 of global FedEx Express pickup and delivery vehicle purchases are zero emission electric vehicles,21,26,diff,empty,,
2040 Goal 100 electric FedEx parcel pickup and delivery vehicle fleet,24,26,diff,empty,,
Sustainable fuels We support policy measures and incentives to enhance the availability and affordability of lowcarbon fuels,12,21,diff,,,
Fuel conservation and aircraft modernization We continue to modernize our aircraft fleet and implement fuelsaving initiatives while facing challenges due to the COVID19 pandemic,24,20,diff,,,
Facilities We are improving the efficiency of our facilities and reducing our Scope 2 emissions despite increased energy demand from electric vehicle charging,24,24,,,,
2021 50 of the diesel FedEx Ground sold to service providers in FY21 consisted of various biodiesel blends,24,6,diff,,,
2030 Goal 30 of jet fuel from alternative fuels,24,21,diff,,,
2006 Started the FedEx Fuel Sense jet fuel conservation program,24,20,diff,,,
2021 Saved 146 million gallons of jet fuel from initiatives to modernize aircraft,24,26,diff,empty,,
2022 Retire MD10 fleet and continue deploying Boeing ATR and Cessna SkyCourier aircraft,3,26,diff,empty,,
2005 Activated our first onsite solar power system a 904 kW rooftop solar array at our Oakland California hub,24,24,,,,
2021 Generated on and offsite solar energy at a total of 26 global locations across our operating companies,24,24,,,,
In 2021 FedEx pledged 100 million to help establish the Yale Center for Natural Carbon Capture which will support and accelerate research across academic disciplines to develop natural solutions for reducing atmospheric carbon,25,21,diff,,,
Electrifying a large portion of our global fleet,24,26,diff,empty,,
of over 200000 motorized vehicles is a crucial,15,26,diff,empty,,
transition the entire FedEx parcel PUD fleet to,24,26,diff,empty,,
In 2021 FedEx Express agreed to acquire 500,18,26,diff,empty,,
years We are currently working on a plan to,12,11,diff,,,
add up to 20000 more subject to further,12,26,diff,empty,,
with BrightDrop we have also introduced electric pallets which in a pilot allowed couriers to handle,5,26,diff,empty,,
25 more packages per day when used on routes,24,26,diff,empty,,
regulations to reduce the number of vehicles or,12,19,diff,,,
customers and is approved for use in over a,15,26,diff,empty,,
Express is working with Neolix to evaluate the,2,11,diff,,,
to reduce our lastmile emissions and in FY20,25,21,diff,,,
from a 2005 baseline and has a goal to achieve a,12,26,diff,empty,,
us stay on track to deliver on our broader low,3,26,diff,empty,,
we are focusing on enhancing our fleet fuel,24,26,diff,empty,,
We continue to invest in and seek the,12,26,diff,empty,,
fuels to reduce aircraft and vehicle emissions We,24,21,diff,,,
and we will continue to grow our alternative fuel,24,26,diff,empty,,
fleet in the coming years subject to availability,24,26,diff,empty,,
FedEx jet fuel use accounts for around 61 of,24,26,diff,empty,,
our reported emission footprint and we have an,21,24,diff,,,
established goal to obtain 30 of our jet fuel from,24,26,diff,empty,,
alternative fuels by 2030 To help achieve this,24,21,diff,,,
We support alternative fuel options and in FY21,24,26,diff,empty,,
50 of the diesel FedEx Ground sold to service,12,6,diff,,,
blends resulting in almost 16000 metric tons of CO2e avoided We are also actively exploring alternative fuels for certain categories of vehicles,24,21,diff,,,
that are currently not easily electrifiable such as,4,26,diff,empty,,
In 2008 we set an aggressive goal to reduce,12,26,diff,empty,,
compared to a 2005 baseline In 2011 we,12,26,diff,empty,,
stretched our 2020 target to an even more,12,26,diff,empty,,
and led us to fall short of our goal In 2021,12,26,diff,empty,,
due to the ongoing pandemic and increase in,13,26,diff,empty,,
season traffic Our dedication to the global community never wavered and we continued,10,10,,,,
vaccines across the world Due to the increased,2,26,diff,empty,,
and other global shipments in 2021 our aircraft,15,26,diff,empty,,
remain agile and flex our networks to align,3,26,diff,empty,,
To help reach our goal of carbon neutral,24,21,diff,,,
operations by 2040 we are building on the,3,26,diff,empty,,
activity due to the COVID19 pandemic our team,13,26,diff,empty,,
impact which led to 65 million gallons of jet fuel,24,10,diff,,,
savings from our FedEx Fuel Sense program in,24,26,diff,empty,,
FY21 Since the programs founding in 2006 we,12,26,diff,empty,,
saving 948 million gallons of jet fuel and avoiding 93 million metric tons of CO2e,24,26,diff,empty,,
We maintain one of the largest fastest and,4,26,diff,empty,,
most innovative cargo aircraft fleets in the world,24,26,diff,empty,,
at the end of FY21 and our MD1030 fleet is expected to retire by the end of December,3,26,diff,empty,,
We will also introduce 50 Cessna SkyCourier 408 cargo aircraft the first of which we anticipate to,15,26,diff,empty,,
be delivered in spring 2022 to help reduce the,2,26,diff,empty,,
took delivery of four Boeing 777F aircraft in,21,26,diff,empty,,
number of planes needed per feeder route and,21,26,diff,empty,,
FY21 and plan to deploy an additional 12,5,26,diff,empty,,
Similarly we took delivery of 16 Boeing 767F,24,26,diff,empty,,
aircraft in FY21 and plan to deploy an additional,5,26,diff,empty,,
146 million gallons of jet fuel and avoided almost 15 million metric tons of CO2e in FY21,24,26,diff,empty,,
reduce costs enhance reliability and operational adaptability improve fuel efficiency and reduce,24,3,diff,,,
50 B767F aircraft between FY22 and FY25 Delays could impact these timelines,12,10,diff,,,
In FY21 we began deploying the first of 30 new,5,26,diff,empty,,
feeder routes to replace our aging ATR42 aircraft,21,26,diff,empty,,
outline an approach to reduce our Scope 2,12,26,diff,empty,,
FedEx Ground has 17 onsite and offsite solar,24,24,,,,
solar project in November 2021 At the FedEx,24,24,,,,
produce about 30 of the power used on the,24,26,diff,empty,,
installed LED lighting in onethird of its locations,24,26,diff,empty,,
and is evaluating a strategy to retrofit all,12,26,diff,empty,,
cooler temperatures at a sorting facility in Florida,25,26,diff,empty,,
We strive to sustainably operate our more than,3,26,diff,empty,,
5000 air and ground hubs local stations freight service centers and retail locations through,19,6,diff,,,
standard in the US and the Building Research,12,4,diff,,,
We recognize this challenge and our Energy SIT,4,24,diff,,,
in parallel with our electric vehicle transition plan,3,26,diff,empty,,
In alignment with our goal of attaining carbon,25,21,diff,,,
offsite solar energy at a total of 26 global,24,24,,,,
In addition we aim to minimize our operational,18,26,diff,empty,,
connected to the health of the planet and local,10,6,diff,,,
programs and policies in place to help mitigate,12,26,diff,empty,,
on an annual basis We strive to enhance our,12,26,diff,empty,,
facilities in 43 countries have achieved the ISO,14,26,diff,empty,,
In addition we aim to minimize our operational,18,26,diff,empty,,
and reduce the amount of waste we send to,19,19,,,,
landfills To date we have transitioned over 1000,19,19,,,,
US facilities to this new managed service Overall,24,6,diff,,,
67 of reported solid waste in our global facilities,19,19,,,,
FedEx Express Europe is implementing an organized comprehensive,12,26,diff,empty,,
sustainability strategy to drive innovative solutions to address sustainability,15,0,diff,,,
challenges in the European market Our European Union Sustainability,12,0,diff,,,
Committee formed in 2021 oversees environmental sustainability for the,23,0,diff,,,
region and is sponsored by the European regional Chief Operating Officer,12,26,diff,empty,,
Seven Impact TeamsSustainable Fleet Solutions Zero Emissions City,21,10,diff,,,
Programs Circular Solutions Waste Management Customer Solutions and,19,11,diff,,,
projects across the network and supporting the UN Sustainable Development,10,4,diff,,,
Goals A central sustainability team supports coordinates and facilitates these,12,0,diff,,,
In FY21 FedEx Express Europe developed GreenLab Copenhagen a flagship,12,26,diff,empty,,
sustainability concept that aims to reduce carbon emissions and accelerate,25,21,diff,,,
progress towards our goal of carbon neutral operations by combining multiple sustainability initiatives We are looking to expand the most effective initiatives,12,0,diff,,,
to other locations across Europe The idea for GreenLab Copenhagen originated,25,26,diff,empty,,
from our inaugural Sustainability Challenge which invited team members in,3,0,diff,,,
Nordic countries to share their ideas to help us reduce the environmental impact,13,4,diff,,,
FedEx Express Europe also joined the Capital Equipment Coalition in 2021,3,26,diff,empty,,
showcasing its commitment to increase circularity by working to reduce the use,15,11,diff,,,
of raw materials and extending the lifespan of capital equipment The coalition,17,26,diff,empty,,
is exploring solutions and ways of defining circularity standards in connection,12,11,diff,,,
returns that we work to properly dispose which,19,26,diff,empty,,
FedEx Logistics recycled over 464 metric tons of,24,17,diff,,,
recycling of materials with a 99 landfill diversion,19,19,,,,
offering more than 1000 metric tons of customer,15,26,diff,empty,,
procurement policy In FY21 100 of all paper,12,12,,,,
purchased by FedEx Office was from vendors with,4,26,diff,empty,,
areas of social governance at the Board level,12,7,diff,,,
We have dedicated teams supporting DEI in every,10,26,diff,empty,,
from each operating company to share best practices and support multicultural programs in,8,4,diff,,,
the communities we serve By fostering a culture,10,8,diff,,,
Board to provide oversight on DEI efforts and,12,7,diff,,,
DEI issues in support of our global strategy At,3,26,diff,empty,,
that can respond to the challenges of today do,10,26,diff,empty,,
the right thing and create connections across the,15,26,diff,empty,,
to connect the world in good timesand more,10,26,diff,empty,,
members are united by our passion to deliver on,8,26,diff,empty,,
the Purple Promise This passion begins with our,8,26,diff,empty,,
Profit is key to our success FedEx was founded,3,26,diff,empty,,
on the full circle philosophy that taking care of,2,26,diff,empty,,
our team members results in outstanding service which allows us to earn a fair profit,12,6,diff,,,
Our team members are our greatest asset and,10,26,diff,empty,,
driving force behind how we think how we work,12,26,diff,empty,,
We are a global team of innovators and collaborators committed to bringing our,3,26,diff,empty,,
Acting with integrity in all that we do,0,0,,,,
Take care of each other We put safety above all We make safety a place a habit and a mindset,9,6,diff,,,
We bring our whole selves to work We value our differences and believe,10,26,diff,empty,,
Commit to do good We make connections We seeks ways to protect our planet,23,26,diff,empty,,
We do the right things the right way We help communities thrive,10,26,diff,empty,,
Drive business results We know how our roles support the business We deliver results,3,26,diff,empty,,
aligned to our strategy We invest wisely to drive profit We create,3,26,diff,empty,,
Own outstanding We make every experience matter We simplify and work smarter,8,26,diff,empty,,
for our customers We find ways to stand out from the crowd,15,26,diff,empty,,
Create whats next We anticipate the future We stay curious We act now to stay ahead,3,26,diff,empty,,
We provide a path to growth for everyone,8,4,diff,,,
Culture has been a priority for FedEx since,8,8,,,,
reputationreflect who we are align us to whats,3,26,diff,empty,,
operations began nearly 50 years ago and each operating company has demonstrated its,3,26,diff,empty,,
important help make us resilient and empower us to deliver great results These values apply,3,0,diff,,,
commitment in its own unique way As we pursue,10,26,diff,empty,,
a strategy to support the operating principles of,3,26,diff,empty,,
innovate digitally our culture will now reflect this,3,8,diff,,,
action team has identified enterprise values and behaviors to evolve our culture from now to next,10,0,diff,,,
customers As we face challenges and change our new common culture values and behaviors,8,0,diff,,,
Our five culture values are grounded in everything,10,0,diff,,,
members and continue to differentiate us as an,8,26,diff,empty,,
based on their needs At FedEx we diligently,2,26,diff,empty,,
strive to retain full and parttime team members,8,26,diff,empty,,
US National Hiring Day in September 2021 This,8,26,diff,empty,,
states and a virtual career fair that attracted,8,26,diff,empty,,
to highlight why FedEx is a great place to work,3,26,diff,empty,,
team members in FY21 largely to keep up with,3,26,diff,empty,,
employees fairly and respect the rights of team,11,10,diff,,,
At FedEx our people form the foundation of our,8,26,diff,empty,,
strong reputation and stand at the heart of our,0,26,diff,empty,,
While many sectors were forced to cut jobs,11,11,,,,
during the early phases of the pandemic FedEx,13,26,diff,empty,,
However we are facing industrywide labor shortages as a result of the pandemic and other,11,11,,,,
our team members across the globe and we,7,26,diff,empty,,
quality of life and enable a flourishing workplace,9,6,diff,,,
members in the US as of January 2022 This,12,26,diff,empty,,
team members pay lower contributions than the national average,12,26,diff,empty,,
In FY21 we continued to focus on team member,8,26,diff,empty,,
at select locations All US team members and,8,26,diff,empty,,
their eligible spouses who receive a COVID19 vaccine can earn 100 in additional Health,2,6,diff,,,
We also offered a onetime HRA credit of up to,12,26,diff,empty,,
incurred in 2020 or 2021 In 2022 this onetime,12,26,diff,empty,,
team members used over 19000 times in 2021,8,26,diff,empty,,
We also operated a vaccine information site and,22,26,diff,empty,,
hired on or after January 1 2020 and certain,8,26,diff,empty,,
plans to certain eligible employees in addition to,8,26,diff,empty,,
creating a workplace of the future through the,8,8,,,,
Purple Flex program by supporting a variety of flexible work options and leveraging talent,8,8,,,,
LiFT program trains and upskills employees to future proof our workforce and provide them with,8,11,diff,,,
a 401k plan with a match of up to 35 FedEx,18,26,diff,empty,,
LiFT based on our Future of Work survey,3,26,diff,empty,,
response and LiFT centers on upskilling our team,5,5,,,,
members for the next five years and beyond,8,26,diff,empty,,
We are dedicated to providing all of our team,2,26,diff,empty,,
transition to ongoing employee coaching and feedback instead of annual performance,8,8,,,,
to all full and parttime employees In 2021,11,26,diff,empty,,
Brazil In Latin America we launched the Future,3,26,diff,empty,,
we provided more than 17 million in tuition,2,26,diff,empty,,
to enhance critical skills in addition to an internal,2,26,diff,empty,,
and concepts ALP has led to about a 20,4,26,diff,empty,,
This program is now open to team members at all,8,26,diff,empty,,
FedEx Express hub and airport locations in the,3,26,diff,empty,,
US as well as to all USbased FedEx Logistics,3,17,diff,,,
promotion rate for participants to date In FY22,12,26,diff,empty,,
over the course of five to six months,2,26,diff,empty,,
trained to serve as mentors to those beginning,2,26,diff,empty,,
and the Society of Asian Scientists and Engineers,8,26,diff,empty,,
to diversify our external talent pool We are,8,8,,,,
evaluating how to expand and connect with even,3,26,diff,empty,,
members bring to work every day We are,11,26,diff,empty,,
appreciated and valued While we are proud of,10,26,diff,empty,,
50year history we know that DEI must always,0,26,diff,empty,,
be at the forefront of our business strategy,3,26,diff,empty,,
and update their initiatives in support of our DEI,12,26,diff,empty,,
pillars across our enterprise to frame our DEI,3,26,diff,empty,,
are registered for the program with more than,12,26,diff,empty,,
work and share our progress Our People Our,10,4,diff,,,
year we continued to align our strategy with,3,26,diff,empty,,
The most important outcomes of our DEI efforts,12,26,diff,empty,,
have been the opportunities created for our team,8,26,diff,empty,,
members to grow and advance their careers We,8,26,diff,empty,,
of our US workforce by EEO1 job category as,8,11,diff,,,
set forth in the consolidated EEO1 Reports filed,12,26,diff,empty,,
by FedEx and its operating subsidiaries with the,18,26,diff,empty,,
We strive to have a workplace where team,8,8,,,,
members can bring their whole and best self,10,26,diff,empty,,
EnABLE Network Men Leading Inclusively MultiFaith Network and many others,8,26,diff,empty,,
We continued to increase DEI education for team,2,26,diff,empty,,
The DEI Real Talk Speaker Series for officers,12,26,diff,empty,,
provide short content on DEI topics to leaders,12,26,diff,empty,,
added DEI as a standard goal in the FY22 team,8,26,diff,empty,,
where a rotating group of four vice president,7,26,diff,empty,,
Our commitment to diversity starts at the top,8,6,diff,,,
The FedEx Board of Directors includes 12 directors four of whom are women and four,7,7,,,,
of whom are ethnically diverse In the US women represent 27 of FedEx management,8,11,diff,,,
employees while 41 of management employees are minorities,8,11,diff,,,
line We also pledged 25 million to The Asian,12,26,diff,empty,,
efforts across the enterprise Our DEI Depot is,12,26,diff,empty,,
also hosts a simulated talk show Get REAL,4,26,diff,empty,,
We are proud to support diverse businesses and,8,26,diff,empty,,
know that our suppliers enable us to better serve,17,26,diff,empty,,
Furthermore in the US FedEx has hosted a Small,4,26,diff,empty,,
Business Grant Contest for the past 10 years,12,26,diff,empty,,
In 2021 we gave away over 250000 in grants,12,26,diff,empty,,
businessit is an investment we make to serve,12,26,diff,empty,,
We provide more than 1 million annually for,2,26,diff,empty,,
25000 annually to more than 120 college and,2,26,diff,empty,,
of HBCUs by providing 5 million to a group,2,26,diff,empty,,
of HBCUs across the country to help prepare,12,26,diff,empty,,
which will prepare students at HBCUs to be future,2,26,diff,empty,,
build a workforce that reflects the world and,8,11,diff,,,
main FedEx Services geographies to effectively compete for talent FedEx Freight implements,4,8,diff,,,
Hispanic and other students of color to career,8,26,diff,empty,,
is a top priority across our enterprise and in,12,26,diff,empty,,
of new metrics and working toward a holistic,12,11,diff,,,
timeinjury rate was 399 an increase of 186,12,26,diff,empty,,
compared to FY20 See our Data appendix for,18,22,diff,,,
more information on our FY21 and yearover year safety performance,14,6,diff,,,
Express can provide direct feedback on how to,2,26,diff,empty,,
annual Aviation Safety Culture Survey Team member feedback has allowed us to create action,9,6,diff,,,
and we expanded this USbased survey to all,12,26,diff,empty,,
mobile app where all team members can submit,7,26,diff,empty,,
safety reports which are monitored 247 by the,14,6,diff,,,
expansion of this program at the Memphis hub,3,4,diff,,,
to provide team members with a central kiosk,15,26,diff,empty,,
the process of launching the kiosk in eight more,15,26,diff,empty,,
FedEx Express launched Stay Sharp in 2020 an,3,26,diff,empty,,
Stay Sharp continued to expand in 2021 with,3,26,diff,empty,,
safety teams in Canada Latin America Asia and,9,6,diff,,,
locations to drive the success of safety strategies,9,6,diff,,,
to limit human error in our aviation operations,5,10,diff,,,
and better enables our safety culture In FY21,9,6,diff,,,
2021 877 participants in the US and Canada,12,26,diff,empty,,
and the President and CEO of FedEx Express,3,26,diff,empty,,
this system to our operations in the Middle East,3,26,diff,empty,,
Driving is a key responsibility for many team,10,0,diff,,,
ensure the safety of our drivers as well as the,9,6,diff,,,
the road by equipping current and new vehicles,24,26,diff,empty,,
half of its PUD vehicles and plans to cover 100,24,26,diff,empty,,
of the fleet by May 2022 This technology,24,26,diff,empty,,
and managers use the footage as a coaching tool to review near misses or incidents and facilitate,9,26,diff,empty,,
installed in all PUD vehicles and linehaul tractors,24,26,diff,empty,,
This has led to a 19 reduction in accidents,5,19,diff,,,
Mitigation technology which has led to a 43,13,5,diff,,,
reduction for singles and a 34 reduction for,12,19,diff,,,
on the front lines in impacted areas and delivering,5,26,diff,empty,,
in the face of adversity and did not lose sight of,18,26,diff,empty,,
See our COVID19 website to learn about our,3,26,diff,empty,,
wider pandemic response and our Quality of life,5,5,,,,
section for details on how we are continuing to,12,26,diff,empty,,
