paragraph,predict_label
be included in the EPEAT registry for sustainable electronics,15
gives customers the confidence they are purchasing an,15
company We also successfully reduced our GHG emissions,25
vocal positions on issues that we are passionate about Why,12
energy and water intensity due to the greater manufacturing,20
Because diverse perspectives are important and we believe,8
throughput and enhanced energy and water efficiency of our,24
that ours which can sometimes run contrary to the dominant,4
Series 6 manufacturing process In 2020 we joined RE100,15
narratives help bring clarity and insight to conversations about,8
and committed to powering our global operations with 100,3
the future stability and sustainability of our industry,3
renewable energy by 2028 in an effort to further reduce our,24
operational impacts In 2021 we continued to build on our,12
programs Although we recognize there is more work to be,2
done these measures are already starting to deliver results,12
to reduce our absolute GHG emissions by 20 by 2028 and,25
Over the past year we added gender racial and multicultural,8
achieve Net Zero emissions by 2050 relative to 2020,25
diversity into the Executive Leadership team and increased the,8
To build on our responsible sourcing track record and drive,15
industry best practices First Solar became a member of the,18
industry coalition dedicated to supporting the rights and well,10
being of workers and communities in the global supply chain,11
Our decision to join the RBA was driven by our comprehensive,12
approach to responsible supply chain management and the,17
recognition that not all audits are created equal As a member,12
we will not only have access to the RBAs due diligence tools,12
and programs but also its Validated Assessment Program,12
percentage of women in management and the workforce As,8
of 2021 approximately 30 of our board seats are occupied,7
by women Building on the foundation of our Global Womens,10
Network GLOW we successfully launched our Black and African,8
American Network in 2020 and plan to launch our Hispanic,8
and Latin American Network in 2021 We are also putting our,8
treasury dollars to work in ways that reflect our commitment to,12
diversity and inclusion In 2021 First Solar invested 11 million,8
in efforts to revitalize American communities and bridge racial,8
VAP which is a leading standard for onsite compliance,12
These are just some of the ways that we are delivering,15
Responsible Solar to our stakeholders society and the,10
respect for human rights in our operations and supply chain,10
planet Thank you for your interest in this Sustainability Report,3
and our continued journey to lead the worlds sustainable,15
As part of our effort to reduce inequalities and promote a,11
diverse and inclusive workplace we continue to integrate,8
global people strategy from our hiring policies to our benefit,8
First Solar is a leading American solar technology company and global provider,24
of responsiblyproduced ecoefficient solar modules advancing the fight,24
against climate change We are unique among the worlds ten largest solar,13
manufacturers for being the only USheadquartered company and for not using,4
a crystalline silicon cSi semiconductor Developed at RD labs in California,15
and Ohio First Solars advanced thin film photovoltaic PV modules represent,24
the next generation of solar technologies providing a competitive high,4
performance lowercarbon alternative to conventional cSi PV panels From raw,24
material sourcing and manufacturing through endoflife module recycling First,15
Solars approach to technology embodies sustainability and a responsibility,10
First Solar is headquartered in Tempe Arizona with regional offices around,3
the world and manufacturing facilities in Perrysburg and Lake Township Ohio,15
Kulim Malaysia and Ho Chi Minh City Vietnam Our annual manufacturing,15
capacity has grown from 25 megawatts MW in 2005 to 79 gigawatts GW,24
as of March 31 2021 with a path to increase to 13 GW based on our recently,24
announced expansion plan In 2021 we announced plans to invest 680,12
million to expand our American solar manufacturing capacity by 33 GW Our,24
Ohio manufacturing footprint makes us the largest solar manufacturer in the,15
Responsible Solar At First Solar we have long understood that we have a responsibility towards,10
our planet our communities and our customers This responsibility drives our,10
sense of purpose the why that inspires every one of our thousands of,10
employees worldwide who have committed themselves to our journey to lead,8
Since the beginning we have placed sustainability at the heart of everything,15
we do focused not on meeting industry standards but exceeding them,14
and setting new ones This is why we have a long history of establishing,12
benchmarks in recycling health and safety responsible supply chain,17
Solar should never come at the price of people or the planet,4
process recovers more than 90 of module materials for reuse,15
Provides high quality secondary resources for new PV panels and products,15
can be recycled 41X producing electricity for 1230 years,24
OPERATION 04 PV panels can account for up to 80 of a PV installations environmental impacts,24
2X faster energy payback time than cSi panels made in China,24
SOURCING Converting mining byproducts into the most ecoefficient PV technology,17
MANUFACTURING Integrated and resourceefficient manufacturing under one roof,17
Endtoend manufacturing in 45 hours vs up to 3 days for cSi,24
IndustryLeading Environmental Profile All PV technologies are not created equal Where and how a PV module and,24
its components are manufactured significantly impacts its environmental,15
profile First Solars advanced thin film modules are manufactured in a high,24
throughput automated environment that integrates all manufacturing steps,15
into a continuous flow operation under one roof using less energy water and,20
semiconductor material than conventional crystalline silicon PV manufacturing,15
In less than 45 hours a sheet of glass is transformed into a complete PV,24
module flash tested packaged and ready for shipment,15
Due to our resourceefficient manufacturing process First Solar modules,15
have a carbon footprint that is up to 25 times lower a water footprint that is,20
up to three times lower and an energy payback time that is up to two times,12
faster than conventional crystalline silicon solar panels on a life cycle basis1,15
In just four months under high irradiation conditions First Solar PV modules,24
produce more energy than was required to create them This corresponds to,24
a 90fold energy return on investment EROI over a 30year project lifetime,24
providing an abundant net energy gain to the electricity grid,24
1 R Frischknecht P Stolz L Krebs M de WildScholten P Sinha V Fthenakis H C Kim M Raugei M Stucki 2020 Life Cycle Inventories and Life Cycle Assessment of Photovoltaic Systems International Energy Agency IEA PVPS Task 12 Report T12192020,24
With the smallest carbon footprint fastest energy payback time and lowest,24
life cycle water use in the industry First Solar modules generate cleaner solar,20
electricity than conventionally manufactured solar panels This enables our,24
customers to decouple their business growth from environmental impacts,3
associated with conventional electricity generation and consumption We,24
are continuously working to drive down the environmental footprint of our,3
modules In 2020 we committed to going 100 renewable across our global,24
operations by 2028 which will enable us to reduce the carbon footprint of our,3
Assuming average worldwide irradiance and grid electricity emissions 30,24
gigawatts GW of our products are being used to displace over 21 million,15
metric tons of CO2 equivalent per year during their 30 year lifetime This is,25
equivalent to powering more than 15 million average homes planting over,24
350 million trees and saving over 54 billion liters of water or 21000 Olympic,20
swimming pools per year based on worldwide averages Every year First Solar,20
products are displacing more than 10 times the amount of greenhouse gas,25
emissions we emit through our global operations and supply chain,17
In 2020 First Solar Series 6 modules became the first PV product to be,24
included in the EPEAT registry for sustainable electronics EPEAT is a,15
globally recognized and independently validated ecolabel that allows for,4
the easy identification of environmentally preferable products from socially,15
responsible companies EPEAT addresses the full product life cycle including,15
managing substances in the product manufacturing energy and water use,15
product packaging endoflife recycling corporate responsibility and human,15
rights Our Series 6 product was awarded an EPEAT Silver rating certifying,15
that it has exceeded the basic but stringent environmental and social criteria,10
More than 50 researchers from leading international institutions have,12
confirmed the environmental benefits and safety of First Solars thin film,14
PV technology over its entire life cycle during normal operation foreseeable,15
accidents such as fire or breakage and through endoflife recycling and,5
disposal First Solars Quality and Reliability labs are over 64000 ft2 6000m2,19
in size globally and test over 40000 PV modules per year for lightinduced,24
degradation resilience to wind snow and ice loads fire resistance under,3
reverse current fault conditions material adhesiveness breakage resistance,18
to hail impact and performance in the event of soiling or shading First Solar,23
modules are tested for safety during breakage fire flooding and hailstorms to,5
ensure their durability in the field With more than 30GW sold worldwide First,15
Solar modules have a proven record of safe and reliable performance,15
First Solar implements a robust change management system CMS to,12
ensure product changes do not negatively impact product safety reliability,14
environmental footprint or recyclability Process changes and module design,15
improvements undergo several test and validation runs before receiving final,12
approval and being implemented across manufacturing facilities Life cycle,15
analysis is performed for significant product and manufacturing process,15
modifications to assess environmental health and safety impacts before any,9
changes are implemented First Solar Series 6 PV modules consist of four,24
articles glass module junction box cable and frame These articles do not,12
contain substances on the Candidate List of Substances of Very High Concern,19
SVHC as defined by EU REACH regulation revision date June 25 2020,12
Powering a Circular Economy First Solar has a unique and longstanding leadership position,4
in PV recycling as the only solar manufacturer with global in,24
house PV recycling capabilities We have more than 15 years,15
of experience operating highvalue PV recycling facilities on a,15
global and industrial scale Recognizing the importance of responsible product life,15
cycle management First Solar voluntarily established the industrys first global,24
PV module recycling program in 2005 and we have been investing in PV recycling,24
technology improvements ever since To learn more about First Solars global,24
recycling services please see our recycling brochure and datasheet,15
PV Module Recycling Program PV Module Recycling Program,24
First Solar is powering a circular economy by transforming waste into resource from raw material sourcing through endoflife recycling,19
Converting mining by products into a Converting mining Converting mining stable semiconductor byproducts into a byproducts into a stable semiconductor stable semiconductor,15
Designed for high value recycling Designed for high Designed for high value recycling value recycling,15
Manufacturing with less energy water Manufacturing with Manufacturing with and GHG emissions less energy water less energy water and GHG emissions and GHG emissions,25
Faster CO2 reductions and greater return on Faster CO2 reductions Faster CO2 reductions energy invested and greater return on and greater return on energy invested energy invested,24
Recovering over 90 of materials at endoflife Recovering over Recovering over for new PV modules 95 of materials 95 of materials at endoflife at endoflife,15
While most PV recycling processes focus only on recovering highmass fraction,15
materials such as glass and frames ie bulk recycling First Solars highvalue,15
recycling process goes further by recovering more than 90 of the semiconductor,19
The ONLY PV Manufacturer in the world The ONLY PV Manufacturer in the world,24
providing a global module recycling program providing a global module recycling program 100 inhouse recycling facilities 100 inhouse recycling facilities,15
First Solar has fully integrated responsible First Solar has fully integrated responsible product life cycle from material sourcing to product life cycle from material sourcing to end of life product recycling end of life product recycling,15
Our raw material is generated from zinc and Our raw material is generated from zinc and,19
Through our recycling program we are Through our recycling program we are able to return clean glass unrefined able to return clean glass unrefined semiconductor compound and synthetic semiconductor compound and synthetic rubber material 95 of the recycled rubber material 95 of the recycled components can be reused components can be reused,15
material for reuse in new First Solar modules and 90 of the glass for use in new,15
glass container products One kilogram of First Solars semiconductor material can,15
Fully Integrated Responsible Product Life Cycle Approach Fully Integrated Responsible Product Life Cycle Approach,15
be recycled 41 times over which translates into a use time of more than 1200,15
years The module frame is removed and recycled for reuse in aluminum products,15
In Malaysia the recovered laminate material is reused in rubber products,15
Since 2018 First Solars routinely operated recycling plants generate zero,19
wastewater discharge We installed evaporators at all our recycling facilities,20
in order to recycle wastewater and convert it into freshwater for reuse in the,20
recycling process In addition to recycling water the evaporators generate,20
sodium sulfate crystals which can be used in glass manufacturing We are,20
in the process of identifying glass outlets that can reuse the sodium sulfate,24
crystals from our recycling process to further close the loop on our products,15
life cycle The remainder of the recycled module scrap approximately 5 10,19
consists of glass fines which cannot be used in secondary raw materials and,15
are handled using other responsible waste treatment techniques Due to the,19
shredding and crushing involved in the recycling process material losses are,15
inevitable and the recovery ratio is always less than 100,18
First Solar is among more than 370 companies to sign the America Recycles pledge,15
which aims to address the challenges facing the nations recycling system and create,15
a more resilient materials economy while protecting the environment,3
Power global operations with 100 renewable energy by 2028 and 100 of our US operations by 2026,24
global energy usage per watt produced by 2028 from a 2009 baseline or 30 relative to 2020,24
Achieve 71 reduction in global water usage per watt produced by 2028 from a 2009 baseline,20
Reduce absolute scope 1 and scope 2 GHG emissions by 20 by 2028 from a 2020 baseline,25
Reduce scope 1 and scope 2 GHG emissions intensity per watt produced by 93 by 2028 from a 2008 baseline,25
Measuring Progress In addition to manufacturing PV modules with the lowest environmental,24
impact in the industry we are committed to reducing our operational,3
impact Since 2009 weve successfully reduced our greenhouse gas,25
GHG emissions energy water and waste intensity per watt produced,25
by implementing resource conservation and low carbon projects at our,23
facilities and through improvements in module efficiency manufacturing,24
In 2020 we completed the full capacity expansion of our second,24
manufacturing facility in Ohio As of December 31 2020 we had 63,15
GWDC of total installed Series 6 nameplate production capacity across all,24
our facilities We produced 61 GWDC of solar modules during 2020 which,24
represented a 7 increase from 2019 The increase in our production,24
capacity and throughput along with the incorporation of resource,17
efficiency measures into new buildings and Series 6 tool designs and,24
processes helped significantly reduce our GHG emissions energy and,25
water intensity in 2020 as a result of our transition from Series 4 to,20
Series 6 manufacturing In 2020 our absolute GHG emissions energy,25
and water use decreased due to the greater manufacturing throughput,20
and enhanced energy and water efficiency of our Series 6 manufacturing,24
process as well as production downtime at our manufacturing facility in,17
All First Solar manufacturing sites are certified to globally recognized,15
standards ISO 14001 for Environmental Management ISO 9001 for,14
Quality Management and ISO 45001 for Occupational Health and,9
Safety We foster a culture where environmental health and safety EHS,9
is an integral part of our associates work and require our contractors,11
and suppliers to adhere to our standards and commitments First Solars,12
Environmental Health and Safety Policy is available on our website The,9
policy is communicated to all associates through internal communication,12
channels associate meetings and notice boards throughout the facilities,12
We have received global recognition for our stateofthe art environmental,12
controls performance and manufacturing excellence Our facilities in,15
Perrysburg and Lake Township have received the Ohio EPAs Encouraging,23
Environmental Excellence Gold Level Award In March 2020 First Solar,15
Malaysia received the prestigious State Environmental Excellence Award,10
from the Kedah Department of Environment in recognition of our leadership,23
and continuous efforts to demonstrate full environmental compliance in,12
our manufacturing operations First Solars Santa Clara office received,15
the Green Business Program certification for efforts to ensure that our,15
business operates in an environmentally friendly manner First Solar had,15
y t i s n e t n I,12
s n o i s s i m E 2 1 e p o c S,12
The chart depicts direct scope 1 and indirect scope 2 emissions of all manufacturing and recycling plants RD and testing facilities EPCowned construction equipment companyowned operational solar projects and companyowned vehicle fleet on a carbon intensity basis measured per MW produced,25
In 2016 we set a fiveyear goal for 2021 to reduce our greenhouse gas GHG,25
emissions intensity per watt produced by 45 compared to our 2008 baseline,21
Since 2008 our companywide carbon intensity decreased by approximately,18
77 as a result of increased module efficiency manufacturing throughput,24
and capacity utilization decreased emissions intensity of purchased grid,24
electricity along with energy conservation and low carbon initiatives In 2020,24
GHG emissions intensity decreased by 31 and our absolute scope 1 and,25
scope 2 GHG emissions decreased by 25 compared to 2019 primarily,25
due to the greater throughput and enhanced energy efficiency of our Series,24
6 manufacturing process as well as production downtime at our facility in,17
First Solar is committed to driving down our carbon footprint even as we,25
continue to increase our manufacturing capacity and module throughput After,24
surpassing our 2021 intensitybased target three years early we have set,12
new sciencebased targets to reduce our absolute scope 1 and scope 2 GHG,25
emissions by 20 by 2028 and achieve net zero emissions by 2050 relative,25
to 2020 We also aim to reduce our GHG emissions intensity by 93 by 2028,25
from a 2008 baseline These targets are in line with sciencebased climate,13
goals to limit the global temperature rise to well below 2 degrees Celsius,13
WB2C and pursuing efforts to limit it to 15 degrees Celsius above pre,25
industrial levels We aim to achieve this through increased energy efficiency,24
going 100 renewable across our US operations by 2026 working on,24
enabling the offsite solar market in Malaysia and Vietnam and purchasing,4
bundled RECs and offsets as a last resort,12
In 2020 we joined RE100 and committed to powering our global operations,3
with 100 renewable energy by 2028 We have installed onsite PV installations,24
at our production sites in Ohio and Malaysia and at our recycling facility in,15
Frankfurt Oder Germany We are now investigating opportunities to procure,4
offsite solar electricity as part of our renewable energy strategy,24
In 2020 our manufacturing energy intensity energy consumption per watt,24
produced decreased by approximately 19 compared to 2019 primarily due,24
to the greater throughput and enhanced energy efficiency of our Series 6,24
manufacturing process In 2021 we set a target to improve global energy,15
efficiency per watt produced by 74 by 2028 from a 2009 baseline or by,24
First Solars manufacturing energy intensity includes all processes from,24
the beginning of our manufacturing process to finished module Increased,15
and energy conservation initiatives have enabled us to cut our manufacturing,24
energy intensity per watt by more than 60 since 2009,24
Since 2009 First Solars manufacturing water intensity water consumption,20
per watt produced decreased by 68 due to significant improvements in,24
module efficiency manufacturing throughput and the implementation of,24
water conservation and recycling projects in our manufacturing and recycling,20
operations In 2020 First Solars manufacturing water intensity decreased,20
by approximately 12 due to the increased throughput and efficiency of,24
our Series 6 manufacturing process as well as water recycling initiatives In,20
total we saved more than 290 million liters of water in 2020 equivalent to,20
While our production increased by 7 in 2020 our absolute water withdrawals,20
decreased by approximately 5 due to the enhanced throughput and water,20
efficiency of our Series 6 manufacturing process as well as water recycling,20
initiatives We continue to review water consumption patterns down to the unit,20
operation level in our manufacturing process and are challenging our process,15
engineers to deliver additional water savings We have set a target to achieve,20
a 71 reduction in water usage per watt produced by 2028 from a 2009,20
baseline Since 2018 all routinely operated First Solar recycling facilities in,19
the US Germany Malaysia and Vietnam generate zero wastewater discharge,20
under normal operations Instead the wastewater is recycled and converted,20
into freshwater which can then be reused in the recycling process,20
We monitor and measure 100 of the water discharges from our manufacturing,20
recycling and research and development facilities In 2020 approximately,15
37 or 1353 megaliters of First Solars total water withdrawn from water,20
utilities 3655 megaliters was discharged as wastewater from our industrial,20
wastewater treatment systems Approximately 76 of our wastewater was,20
sent to a thirdparty municipal wastewater facility and approximately 24 was,20
discharged directly to fresh surface water river First Solar treats wastewater,20
at our manufacturing and recycling facilities using a batch discharge system,19
Once treated the water is collected in holding tanks which are sampled and,20
tested to confirm compliance with regulatory limits before being discharged,12
No industrial wastewater leaves our site unless we have tested and approved,20
it for discharge even if it is being discharged to a municipal wastewater,20
treatment plant If the water contaminant levels are above the permitted,20
discharge limit it is sent for retreatment internally,20
First Solars manufacturing waste generation intensity grams per watt,19
produced has decreased by nearly 80 since 2009 as a result of increased,24
module and manufacturing efficiency combined with recycling and waste,19
minimization projects In 2020 our manufacturing waste intensity increased,19
slightly by 1 due to production downtime for retooling at our facility in,17
This graph depicts First Solars absolute manufacturing waste produced in,19
metric tons with a percentage breakdown by type and destination Absolute,24
waste generation increased in 2020 by approximately 8 primarily due to the,19
First Solar is committed to reducing and recycling hazardous waste in line,19
with our environmental management system objectives of minimizing waste,19
and preventing pollution Since 2012 we have reduced our hazardous waste,19
generation per watt produced by more than 40,24
Hazardous waste is classified according to the definition used by the countries,19
in which we operate eg under the Environmental Quality Scheduled Wastes,19
Regulations in Malaysia Law No 552014QH13 on Environmental Protection,23
in Vietnam and the Resource Conservation and Recovery Act in the US,23
This graph depicts waste recycled and disposed by First Solars manufacturing,19
and recycling facilities in Ohio Malaysia and Vietnam The data includes,1
modules that we recycle onsite both manufacturing line scrap and modules,19
returned from the field along with many other manufacturing byproducts that,24
are recycled The data does not include modules that are being recycled at our,24
The amount of waste disposed increased in 2018 and 2019 due to the,19
decommissioning of Series 4 manufacturing equipment and the ramp in,5
production Increasing recycling capacity and moving to 247 recycling helped,15
improve the percentage of waste recycled in 2020 Overall of the total,19
material First Solar sends offsite more than 80 is sent for beneficial reuse,24
The material recovery rate of First Solars stateoftheart module recycling,19
process remains unchanged We continue to recover more than 90 of the,12
semiconductor material more than 90 of other metals and 90 of the,19
glass from recycled First Solar modules The glass cullet is reused in new,15
glass products and the unrefined semiconductor material is sent for further,15
processing to be reused in new First Solar modules In Malaysia our laminate,15
material is being recycled for reuse in products such as rubber mats bicycle,15
handles and shoe soles thereby further closing the loop on our products life,15
cycle The following table includes data from our recycling facilities in Ohio Malaysia Vietnam and Germany,15
Total disposed sent to a thermal with energy recovery facility,24
Total disposed sent to a thermal or landfill facility for disposal,19
Recycling rate is the quotient of Total recycled and Total collected,15
Refers to products or components that are used again for the same purpose for which they were conceived without any preprocessing eg refurbishment,15
First Solar PV Module Recycling Material Recovery Achievements Glass,19
SCREENING All new suppliers undergo a rigorous qualification process using a balanced scorecard which focuses on Quality Cost Flexibility Service Technology and Sustainability We regularly map our supply base and conduct an assessment to identify potential highrisk suppliers based on industry and geography by using thirdparty indexes on global slavery forced labor and other ESG aspects,11
At First Solar we take a comprehensive approach to responsible sourcing from our policy supplier contracts screening mapping and auditing to training and reporting,17
CONTRACTUAL AGREEMENTS Under the terms of First Solars master supplier contracts suppliers must represent and warrant that they will not use child slave prisoner or any other form of forced or involuntary labor or engage in abusive employment in the supply of goods or provisions of services Suppliers are also required to comply with all fair labor standard laws First Solars Code of Conduct and Corporate Policies as well as the RBA Code of Conduct,11
REPORTING We publicly report on the environmental and social performance of the suppliers we audit in our sustainability report,17
TRAINING We provide Transparency across Supply Chain training to all associates involved in procurement The training includes the following objectives recognizing and communicating awareness of human trafficking risks relevant to First Solars business ensuring compliance with the California Transparency in Supply Chains Act SB 657 and global human rights regulations and identifying and avoiding trafficked labor in each specific business unit at First Solar,11
AUDIT We audit new and high risk suppliers on environmental management health and safety labor human rights and ethics by leveraging the RBA Code of Conduct as a framework In 2021 First Solar became a member of the Responsible Business Alliance which gives us access to their advanced due diligence tools and programs and will enable us to conduct thirdparty audits of potential highrisk suppliers by leveraging their Validated Assessment Program VAP a leading standard for onsite compliance verification and effective shareable audits As of 2021 we will initiate independent thirdparty audits on potential highrisk suppliers through the RBA,17
Supply Chain Overview Our thin film module manufacturing process uses approximately 30 types,17
of raw materials and components to produce a solar module Critical raw,15
materials and components in our manufacturing process include CdTe,15
front glass coated with transparent conductive oxide organics such as,24
photo resist tempered back glass frames packaging components such as,15
interlayer cord platecord plate cap cables and solar connectors,24
First Solar has a global set of specifications for the materials used in our,15
products which results in a tightly controlled supply chain with unrivalled,17
traceability and quality products We also own and operate the facilities,15
which manufacture our modules turning a sheet of glass into a completed,15
module all under one roof In contrast many traditional tier one crystalline,18
silicon PV manufacturers have multiple products processes and bill of,15
materials with a sprawling supply chain which includes multiple process,17
continents resulting in increased risks relating to variability quality,18
As part of our sourcing strategy we are enabling suppliers that are near,17
to our manufacturing locations thereby reducing the transportation costs,24
environmental footprint as well as the lead times for such materials As part,15
of our sourcing strategy we are actively working on regionalizing supply at,17
In 2020 First Solar spent more than 17 billion on our global supply chain Our,17
data includes our manufacturing bill of materials project spend capital spend and,3
indirect expenses The data is based on the region purchase orders are issued,24
to Approximately 37 of our global spend was spent on local suppliers in the,17
US to support our module manufacturing operations and project development,15
business in 2020 In total we estimate we have created over 24000 direct,3
indirect and induced jobs across the supply chain worldwide More than 10,17
million was awarded to women minority and disabled veteranbusiness,8
enterprises WMDVBE in 2020 based on actual spend,12
2 The estimated supply chain jobs are based on calculations provided by the University of Massachusetts Department of Economics and Political Economy Research Institute PERI in The Economic Benefits of Investing in Clean Energy Direct jobs 54 jobs1M spend Indirect Jobs 44 jobs1M spend Induced jobs 4 jobs Direct Indirect,17
New suppliers that were screened using social criteria,17
Suppliers are screened on the following social criteria,17
Negative impacts on social impacts in supply chain and actions taken,17
New suppliers that were screened using environmental criteria,17
Suppliers are screened on the following environmental criteria,17
Negative environmental impacts in the supply chain and actions taken,17
Clean and safe facilities Minimum wages Working hours allowing at least one day off per week Health and safety practices Non discrimination Freedom of association and collective bargaining Humane treatment and prevention of,11
harassment or abuse Prohibition of child labor Prohibition of forced or compulsory labor Collective bargaining Business ethics including corruption extortion,11
embezzlement conflict of interest bribery excessive gift giving disclosure of information intellectual property fair business advertising and competition privacy and nonretaliation,0
Due to the Covid19 pandemic we were only able to conduct one onsite audit in 2020 This supplier had no potential negative social impacts based on their EHS audit score First Solar is working to drive supplier improvement in Quality and EHS with suppliers,17
Environmental management systems Pollution prevention and resource reduction Solid waste management Hazardous substances management Environmental permits Air emissions monitoring and management Water management Energy consumption and GHG emissions,21
Due to the Covid19 pandemic we were only able to conduct one onsite audit in 2020 This supplier had no potential negative environmental impacts based on their EHS audit score First Solar is working to drive supplier improvement in Quality and EHS with suppliers,17
Human Rights Standards and Practices First Solar is committed to protecting human rights enforcing fair labor,11
practices and addressing the potential risks of forced labor child labor,11
human trafficking and slavery across our operations and supply chain Our,9
Labor and Human Rights Policy which references international human rights,10
declarations and due diligence guidelines applies to all First Solar associates,12
officers directors contractors suppliers and business partners regardless,17
Our Chief Compliance Officer manages First Solars Global Compliance,12
Organization which oversees our ethics and compliance program The goal,0
of this organization is to implement policies processes training monitoring,12
and general awareness programs to promote ethics and compliance with,0
applicable legal and regulatory standards Subject to the requirements of,12
local law and after due diligence and full and fair investigation any employee,12
found to have directly engaged in or knowingly engaged suppliers engaged,0
in slave labor or human trafficking will be subject to immediate termination,11
Conflict Minerals First Solar is committed to responsible sourcing and operating a supply chain,17
free of conflict minerals We comply with and support the goals established under,10
Section 1502 of the DoddFrank Wall Street Reform and Consumer Protection Act,12
the Dodd Frank Act on conflict minerals and condemn human rights abuses,10
associated with the extraction transport or trade of minerals and any direct or,17
indirect support to nonstate armed groups or security forces that illegally control,5
or tax mine sites transport routes trade points or any upstream actors in the,17
supply chain First Solars Conflict Mineral Policy is published on our website,17
communicated to our suppliers and incorporated into supplier contracts We,17
require all our direct suppliers to agree to and follow these principles We have an,17
operating crossfunctional internal governance team with representatives from,0
our supply chain compliance and legal departments to ensure policy statements,17
As we do not source directly from smelter or refiner processing facilities we,24
rely on the Responsible Minerals Initiatives Responsible Minerals Assurance,12
Program RMAP previously known as ConflictFree Smelter Program to,12
oversee and coordinate thirdparty audits of these facilities The RMAP audit,12
protocols and procedures require the smelters or refiners to engage specially,24
trained thirdparty auditors to independently verify that these smelters and,12
refiners can be considered conflict free Our conflict minerals risk mitigation,17
plan defines supplierrisk management strategies including i continued,17
procurement ii assistance in identifying alternate sources of supply and,17
iii disengagement the severity of which is at the discretion of our executive,18
management We aim to advance the effectiveness of our due diligence,12
efforts and further enhance our compliance processes by among other things,12
encouraging nonRMAP validated processing facilities to become validated,12
either through the RMAP or a RMAPrecognized thirdparty audit program First,12
Solars Specialized Disclosure and Conflict Minerals reports are available on,10
our public website see Specialized Disclosure tab in SEC Filings,12
Our Culture At First Solar innovative and passionate people working ethically and safely,10
form the foundation of our success We generate results through a culture,3
of agility collaboration and accountability Our internal Vision Mission and,0
Culture includes behaviors that support safety first mutual respect for all,9
and personal ownership of decisions performance and results As a global,4
culture we value multiple voices and perspectives This diverse tapestry,8
of different viewpoints approaches and needs helps us to produce better,10
Working At First Solar As of December 31 2020 we had approximately 5100 associates,12
our term for full and parttime employees compared to approximately,11
6600 in 2019 The change in the number of associates was attributed,12
to the ramp down of our Series 4 manufacturing lines and the sale,15
of First Solars US Project Development and North American OM,24
