paragraph,predict_label,count,different,empty,diff rate,empty rate
As we move forward on our journey we will continue to challenge ourselves to drive greater impact We will show up to every challengebusiness social and environmentalwith intention We will consider the people we can lift up and we will take action for what we believe is right and just We may not always succeed but were not wavering from our path or our commitment Our customers employees partners and investors are all coming on this journey with us and together were building momentum toward a truly inclusive future for all,10,10,,,,
Francine Katsoudas Executive Vice President and Chief People Policy and Purpose Officer,7,12,diff,,,
Maintained 80 employee participation in community impact for third year in a row,10,10,,,,
Achieved 60 increase in representation of all employees who selfidentify as African AmericanBlack AAB from entry level through manager FY20 base year,8,26,diff,empty,,
3 Worlds Best Workplace 2022 according to Great Place to Work,9,8,diff,,,
Positively impacted 848 million people through social impact grants and signature programs FY16FY22,10,10,,,,
Awarded US1 million through the 6th annual Cisco Global Problem Solver Challenge including US300000 for climate solutions,13,25,diff,,,
Reached 175 million students through Cisco Networking Academy since 1997,2,26,diff,empty,,
Contributed US494 million in cash and inkind contributions to community programs by Cisco and the Cisco Foundation including US377 million in inkind contributions for Cisco Networking Academy,12,10,diff,,,
Provided support to Ukraine including approximately US6 million in Cisco equipment over US3 million in cash grants and more than US15 million in employee donations to 25 nonprofits,12,8,diff,,,
The Science Based Targets initiative SBTi approved our goal of net zero by 2040 across our value chain2,18,26,diff,empty,,
Reduced Scope 1 and 2 greenhouse gas GHG emissions by 39 compared to FY19 base year,25,25,,,,
Set a goal that by FY25 50 of the plastic used in our products by weight will be made of recycled content3,15,26,diff,empty,,
Sourced 89 renewable energy for our operations,24,24,,,,
Committed approximately US11 million to fund climate solutions through the Cisco Foundation,13,25,diff,,,
1 in the Gartner Supply Chain Top 25 for 2022 our third year in a row at 1,17,26,diff,empty,,
1 Some of our social impact grantees also receive funding from other organizations Data for fiscal 2022 is currently subject to independent limited assurance,12,10,diff,,,
For details on the previous years reporting of the number of people positively impacted between fiscal 2016 and fiscal 2021 please see our Reporting Criteria and the independent limited assurance report To access the fiscal 2016fiscal 2022 assurance report download the PDF and open in Adobe Acrobat Reader to clicktoaccept terms to access the full document,12,26,diff,empty,,
2 By reducing our absolute Scope 1 2 and 3 emissions 90 percent compared to fiscal 2019 and neutralizing any remaining emissions by removing an equal,25,21,diff,,,
3 The plastics included in this goal exclude those contained in commodity components sourced from suppliers eg plastic screws fans and cables,19,26,diff,empty,,
Note Progress against all goals listed by fiscal year FY is measured through the end of the fiscal year,12,26,diff,empty,,
Developing an understanding of our most important ESG topics is crucial to Ciscos strategic planning initiatives and reporting Our latest full ESG materiality assessment conducted in fiscal 2021 identified 18 priority ESG topics as illustrated in Table 1 This assessment included multiple methods including analysis of stakeholder inquiries peer benchmarking and direct input from investors thought leaders and Cisco employees including Global Inclusive Communities Ciscos employee resource organizations executives and sales professionals Throughout the year we engaged with a wide range of global and local organizations to shape and extend the reach of our ESG programs including governments nonprofits multilateral organizations and peers In fiscal 2022 we completed an interim ESG materiality assessment to verify that our most recent full assessment reflects our stakeholders priority topics changes within our business and strategy and the global landscape The results of the interim analysis affirmed our topic prioritization,3,10,diff,,,
Ciscos ESG reporting is aligned with standards set by the Global Reporting Initiative GRI Sustainability Accounting Standards Board SASB the Task Force on Climaterelated Financial Disclosures TCFD and CDP formerly Carbon Disclosure Project,12,11,diff,,,
We also align our ESG efforts with many of the United Nations Sustainable Development Goals SDGs The 17 SDGs set forth a framework to build a better world for people and our planet by 2030 and are designed to be applied by governments and organizations worldwide The success of the SDGs requires global cooperation and ambitious commitmentsideas that square with our own commitments to inclusivity and help to create opportunity for all,10,2,diff,,,
Visit Ciscos ESG Reporting Hub for more information on reporting topics,3,26,diff,empty,,
Stakeholder Engagement and ESG Materiality,10,10,,,,
TABLE 1 ESG focus areas and pillar alignment,3,26,diff,empty,,
Human rights and working conditions in the supply chain,10,10,,,,
Employee health and safety and labor rights,9,11,diff,,,
Critical human needs and disaster relief,5,10,diff,,,
Circular design and lifecycle management,15,11,diff,,,
1 ESG materiality as referred to in this website and in our ESG reporting and our ESG materiality assessment process are different from materiality in the context of Securities and Exchange Commission SEC disclosure obligations Issues deemed material for purposes of our ESG reporting and for purposes of determining our ESG strategy may not be considered material for SEC reporting purposes nor does inclusion of information in our ESG reporting indicate that the topic or information is material to Ciscos business or operating results,3,10,diff,,,
We are working toward enterprise goals to engage employees reduce environmental impacts across our entire value chain and help achieve our purpose to Power an Inclusive Future for All Learn more throughout this report about how we made progress in fiscal 2022,10,9,diff,,,
By FY22 Sustain 80 community impact participation as measured by employees actions including advocating for causes they care deeply about volunteering donating and participating in programs that positively impact communities,10,10,,,,
Maintained 80 participation in community impact for third year in a row,10,10,,,,
By FY25 Positively impact 1 billion people through social impact grants and signature programs,10,10,,,,
848 million people positively impacted between FY16 and FY221,2,26,diff,empty,,
By FY32 Provide digital and cybersecurity skills training to 25 million learners over the next 10 years through the Cisco Networking Academy,2,1,diff,,,
New goal as of FY23 Not yet reporting,12,26,diff,empty,,
Fiscal 2020 is the base year for metrics that are not year over year,12,26,diff,empty,,
By FY23 Social Justice Action 2 Increase Representation Achieve a 25 increase in representation of all employees who selfidentify as AAB from entry level through manager and a 75 increase in representation from Director to VP level by 2023 FY20 base year,8,7,diff,,,
60 increase entry level through manager 94 increase directors 160 increase VP and above,7,26,diff,empty,,
By FY24 Social Justice Action 7 Supplier Engagement Expand supplier strategy by doubling how much we spend with diverse suppliers and obtain reporting on diversity metrics from 95 of our preferred suppliers2,17,10,diff,,,
28 increase in diverse supplier spend in FY22,17,26,diff,empty,,
Diversity metrics received from 90 of FY22 preferred suppliers,8,6,diff,,,
By FY25 Social Justice Action 8 Commit to HBCUs Commit US150 million to preserve the legacy and sustainability of Historically Black Colleges and Universities HBCUs with US50 million to fund STEM education and US100 million to drive technology modernization,2,10,diff,,,
US25 million spent on STEM education US252 million spent on technology upgrades,2,26,diff,empty,,
By FY25 Social Justice Action 10 Diversify our Partner Ecosystem Commit US50 million to increase the diversity in our partner ecosystem by increasing the number of AABowned technology companies and increasing opportunities to accelerate the financial growth of AABowned partners,8,10,diff,,,
Increased AABowned companies in our partner ecosystem,18,23,diff,,,
Special focus on 14 Acceleration partners,3,26,diff,empty,,
By FY25 Social Justice Action 11 Invest in Innovation Invest US50 million in startups and venture funds led by diverse leaders,10,3,diff,,,
1 Some of our social impact grantees also receive funding from other organizations Data for fiscal 2022 is currently subject to independent limited assurance For details on the previous years reporting of the number of people positively impacted between fiscal 2016 and fiscal 2021 please see our Reporting Criteria and the independent limited assurance report To access the fiscal 2016fiscal 2022 assurance report download the PDF and open in Adobe Acrobat Reader to clicktoaccept terms to access the full document,12,10,diff,,,
Ongoing investment in startups and venture funds led by BIPOC Latinx and Female leaders,8,26,diff,empty,,
2 The timeframe for this goal is calendar year 2023,12,26,diff,empty,,
Note Progress against all goals listed by fiscal year FY is measured through the end of the fiscal year,12,26,diff,empty,,
Future Climate change and GHGs,25,25,,,,
By 2040 NetZero Goal Reach net zero GHG emissions across our value chain by reducing absolute Scope 1 2 and 3 emissions by 901 FY19 base year,25,21,diff,,,
Active We are reporting progress through the nearterm targets below,25,26,diff,empty,,
NearTerm Targets By FY25 Reduce absolute Scope 1 and Scope 2 emissions 901 FY19 base year,25,21,diff,,,
By FY30 Reduce absolute Scope 3 emissions from purchased goods and services upstream transportation and distribution and use of sold products by 30 FY19 base year2,15,21,diff,,,
Active 22 reduction based on Ciscos current Scope 3 emissions calculation methodology and subject to change,25,25,,,,
By FY22 Improve large rackmounted equipment system power efficiencyas measured from the input power from the facility to the boardmounted ASICs memory and other chip devicesfrom 77 to 87 FY16 base year,24,26,diff,empty,,
By FY25 80 of Cisco component manufacturing and logistics suppliers by spend will have a public absolute GHG emissions reduction target,25,25,,,,
Circular design products and packaging,15,14,diff,,,
By FY25 Reduce foam used in Cisco product packaging by 75 as measured by weight FY19 base year,15,14,diff,,,
By FY25 Increase product packaging cube efficiency by 50 FY19 base year3,15,14,diff,,,
By FY25 100 of new Cisco products and packaging to incorporate Circular Design Principles4,15,14,diff,,,
4 meeting circular design criteria,15,26,diff,empty,,
By FY25 50 of plastic used in our products by weight will be made of recycled content5,15,26,diff,empty,,
New goal as of FY23 Not yet reporting,12,26,diff,empty,,
By FY25 70 of Cisco component and manufacturing suppliers by spend will achieve a zero waste diversion rate at one or more sites6,19,15,diff,,,
51 by spend with at least one certified site,14,26,diff,empty,,
1 and neutralizing any remaining emissions by removing an equal amount from the atmosphere,25,21,diff,,,
2 This goal expands on our previous goal to reduce Ciscos absolute supply chainrelated Scope 3 GHG emissions by 30 percent by fiscal 2030 and includes the use of sold products The baseline and progress reported for our 2030 goal includes purchased goods and services from manufacturing component and warehouse suppliers upstream transportation and distribution from Cisco purchased air transportation and use of sold products,15,21,diff,,,
3 Packaging efficiency is measured by comparing the size of the product relative to the packaging using dimensional weight,15,14,diff,,,
Dimensional weight uses volume and a standard dimensional factor to calculate the weight of a package In this methodology the packaging efficiency metric is based on the difference of the normalized dimensional weight by volume between the baseline and current year,15,14,diff,,,
4 In fiscal 2022 we had a soft launch of the scoring tool to evaluate 13 percent of new products and packaging and 33 percent,15,14,diff,,,
of them successfully met our circular design criteria This is equivalent to 4 percent of total new products and packaging released in fiscal 2022 meeting circular design criteria In early fiscal 2023 the scoring tool was formally launched across all business units so we expect the universe of new products and packaging evaluated to increase in fiscal 2023,15,14,diff,,,
5 The plastics included in this goal exclude those contained in commodity components sourced from suppliers eg plastic,15,26,diff,empty,,
6 According to current standard definitions used in certification protocols zero waste diversion is defined as a 90 percent,19,19,,,,
or greater overall diversion of solid nonhazardous wastes from landfill incineration wastetoenergy and the environment Diversion methods can include reduction reuse recycling andor compost,19,19,,,,
Note Progress against all goals listed by fiscal year FY is measured through the end of the fiscal year,12,26,diff,empty,,
Connectivity in a conflict zone Ciscos response to the war in Ukraine,10,5,diff,,,
The war in Ukraine has resulted in the largest human displacement and refugee crisis in Europe since World War II During this devastating time we have continued to support the people of Ukraine with aidas well as essential connectivity and security services that only Cisco can provide,5,10,diff,,,
Keeping the power on assists with other urgent needs like people staying in touch with the rest of the world to get their message out so we can understand what is happening,2,26,diff,empty,,
JJ Cummings Team Lead Cisco Talos Threat Intelligence Interdiction,1,26,diff,empty,,
An invisible line of defense In January 2022 as Russian troops began to amass at the Ukrainian border Talos Ciscos threat intelligence arm started preparing too Knowing that cyber attacks against Ukrainian citizens and infrastructure were likely we increased our monitoring for unusual activity,1,20,diff,,,
The stakes were and remain incredibly high Says JJ Cummings Cisco Talos Threat Intelligence Interdiction team lead We can stop attacks that could result in power outages by identifying early adversary behavior and stopping it This could include keeping the power on in hospitals where patients are being treated for critical care whether from the battlefield or a standard medical emergency,5,9,diff,,,
Throughout the war Talos experts have worked alongside customer security teams to identify and block threats We have offered this support for free along with free autorenewals of our security products and services Its the right thing to do Cummings says,1,22,diff,,,
Providing aid to refugees As soon as the Russian ground invasion began teams across Cisco acted swiftly to help people in need We contributed Cisco equipment valued at approximately US6 million to set up emergency connectivity and networking equipment for use by nonprofit partners UN agencies bomb shelters and the Ukrainian government Cisco Crisis Response CCR teams deployed to Krakow Poland where they worked alongside Cisco volunteers to build and deliver emergency communications kits uniquely tailored to the needs of response agencies,5,9,diff,,,
Cisco also supported the efforts of NGOs meeting other basic needs with a total of US375 million US325 million of which was disbursed in fiscal 2022 Our grants went to organizations like UN World Food Programme which with the support of Cisco and other organizations delivered nearly 80000 metric tons of food and over US233 million in cash assistance in the first six months of the crisis For Ukrainian refugees who are currently living in other parts of Europe Cisco and the Cisco Foundation are working with partners like Medibus European Schoolnet and NESsT to offer medical services education and connections to job opportunities,2,11,diff,,,
Cisco equipment valued at approximately US6 million contributed,24,26,diff,empty,,
Support from within Cisco In addition to these grants and partnerships Cisco employees around the world have stepped up to help As of the end of fiscal 2022 over 15600 employees donated more than US15 million to 25 nonprofit organizations featured in our Ukraine Humanitarian Assistance Fund With Cisco Foundation and corporate matching we raised over US43 million in total Cisco has stopped all business operations in Russia and Belarus and offered supportincluding temporary relocation allowances for unexpected expenses and emergency time offto Ukrainebased employees We also gave 10 additional volunteer days to employees in Ukraine and Poland to enable them to better give back to their local communities,5,9,diff,,,
Building a holistic inclusive hybrid world,8,26,diff,empty,,
The future of work is hybrid and global Between 2019 and 2021 the number of Americans working primarily from home tripled and this transformation in the way we work is here to stay Cisco was a pioneer in hybrid work long before the pandemic Today 70 percent of our firstline managers have at least one remote employee,9,8,diff,,,
Hybrid is about so much more than where you sit And as a company with expertise in powering hybrid workas well as the provider of networking collaboration and security technologies that make this new reality possible for thousands of partners and customerswe regularly share best practices on how other organizations can make hybrid work work Its not about the number of days spent in the office Building an inclusive hybrid world is about creating strong connected empowered teams delivering solutions for customers and strengthening company culture Our holistic view of hybrid work has four integrated pillars,3,8,diff,,,
Our people practices are grounded in our Conscious Culture which means we intentionally create an environment where everyone is seen heard and included A successful hybrid model prioritizes flexibility wellbeing inclusion and engagement enabling us to hire and advance the careers of people everywhere Weve found that remote work provides opportunities for mentorship and growth for employees at every stage of their career,8,8,,,,
Hybrid work means we can offer our people flexibility choice and agency Our policies and guidelines create a flexible hybrid environment while remaining compliant with local laws and regulations Ciscos latest guidelines cover temporary assignments permanent moves home office and Internet policies and expense reimbursements At every step on our hybrid journey we ensure that our standards are clear inclusive and accessible,12,3,diff,,,
Hybrid shifts the focus from where we work to what we do and how we do it We can offer our people a seamless experience no matter where they sit We believe that the office should be a magnet not a mandate and our new Collaboration Centers are designed to support and facilitate team collaboration connection and wellbeing Ciscos flagship Collaboration Center at Penn 1 see sidebar is not just a place for meetings but also for team building fitness and community engagement Its an example to our customers and employees of whats possible,9,10,diff,,,
Digital technology has the power to humanize the enterprise Ciscos unparalleled technology solutions for collaboration security and networking come together to make hybrid work a reality While workers might once have felt excluded or sidelined when working remotely Cisco technology is helping create consistent inclusive experiences for all people everywhere,11,8,diff,,,
Hybrid work can be both smart and sustainable,15,24,diff,,,
Ciscos Collaboration Centers are digitally enabled efficient workspaces that create a comfortable safe and inspiring environment for customers and employees to meet The redesign of our Penn 1 building in New York City uses Power over Ethernet capabilities that removed thousands of pounds of steel conduit and copper from the building and reduced energy needs by tons of megawatts The building also uses Cisco video endpoints to monitor and measure occupancy space utilization indoor air quality energy usage,21,24,diff,,,
and security With these insights,1,22,diff,,,
we can automatically adjust smart blinds lighting and HVAC settingsfurther reducing our expenses and energy use,24,24,,,,
A netzero business is just the beginning,3,26,diff,empty,,
Mary de Wysocki Ciscos first Chief Sustainability Officer shares the strides the company has made not just toward decarbonizing our own businessbut bringing customers suppliers and community partners along for the journey,17,10,diff,,,
How does a netzero goal align with Ciscos purpose to Power an Inclusive Future for All,8,26,diff,empty,,
We cant have any kind of future if we dont have a healthy planet Beyond that,2,26,diff,empty,,
the promise of technology is that it enables us to rethink business models in ways that are digital and lowcarbon but also improve individual wellbeing and create opportunities for communities One example is hybrid work which helps enable inclusion because it allows us to include more people and more work styles in more places Hybrid work can also have environmental benefits particularly when combined with smart building technology that uses sensors and lowvoltage Power over Ethernet These innovations allow us to monitor and control temperature lighting and air quality as well as reduce embodied carbon from steel conduits and copper wiring This is the kind of digital lowcarbon inclusive thinking we want to accelerateholistic solutions that benefit business people communities and the planet,21,11,diff,,,
Why was now the right time for Cisco to set a netzero goal,18,26,diff,empty,,
Our world is at a tipping point I think were all seeing the impact of climate change whether in the form of hurricanes flooding droughts or fires Given the climate reality its time for societies to think beyond mitigation and consider adaptation and regeneration as well This moment also presents an inflection point for businesses To survive in this new reality businesses must become not only digital but also lowcarbon Cisco has helped our customers accelerate their digital transformations since our founding and today we have an opportunity to bring about a lowcarbon transformation through our global reach as well,13,25,diff,,,
Cisco has a long history of goalsetting including more than a decades worth of emissions goalsand rigorously reporting on and validating those goals Why is validation so important,25,21,diff,,,
Cisco has practiced a social investment strategy focused on earlystage solutions for more than 20 years through the Cisco Foundation How will your experience in this space support emissions reduction beyond your value chain,25,25,,,,
The Cisco Foundationalong with innovation competitions we organize like the Cisco,4,3,diff,,,
Global Problem Solver Challengehelps stimulate cuttingedge innovation in areas where its most needed Today the Foundation focuses on earlystage decarbonization technology and naturebased solutions to climate change These investments send a signal to other investors about what we value and where we believe the future is headed,13,3,diff,,,
A recent Cisco Foundation grantee Im particularly excited about is Seacology and its Dominican Republic Mangrove Initiative which supports businesses that protect the countrys critical mangrove forests Mangroves are known for helping sequester carbon as well as protecting coastlines from storm surges and sea level rise a great example of tackling both climate change mitigation and adaptation at the same time The initiative also provides jobs for residents in vulnerable coastal areas building powerful connections with members of these communities and demonstrating the importance of inclusion in the lowcarbon transition,13,25,diff,,,
Its important to help validate our impact through external verification because it ensures that our actions are having the outcomes we intend Ciscos net zero by 2040 goal achieved validation from the SBTi under its new NetZero Standard which requires us to reduce our absolute Scope 1 2 and 3 emissions 90 percent by 2040 The SBTi also requires interim goals and annual updates on progress that will keep us accountable,25,10,diff,,,
Having an SBTivalidated goal means that you must address emissions across your value chain not just your own operations How do you approach reducing emissions and driving transformation more broadly,21,21,,,,
Helping our customers and suppliers meet their own decarbonization goals is a critical way that Cisco will help bring about a digital and lowcarbon future The use of Ciscos products makes up the majority of our emissions footprint Our engineers have made great progress in power efficiency and circular design and were also seeing customers ask for more capabilities and greater bandwidth that increase power demands That means we must think even bigger exploring ways to accelerate renewable energy adoption and the greening of the grid Our secondlargest source of emissions is our supply chain Cisco has set a goal that 80 percent of our top component manufacturing and logistics suppliers will set public GHG emissions reductions targets by 2025 and we regularly share our learnings with them,25,24,diff,,,
Ethically build and deliver technology that securely powers the worlds connectivity,0,26,diff,empty,,
As the stewards of the data that make modern life possible technology companies must earn customers and users trust This means being mindful of how our products are made and used and taking steps to address potential negative impacts Cisco strives to design and build technology in ways that respect human rights promote inclusion and protect privacy and security so that everyone can benefit from a more connected world,1,10,diff,,,
Data underlies nearly every aspect of how we work play learn and connect The security and privacy of data therefore is closely tied to many of the worlds challenges,1,22,diff,,,
Today as teams increasingly work in a distributed fashion organizations need new ways to securely connect users applications and things Threats such as ransomware and exploitation of software vulnerabilities are increasingly commonplace Cyberspace has become a new frontier in global warfare For example since the Russian invasion of Ukraine cyber attacks against Ukrainian users have surged,1,1,,,,
In this environment regulatory and consumer expectations of companies regarding security privacy and trust are higher than everand Cisco is proud to be a leader in this space As a large global enterprise we must safeguard our business and help customers do the same Our security products and solutions provide the protection that businesses need We are also committed to sharing our perspective on matters of security privacy and trust so that all organizations can operate more safely To this end in fiscal 2022 Cisco published The New Trust Standarda compilation of what weve learned from our experiences securing and digitally enabling thousands of customers around the world While the building blocks of trust will surely evolve further in response to changing customer expectations technology cyber threats and international data governance The New Trust Standard provides a framework,1,22,diff,,,
for trusted digital relationships today,3,26,diff,empty,,
Visit Ciscos ESG Reporting Hub for more information on security privacy and trust,1,22,diff,,,
We understand that business is built on trust and we are dedicated to affirming that customers trust in us is wellplaced and welldeserved,0,26,diff,empty,,
Brad Arkin Senior Vice President,3,26,diff,empty,,
Our Impact Our commitment to transparency,0,10,diff,,,
Governmental organizations at all levels around the world use Cisco technology They also set policies and regulations that determine how technology should operate Engaging with policymakers regulators and government agencies on matters related to security privacy and trust is an essential part of our work For example we occasionally receive requests for data related to ongoing investigations from law enforcement intelligence agencies or governments When this happens Cisco follows a strict set of policies and procedures to help ensure that data disclosures are minimized and controlled and that access to our solutions and services remains free from unlawful intrusion We publish data related to these requests including the number of requests by country and how many requests we fulfill or reject every six months in our Transparency Reports,1,22,diff,,,
On May 12 2021 US President Joe Biden signed an executive order mandating more transparency in the software supply chain Cisco stood ready to respond to this order and supports the tech industrys adoption of software bills of materials SBOMs Later in the year after a vulnerability was discovered in the Apache Log4j 2 opensource software Cisco Senior Vice President and Chief Security and Trust Officer Brad Arkin spoke to a US Senate committee on Ciscos response the security risks inherent in all software including opensource software and steps the federal government and Congress can take to foster widespread adoption of secure software development practices,1,22,diff,,,
Valuing privacy and inclusion in software design,22,6,diff,,,
When it comes to Powering an Inclusive Future for All respect for human rights is a fundamental innovation principle Privacy security and inclusion must be central in the design methodology especially when it comes to artificial intelligence and machine learning Training data sets often determine how product design and user experience take shapethe adage goodness in goodness out certainly applies Developers must take steps to ensure these data sets are robust diverse and representative of all users Failing to do so can result in inaccuracies disappointing user experiences and unintended bias,1,22,diff,,,
Take for example Webex virtual backgrounds which are designed to hide users surroundings to enhance privacy security professionalism and fun Early research versions of this feature which reflected the state of the art at the time did not perform well for certain hair textures and styles or lighting conditions In some cases they inadvertently filtered out portions of a users appearance Our engineers recognized that broader more diverse training data sets that were representative of the Webex user base were required and addressed this during the design phase before releasing the feature By applying data that was anonymized ethically sourced usercontributed opensource provided with explicit consent and respectful of individual privacy in other ways we made the training data more robust This resulted in more representative images and algorithms and a much better and more inclusive user experience for all,1,22,diff,,,
In 2022 we built on the learnings from the Webex team and launched our Responsible AI Framework based on six principles Transparency Fairness Accountability Privacy Security and Reliability Our Responsible AI Working Group continuously drives adherence to these principles by putting new technologies through Responsible AI Impact Assessments offering guidance on how to manage risk to human rights and providing accountability via incident reporting of human rights privacy and security concerns,1,10,diff,,,
Our approach to responsible AI helps us design for fairness from ideation and make improvements throughout the product lifecycle,15,0,diff,,,
Delivering security and privacy everywhere,1,22,diff,,,
Cisco has an important role to play in improving the worlds cybersecurity We actively engage in the development of industry standards and international frameworks such as the EU Cloud Code of Conduct the Global Cross Border Privacy Rules system and Joint Cyber Defense Collaborative We are steadfast in upholding our commitments to security and privacy by design anchored on the principles of transparency fairness and accountability At the same time we are raising the bar to meet new threats and current realities For example we are taking steps to secure opensource software responsibly disclose vulnerabilities in our products and services support government and thirdparty initiatives to deliver more trustworthy software and enable Data Free Flows with Trust DFFT We are also strengthening our capabilities to help customers defend their critical infrastructurelike hospitals utilities transportation and government servicesagainst threats Protecting these essential functions amounts to keeping as many organizations as possible above the cyber security poverty line,1,22,diff,,,
Sharing our expertise with all,8,26,diff,empty,,
We view security and privacy as an imperative for all organizations Thats why we work to share our knowledge and solutions widely with our customers industry associations and private and publicsector organizations around the world For our employee base Cisco offers both required security and privacy training to all employees and specialized training and certifications for security and privacy professionals We share tips for users to keep themselves and their families safe online To make security and privacy more accessible we offer opensource software and free versions of some of our most popular security solutions such as Snort for realtime traffic analysis and packet logging and ClamAV for detecting trojans viruses malware and other malicious threats We conduct research on key privacy issues facing organizations and consumers and publish the reports on our Trust Center Learn more about our collaborations research,1,22,diff,,,
and resources in the ESG Reporting Hub,12,26,diff,empty,,
As a major provider of the technology that connects much of the world Ciscos stakeholders trust us to consider human rights across every aspect of our global operations from sourcing and supply chain to the design and use of our products,17,10,diff,,,
We strive to meet this responsibility in a way that reflects the global nature and complexity of our business and the rapid pace of innovation We focus on striving to protect all groups and particularly vulnerable ones from harm These measures include auditing for proper treatment of people working for our component suppliers and putting controls in place to help design our products with consideration for all users,15,0,diff,,,
We govern human rights within our business and supply chain through our Global Human Rights Policy and Supplier Code of Conduct which are managed by our Business and Human Rights team and Supply Chain Sustainability team We have established executivelevel committees to help inform and advise the work of these dedicated subjectmatter experts We continue to strengthen our processes and policies as technology risks and expectations of businesses evolve,17,10,diff,,,
Our impact Across the Cisco enterprise,3,10,diff,,,
We are continuing to mature our Business and Human Rights approach For example we have expanded our human rights focus within product development and we are looking across the value chain to help address human rights impacts that we may be linked to through our business relationships,10,10,,,,
