paragraph,predict_label,count,different,empty,diff rate,empty rate
Leadership Development 28 Attracting Developing and Engaging Our People 29 Caring for ITTers and Their Families 30 Safety at ITT 31 Comprehensive Wellbeing 32 Human Rights and Fair Labor Practices 33 Product and Supply Chain 34,11,11,,,,
Habonim HQ Solar Panel Roof Kfar HaNass Israel,24,24,,,,
Investment in technologies to reduce our CO2 emissions waste sent to landfills and water usage Development of a credible path to carbon neutrality through our Reduce Avoid Offset framework,19,25,diff,,,
Our approach to environmental stewardship can broadly be classified into three categories,23,7,diff,,,
Development of innovative products that help customers reduce their emissions and achieve their sustainability goals,15,0,diff,,,
ITT partners with our customers to solve challenging problems and deliver bestinclass solutions Our,0,26,diff,empty,,
products enable them to operate more efficiently and productively reduce their total cost of ownership and,15,26,diff,empty,,
to produce sustainable environmentally impactful technologies For example our solutions reduce fine dust,15,26,diff,empty,,
emissions in brake pads for automotive original equipment OE customers support the global transition to,21,21,,,,
electrified vehicles and reduce energy usage in industrial and chemical applications,24,24,,,,
A good portion of what we doapproximately 12 of revenue in 2021came from our electric and,24,26,diff,empty,,
emissionsreducing products ITT is committed to furthering innovation and introducing technology,15,3,diff,,,
into our products that supports a cleaner more sustainable future for our customers and the world We,15,26,diff,empty,,
are working to understand and reduce the carbon footprint of our products across their entire life cycle,15,24,diff,,,
including enduser vehicle use for our customers,1,26,diff,empty,,
Ensuring efficient sustainable environmentally conscious operations is a business imperative for ITT In,15,26,diff,empty,,
2021 ITT developed the ReduceAvoidOffset framework which focuses on pursuing emission reduction goals,21,19,diff,,,
through targeted energy efficiency programs and renewable energy investments The framework will drive the,24,24,,,,
creation of our path to carbon neutrality We are also taking steps to minimize the waste sent to landfills and,19,19,,,,
Framework to Reduce Greenhouse Gas Emissions,25,25,,,,
emissions through new technologies and energy efficiency plans,21,24,diff,,,
emissions by using more sustainable energy sources both selfproduced and purchased,24,21,diff,,,
ITT is leading the way on the transition to cleaner and safer brake pad technologies,15,26,diff,empty,,
In April 2022 ITT announced its investment in HPL Technologies HPL a German,24,26,diff,empty,,
In 2015 ITT began developing copperfree brake pad formulations for automotive OE,15,26,diff,empty,,
customers This was in response to new more demanding environmental regulations,12,9,diff,,,
that will take effect in Europe in 2025 As of 2021 ITTs copperfree brake pad,24,26,diff,empty,,
production has grown to approximately 60 of total OE volume We expect that by 2025,24,26,diff,empty,,
based technology startup leading the rotor coating market with its groundbreaking WECODUR technology The technology allows rotors to last longer better resist corrosion and reduce fine dust emissions from brake systems HPLs WECODUR technology combined with ITT Motion Technologies brake pads designed specifically,9,21,diff,,,
nearly 100 of our OE production in North America will be comprised of copperfree pads,24,26,diff,empty,,
for hardcoated brake disks will offer industryleading and environmentally friendly,15,26,diff,empty,,
with China and Europe approaching 100 of production by 2031 where permissible by,24,26,diff,empty,,
The iALERT solution quickly accurately and efficiently identifies and diagnoses,9,26,diff,empty,,
mechanical and electrical failures in pumps motors and other industrial machines,9,26,diff,empty,,
Bornemann TwinScrew Pumps are selfpriming multiphase pumps that allow,24,26,diff,empty,,
for the transport of untreated well flow in a single multiphase pipeline to central,20,26,diff,empty,,
The iALERT 3 sensors and advanced vibration diagnostic tools allow pump operators,5,26,diff,empty,,
processing removing separators heater treaters and most importantly flares as with,24,26,diff,empty,,
to detect problems before they occur thereby reducing repair and maintenance cycles,9,26,diff,empty,,
conventional pumps and compressors The TwinScrew Pump technology allows our,24,26,diff,empty,,
and cost and avoiding catastrophic machine breakdowns There are currently 3500,18,26,diff,empty,,
energy customers to revitalize aging wells and eliminate harmful flaring,24,24,,,,
sensors active and monitored on 2400 assets worldwide and expanding,18,26,diff,empty,,
EMD is a smart motor that embeds innovative power electronics,15,24,diff,,,
ITT acquired Israelibased Habonim a manufacturer of specialty ball,15,26,diff,empty,,
ITTs aerospace customers are increasingly focused on converting,3,26,diff,empty,,
technology directly into a pumps motor With traditional motor,15,26,diff,empty,,
valves and actuation technologies for harsh applications in 2022,24,26,diff,empty,,
aerospace components to lighter materials that reduce the,15,26,diff,empty,,
drives operators cannot vary motor speeds resulting in higher energy,24,24,,,,
consumption Initial pilot field test of EMD with its embedded variable,24,26,diff,empty,,
speed drive showed energy savings between 55 and 85 with 50,24,24,,,,
lower installed cost versus existing technologies,24,26,diff,empty,,
Designing and producing high performance valves for gas,24,8,diff,,,
distribution including liquefied natural gas LNG chemical,25,25,,,,
pharmaceutical and general industrial markets Habonim provides,4,25,diff,,,
overall weight of the aircraft and thus save on fuel In response,24,5,diff,,,
to their needs ITT increasingly designs aircraft components,15,26,diff,empty,,
customized integrated valve packages that solve critical customer,15,26,diff,empty,,
ITTs Matrix Composites business uses stateoftheart Resin Transfer,15,26,diff,empty,,
applications Habonim also develops and manufactures ultralow,24,26,diff,empty,,
Molding RTM to produce highperformance composite parts The,15,26,diff,empty,,
temperature and highpressure valves to serve the hydrogen,24,26,diff,empty,,
everincreasing drive to boost fuel efficiency continues to stimulate,24,20,diff,,,
green energy transition which supports the move away from,18,24,diff,,,
the adoption of composites in aircraft and aeroengine components,15,26,diff,empty,,
Matrixs RTM process produces complex threedimensional parts,4,26,diff,empty,,
with high mechanical performance tight dimensional tolerances and high surface finishes,15,8,diff,,,
ITT is leading the electrified transition with its worldclass brake pads for electric vehicles and its Cannon connectors ITT Friction Technologies proactive approach with electric vehicle EV frontrunners defines new standards,12,11,diff,,,
for performance differentiators ITT operates two innovation centers focused on EV brake pad developmentin Barge Italy and Wuxi China In 2021 we were awarded content on 31 new electric vehicle platforms Cannon,15,3,diff,,,
connectors have been at the forefront of EV charging technology for over a decadedelivering fully proven and innovative connectors solutions across the globe Cannon connectors support EV infrastructure expansion for,24,4,diff,,,
AC DC and highpower EV chargers,24,26,diff,empty,,
ITT Estimated Electrified Vehicle Revenue,24,26,diff,empty,,
Global Light Vehicle Production by Propulsion1,24,26,diff,empty,,
Smart Pad for Electric Vehicles,24,24,,,,
1 IHS Global Light Vehicle production estimates,24,26,diff,empty,,
Energy efficiency is the first step to minimizing environmental impacts,24,24,,,,
while ensuring our production is economical and competitive ITT has,4,26,diff,empty,,
implemented projects across many of our global locations to reduce,2,26,diff,empty,,
energy usage by improving lighting and climate control systems and,24,24,,,,
by eliminating waste in our manufacturing processes,19,15,diff,,,
For example our facility in Termoli Italy recently upgraded its,12,26,diff,empty,,
compressor system and as a result saved 1650 MWh of electricity and 356400 kg CO2eq which is almost equal to the amount of energy 200 homes would use in one year By upgrading its compressor,24,24,,,,
systems our Termoli plant is saving approximately 30 of electricity,24,26,diff,empty,,
needed for compressed air production,21,26,diff,empty,,
Another example of energy efficiency improvements that we are,24,24,,,,
making relates to the two cogeneration units that we are investing in at Barge Italy and Kanczuga Poland These gas powered cogeneration,24,24,,,,
plants will use the latest gas turbine technology to produce electricity,24,25,diff,,,
and supply the sites needs in terms of cooling and heating All this while,24,26,diff,empty,,
reducing our energy consumption and emissions by approximately,24,21,diff,,,
12 compared to existing equipment,24,26,diff,empty,,
ITT maintains stateoftheart controls to reduce GHG emissions and,25,21,diff,,,
volatile organic compounds VOCs other hazardous air pollutants and,21,19,diff,,,
particulate matter Our emissions controls include carbon filters and,21,21,,,,
regenerative thermal oxidizers RTOs plus monitoring programs to,24,21,diff,,,
ensure compliance with all regulatory standards,12,0,diff,,,
Over the last few years ITT has significantly built upon its commitment to renewable energy including increasing our capacity for energy generation In addition to building our clean energy,24,24,,,,
production capability we also invest in purchasing renewable energy,24,24,,,,
Carbon offsets are a practical and effective way to address climate,13,25,diff,,,
change counteract our carbon footprint and encourage the growth of,13,24,diff,,,
renewable energy However our focus continues to be on reducing and,24,24,,,,
avoiding emissions As we define our path to carbon neutrality we will,25,25,,,,
evaluate the potential benefits of additional offsets,12,11,diff,,,
Guarantees of origin GOs are a marketbased instrument that,4,26,diff,empty,,
certifies the bearer owns one megawatthour MWh of electricity,24,26,diff,empty,,
generated from a renewable energy resource,24,24,,,,
Since 2020 ITT has purchased Guarantees of Origin for electricity,12,26,diff,empty,,
from the local grid for the Barge Termoli and Vauda Italy production,24,24,,,,
plants as well as for our Kanczuga Poland site In 2021 we extended,15,26,diff,empty,,
renewable energy certificates to our facilities in Stalowa Wola Poland,24,24,,,,
Including the benefit of the Guarantees of Origin ITT has reduced our net GHG emissions by more than 21640000 kg CO2eq in 2021 roughly the emissions produced by 3300 gas,25,25,,,,
powered vehicles in one year,24,26,diff,empty,,
Over the past several years we have made significant investments in technology resources and equipment,24,26,diff,empty,,
to reduce our carbon footprint These investments and the Guarantees of Origin have resulted in a net,12,24,diff,,,
reduction of our GHG emissions by 32 versus 2019 despite a significant increase in volume Building on,25,25,,,,
these improvements in 2022 ITT began to develop its path to carbon neutrality that will guide the companys,12,25,diff,,,
environmental practices over the next several decades through the ReduceAvoidOffset framework We,18,9,diff,,,
launched the first phase of this initiative in 2022,12,26,diff,empty,,
Friction Italy Pilot Program AtAGlance Anticipating more stringent regulatory requirements related to GHG emissions in 2022 we initiated a pilot,25,21,diff,,,
program at our Motion Technologies sites in ItalyBarge Vauda Canavese and Termoligeared towards,12,26,diff,empty,,
precisely quantifying and analyzing Scope 1 2 and 3 GHG emissions on a path to carbon neutrality We chose to,25,25,,,,
by macro categories energy management,24,11,diff,,,
equipment maintenance utilization and hot,24,26,diff,empty,,
and coldwater usage and that helps us,20,26,diff,empty,,
define a progress roadmap by category,12,26,diff,empty,,
As a result of this initiative we have improved,12,26,diff,empty,,
the integrity of our data that led to adjustment,0,0,,,,
of our GHG emissions disclosure since,25,12,diff,,,
2019 which we believe will allow us to more,12,26,diff,empty,,
effectively tackle our reduction targets,25,19,diff,,,
begin this process in Italy because these are the most energy intensive sites across ITT as well as the most,24,24,,,,
Chart represents percent of total ITT energy usage in 2021 by site,24,24,,,,
advanced facilities in their sustainability journey In fact Motion Technologies accounts for nearly 70 of ITTs,15,0,diff,,,
total emissions in 2021 and the three sites account for 34,25,21,diff,,,
The primary objectives of the pilot program are as follows,2,26,diff,empty,,
1 Development of locationbased GHG calculations that provide a complementary view to our marketbased,25,4,diff,,,
emission calculation based on ISO 14064 standard,21,26,diff,empty,,
2 Introduction and deployment of a detailed action list of green capex projects to reduce and eliminate,12,26,diff,empty,,
3 Development of best practices and lessons learned that can be applied to future projects,12,4,diff,,,
4 Introduction of emissions reduction targets for all of ITT based on the pilot findings extrapolated across,25,25,,,,
Our work over the past several years has set the foundation for the,10,26,diff,empty,,
emissions reduction targets we are establishing today We expect to,25,25,,,,
reduce our global Scope 1 and 2 emissions for all of ITT by 10 by,25,21,diff,,,
the end of 2026 compared to 2021,12,26,diff,empty,,
We believe these targets are meaningful and achievable and a first step in defining and developing a path to,12,26,diff,empty,,
carbon neutrality We will use the methodology that has been successfully deployed in the pilot to asses our,25,25,,,,
efforts determine how we can deploy similar strategies to other locations throughout Europe and North America,3,26,diff,empty,,
and to further develop near mid and longterm targets that are sciencebased and supported by data We,12,22,diff,,,
will continue to determine the timing and cadence of our effort based on the energy usage energy security and,24,24,,,,
Working with subject matter experts on the ground and local consultants the team is developing tools to,12,11,diff,,,
energy cost at each site We will update our Board and other stakeholders at least annually on our progress and,24,7,diff,,,
track and analyze the efficacy of emissions reduction projects We are incorporating analytics to measure,21,25,diff,,,
we expect that future actions will include identification and analysis of scope 3 emissions as well,25,4,diff,,,
our progress and leveraging best practices as we plan for the next phase of the rollout As an example we,3,11,diff,,,
have developed an Energy Assessment matrix by plant that structures our approach to energy sustainability,24,10,diff,,,
Investing for a Sustainable Future,3,26,diff,empty,,
Throughout 2021 we continued to produce environmentally friendly technologies for our customers while making,15,26,diff,empty,,
investments to reduce our own carbon footprint We understand that commitments to move towards a more,25,24,diff,,,
sustainable future also require a change in how we allocate capital,3,26,diff,empty,,
Beginning in 2021 ITT committed to allocate up to 10,12,26,diff,empty,,
Combined Heating and Cooling Power System,24,26,diff,empty,,
of our annual capital expenditures towards initiatives to,12,26,diff,empty,,
In our Barge Italy facility we invested in a cogeneration,12,24,diff,,,
drive energy efficiency reduce water consumption and,24,20,diff,,,
plant to provide power heating and cooling to,24,26,diff,empty,,
lessen carbon emissions in our operations,25,21,diff,,,
our Friction plant The investment will yield a 12,12,26,diff,empty,,
We assess projects using the sustainability,12,0,diff,,,
returnoninvestment framework depicted in the,18,26,diff,empty,,
graphic on the left The viability of each project is,15,26,diff,empty,,
analyzed based on this framework and answers to the,12,26,diff,empty,,
Does the project support ITTs values and strategy,10,0,diff,,,
Does the project create longterm value for the,12,26,diff,empty,,
business the environment and society,10,26,diff,empty,,
Does the project enhance quantitative,12,26,diff,empty,,
objectives including net present value NPV,12,26,diff,empty,,
Through the second quarter of 2022 we committed,12,26,diff,empty,,
over 8 million for energy efficiency and renewable,24,24,,,,
energy projects and are on track to meet or exceed,24,24,,,,
our fullyear commitment for green investments These,10,26,diff,empty,,
green projects will protect us from energy price inflation,12,24,diff,,,
and scarcity and make ITT a more sustainable company,17,26,diff,empty,,
improvement in energy efficiency and is expected to reduce CO2kWh emissions by 11 and eliminate approximately 1600 tons of CO2 emissions annually We plan to implement the cogeneration plant in 2023,24,24,,,,
Construction site for Combined Heating and Cooling Power System in Barge Italy,24,26,diff,empty,,
Solar Power Lake in Barge Italy,24,24,,,,
Nogales MexicoWe are investing approximately 1 million to install 1050 solar panels over the employee parking lot at our Nogales Mexico facility This installation will reduce CO2 emissions by 404 tonnes annually and will support 8 of our energy needs at the site The carbon offset is equivalent to planting more than 6500 treesBarge ItalyToday our facility in Barge boasts two photovoltaic systems which are described below and we recently approved the construction of a third system As a result of these investments in 2023 the total installed capacity of our photovoltaic systems will be 1065 kWp which will reduce the sites dependence on external energy supply by 9The Solar Lake We invested 25 million to construct a solar lake that consists of approximately 3000 solar panelsabout the size of four Olympicsized swimming pools The installation will support approximately 30 of energy demand at the innovation center The lake is expected to reduce CO2 emissions by 3728 tonnes per year equivalent to the CO2 emissions generated by about 42000 gallons of gas The project is expected to be completed by the end of 2022The Production Plant Rooftop We are investing approximately 16 million to install about 2000 solar panels to cover the rooftop of our Motion Technologies production plant The installation will reduce CO2 emissions by 284 tonnes annually and will support approximately 2 of the production plants energy needs This carbon reduction is equivalent to planting approximately 5000 treesOudBeijerland NetherlandsWe are investing approximately 16 million for solar panels at our KONI facility in OudBeijerland Netherlands This project will consist of approximately 4250 solar panels installed on the facility roof This installation will generate 1600 kwh of electricity and support 55 of the sites energy needs This will reduce CO2 emissions by 460 tonnes annually equivalent to planting more than,21,24,diff,,,
GHG Generation and Energy Consumption,25,24,diff,,,
ITT uses both direct energy sources eg natural gas and indirect sources eg purchased electricity,24,24,,,,
Natural gas is the largest portion of our direct energy usage Our indirect energy sources include,24,24,,,,
electricity generated in part from renewable sources,24,26,diff,empty,,
Thanks to increased utilization of renewable energy sources and the environmental benefits of,24,9,diff,,,
Guarantees of Origin in 2021 total GHG emissions decreased 32 versus 2019 despite increased,25,21,diff,,,
industrial activity corresponding with a recovery to prepandemic production volumes,24,5,diff,,,
As part of the Barge Italy pilot program mentioned earlier we increased the scope and rigor in the,12,26,diff,empty,,
collection of indirect emissions to include imported thermal and cooling energy which we captured in,24,21,diff,,,
previous years Our enhanced procedures provided a more accurate representation of our GHG emissions,25,21,diff,,,
from 2019 which we used as the basis for our 2026 targets We believe that the data and analysis in the,12,4,diff,,,
2022 pilot will provide a better foundation upon which we will continually measure our progress The Adjustments to each year are reflected in the table to the right,12,26,diff,empty,,
GHG Generated Metric tons of C0,25,26,diff,empty,,
32 Reduction 2021 vs 2019,12,19,diff,,,
GHG Indirect Scope 2 Restated,25,26,diff,empty,,
GHG Direct Scope 1 Restated,25,26,diff,empty,,
Adjustments to Previously Reported Emissions,25,21,diff,,,
Limiting the use of materials in our processes minimizes hazardous and nonhazardous waste and,19,19,,,,
also reduces costs After a 23 reduction in 2020 waste to landfill disposal increased in 2021 due,19,19,,,,
primarily to the significant increase in production volumes coinciding with the emergence from the global pandemic However the waste to landfill disposal was still 13 lower than 2019 prior to the pandemic,19,19,,,,
Waste to Landfill Metric tons of landfill waste,19,19,,,,
13 Reduction 2021 vs 2019,12,19,diff,,,
Recycled Material Metric tons of recycled material,15,26,diff,empty,,
ITT uses water for potable supply cleaning activities limited process operations and some cooling and,20,20,,,,
Controls facility Orchard Park NY,18,26,diff,empty,,
testing applications Our sites employ a variety of methods to reduce water consumption including,20,20,,,,
Our controls plant invested in a closedloop system with water cooling capabilities for endurance testing of,20,20,,,,
recycling and reusing water installing innovative water treatment technology and updating water,20,20,,,,
various Enidine products including elastomeric bearings used in helicopter rotors The testing requires water,20,20,,,,
Our water consumption increased in 2021 due to,20,20,,,,
flushing of fire suppression systems at our Seneca,5,26,diff,empty,,
Falls site a onetime leak in underground piping at,5,26,diff,empty,,
our Termoli Italy facility and other increases across,12,26,diff,empty,,
facilities stemming from increased activity as the,2,26,diff,empty,,
company emerged from the global pandemic,5,26,diff,empty,,
Engineered Valve facility in Lancaster PA,24,26,diff,empty,,
Our valves plant installed a closed loop water filtration,20,20,,,,
system which reduces water usage by 61 and saves,20,20,,,,
800000 gallons of water annually Thats the equivalent,20,20,,,,
to almost seven years of water consumption for a,20,20,,,,
family of four in the US It also eliminates wastewater,20,20,,,,
discharge to the local sewer system,20,20,,,,
within a certain temperature range and the cooling system enables us to reuse the water for subsequent,24,20,diff,,,
phases of testing We anticipate that installing this new closedloop system will eliminate the use and,15,26,diff,empty,,
discharge of an estimated 75 million gallons of water per year,20,20,,,,
Safety Quality and Environmental Management Standards,14,11,diff,,,
ITTs commitment to operational excellence demands we maintain strict quality management programs to,12,6,diff,,,
meet both our customer and regulatory requirements Around the world our manufacturing facilities comply with,12,15,diff,,,
a wide range of externally audited standards demonstrated in the table below,0,11,diff,,,
ISO 9001 International standard for generic quality management system ISO 14001 International standard for environmental management ISO 45001 International standard for occupational health and safety management,9,11,diff,,,
IATF 16949 International standard for quality management system in the automotive industry ISOTS 22163 International standard for quality management system in the railway industry AS9100 International standard for,14,6,diff,,,
quality management system in the aerospace industry ATEX 2014 International standard for protective precautions at sites with potentially explosive atmospheres NADCAP US standard for suppliers with proper processes,5,6,diff,,,
in place for aerospace and defense industry ISO 13485 International standard for quality management system in the medical devices industry NSFANSI Drinking Water System ComponentsHealth Effects is an American National,20,20,,,,
Standard that establishes minimum healtheffects requirements for the chemical contaminants and impurities that are indirectly imparted to drinking water from products components and materials used in drinking water systems,19,20,diff,,,
At ITT we recognize that sustainable performance and growth are made possible only through the efforts of our dynamic diverse team of nearly 10000 ITTers Given this one of our most important commitments as a company is to create an engaging inspiring place to work and drive actions which enable every individuals full potential and performance This means putting ITTers safety and wellbeing first in everything we do investing in meaningful career development and prioritizing efforts to build a diverse equitable and inclusive workplace where innovation thrives and everyone is encouraged to achieve their aspirations Our actions also extend to the communities where we operate and find opportunities to serve and support,8,8,,,,
To drive these efforts successfully we foster an environment of accountability continual progress and betterment Since the publication of our first Sustainability Report in 2019 we have conducted deeper more frequent assessments of our human capital strategies and goals listened actively to the perspectives of our ITTers and worked hard to embed our people and culture focus at every level of our organization,3,10,diff,,,
We have also taken steps to set ambitious goals and share our progress transparently Our multiyear goals highlighted in this report include building more diverse teams across ITT with broader representation of women globally 35 and in leadership roles 25 and increasing minority representation in leadership roles 25 in the US We have also been intentional about increasing the number of Black and Hispanic leaders who choose ITT knowing that this is an area of opportunity for us,8,8,,,,
While we are proud of the results we have achieved we also recognize there is much more for us to learn and do to accelerate our progress As we consider our Human Capital plans and actions we value the opportunity provided by this report to share highlights about where weve been where we are today and where we aim to goalways remembering that it is our higher performance culture and our talented,3,8,diff,,,
resilient team which serve as the foundation for ITTs strong sustainable success,3,26,diff,empty,,
Goulds Pumps Seneca Falls NY,4,26,diff,empty,,
The Role of ITTs Board of Directors and Leadership,7,7,,,,
Building a peoplecentered culture starts with our experienced and diverse Board of Directors The,8,7,diff,,,
Boards Compensation and Human Capital Committee supports our ability to meet our people and,8,10,diff,,,
culturerelated goals by overseeing and guiding on a range of areas including executive compensation,8,11,diff,,,
total rewards talent management employee experience and our diversity equity and inclusion strategies,8,8,,,,
Each Compensation and Human Capital Committee meeting includes a discussion of relevant data plans,12,10,diff,,,
Additionally the entire ITT board reviews leadership at ITT throughout the year and holds a dedicated,7,7,,,,
session annually to review succession planning for key leaders This level of Board engagement sets a,7,7,,,,
clear and consistent tone from the top and supports our efforts to make ITT a company where people,3,26,diff,empty,,
from a range of backgrounds and experiences want to grow their careers,8,26,diff,empty,,
ITTs diverse global leaders also play a critical role in driving our focus on people and culture This starts,8,8,,,,
with an expectation to demonstrate inclusive higherperformance behaviors and to be of meaningful,8,26,diff,empty,,
service to our people and teams Local business and enterprise actions support our goal to advance,10,6,diff,,,
plans to develop attract and retain ITT talent and leaders are also intentional about creating frequent,8,8,,,,
connections with ITTers their families and external experts to understand needs and ignite fresh thinking,2,26,diff,empty,,
How We Deliver Sustainable Performance and Growth,3,4,diff,,,
The actions of our people make us who we are and are at the heart of all we accomplish Our goal is to create an inspiring culture and employee experience to attract key talent and build a strong and sustainable future for ITT For us this is an ongoing journey where high performance is never the goalour focus is on working together and continually striving for higher performance in all we do,8,8,,,,
The practice of ITTs ten higher performance culture principles move us towards our goal and broader purpose by serving as a strong organizational glue which guides us in what we do how we act and how we win To ensure ITTers understand these principlesand how to fully embody them through actionswe conducted a number of global workshops in 2021 and are currently embedding our principles and learnings across the company as part of our performance management development hiring rewards and other processes,3,8,diff,,,
As we further drive our higher performance culture work we will focus on demonstrating the link,8,8,,,,
between our culture and business strategy and key execution innovation and growth priorities That is the true power of our modelcreating an environment where all employees are engaged by purpose vision and actions for what we can achieve together,3,3,,,,
We recognize those who embody our higher performance principles in town halls on social media and through our annual ITT Awardsand we are proud and humbled when our external partners and investors do as well The actions that our 400 person team in Wuxi China took during the COVID19 pandemic embody our higher performance culture Their focus and dedication under the most challenging circumstances ensured consistent ontime delivery to our customers and reflected resilience and higher performance behaviors at unprecedented levels,3,8,diff,,,
Inspiring and Elevating Our People and Communities,10,26,diff,empty,,
Launched transgender benefits in the US enhancing genderaffirmation related services and led an inaugural,8,11,diff,,,
