paragraph,predict_label,count,different,empty,diff rate,empty rate
the FedEx Effect Each day FedEx connects,18,26,diff,empty,,
millions of individuals businesses and,4,26,diff,empty,,
communities around the world with opportunities,10,26,diff,empty,,
in a responsible and resourceful manner,10,26,diff,empty,,
The success of our network is built on our,3,26,diff,empty,,
companys sound environmental social and,10,9,diff,,,
governance ESG practices which are outlined,12,0,diff,,,
in this report in three sections focused on our,12,26,diff,empty,,
principles our planet and our people,10,26,diff,empty,,
Our principles reflect our absolute commitment,10,26,diff,empty,,
to ethics integrity and reliability in our business practices These commitments also extend to our,0,6,diff,,,
approach to our supply chain policy advocacy,17,10,diff,,,
data and cybersecurity Guided by the FedEx,1,1,,,,
unifying enterprisewide culture values to knit,3,0,diff,,,
Code of Conduct and reporting channels the,12,26,diff,empty,,
our entire network of nearly 600000 team,8,26,diff,empty,,
FedEx governance structure is the bedrock of,12,0,diff,,,
members together under shared values and,10,0,diff,,,
Our planet looks at the work underway to,12,26,diff,empty,,
behaviors This evolution of our culture builds,8,8,,,,
upon our PeopleServiceProfit philosophy and,12,26,diff,empty,,
Quality Driven Management system which help,0,6,diff,,,
address the urgent challenges of climate change,13,25,diff,,,
FedEx prepare for whats next,18,26,diff,empty,,
by implementing our Reduce Replace and,12,26,diff,empty,,
Revolutionize strategy across our operations,3,26,diff,empty,,
FedEx remains committed to compensating,4,26,diff,empty,,
We continue to make progress toward our goal,10,26,diff,empty,,
our team members fairly for their contributions,10,26,diff,empty,,
of achieving carbon neutral global operations,24,21,diff,,,
and providing highquality opportunities for,0,26,diff,empty,,
by 2040 as announced last year For example,12,26,diff,empty,,
growth To make FedEx even more attractive,18,4,diff,,,
despite continued business growth as seen in,3,4,diff,,,
to prospective team members at all levels,8,26,diff,empty,,
FY21 we have reduced our emissions intensity,21,21,,,,
we have expanded learning and development,2,4,diff,,,
by 45 over the last 12 years,12,26,diff,empty,,
programs DEI initiatives in the workplace,10,8,diff,,,
and the communities we serve flexible work,10,26,diff,empty,,
In April 2021 FedEx became the first North,18,26,diff,empty,,
environments and investments in team member,10,26,diff,empty,,
American transportation and logistics company,17,17,,,,
safety including free COVID19 testing and,14,6,diff,,,
to issue a sustainability bond introducing a,3,0,diff,,,
direct way for the investor community to,12,10,diff,,,
vaccinations for all US team members,2,26,diff,empty,,
support our carbon neutral operations goal We,3,21,diff,,,
Anchored by these three dimensions at the core,4,26,diff,empty,,
are also working with strategic partners such as,3,11,diff,,,
of our business we will continue to innovate for,3,26,diff,empty,,
the Yale Center for Natural Carbon Capture and,23,21,diff,,,
our customers create an environment where our,15,26,diff,empty,,
BrightDrop a new business from General,18,26,diff,empty,,
team members can thrive and work toward our,8,26,diff,empty,,
Motors We know this collaboration is key to,10,8,diff,,,
ambitious goals to deliver for our customers and,15,26,diff,empty,,
identifying sustainable technologies that can be,15,26,diff,empty,,
scaled for the benefit of both FedEx and the,12,26,diff,empty,,
Our people and their commitment to delivering,10,26,diff,empty,,
the Purple Promise set us apart The distinct,4,26,diff,empty,,
FedEx culture is a differentiator and we are,4,8,diff,,,
proud to have recently introduced a set of,12,26,diff,empty,,
Governance structure and ESG risk management,12,12,,,,
Board of Directors and global ESG governance,3,7,diff,,,
At FedEx we focus on longterm performance,3,8,diff,,,
which has guided our companys success for,3,26,diff,empty,,
nearly five decades To deliver on this forward,3,26,diff,empty,,
thinking strategy we embed ESG throughout,3,26,diff,empty,,
our culture and align our sustainability approach,3,0,diff,,,
with our mission and values,10,0,diff,,,
For more information on our environmental and,10,9,diff,,,
social governance approach please visit the Our,10,0,diff,,,
Planet and Our People chapters of this report,23,26,diff,empty,,
The FedEx Board of Directors has reviewed this,7,7,,,,
ESG report The Board and its committees,7,7,,,,
oversee our global sustainability strategies and,3,0,diff,,,
programs and are responsible for evaluating,12,26,diff,empty,,
managements efforts to align enterprise culture,3,8,diff,,,
with our values and longterm strategy We seek to maintain a Board that reflects a wide breadth,7,0,diff,,,
of experiences perspectives and knowledge in,2,26,diff,empty,,
addition to a diversity of gender race ethnicity,8,6,diff,,,
and age Of the 12 members that currently,8,26,diff,empty,,
comprise our Board of Directors four are female,7,7,,,,
and four are ethnically diverse,8,26,diff,empty,,
The Board has four standing committees each,7,7,,,,
of which is solely comprised of independent,12,26,diff,empty,,
members as determined by the Board in,7,7,,,,
accordance with the independence requirements,12,7,diff,,,
of the New York Stock Exchange and the Boards,12,26,diff,empty,,
more stringent director independence standards,0,7,diff,,,
Recently the Board renamed three of the,7,7,,,,
committees to better reflect their respective,12,26,diff,empty,,
oversight responsibilities The Board has,7,7,,,,
delegated each committee specific aspects,12,26,diff,empty,,
The Governance Safety and Public,5,0,diff,,,
Policy Committee oversees our Corporate,12,12,,,,
Social Responsibility CSR goals strategies,10,10,,,,
and programs including with respect,12,26,diff,empty,,
to sustainability and management of,3,0,diff,,,
The Chief Sustainability Officer CSO,3,0,diff,,,
provides updates to the committee at,12,26,diff,empty,,
least annually Additionally the committee,12,26,diff,empty,,
assists the Board in overseeing our,7,7,,,,
safety strategies and programs and,14,6,diff,,,
The Compensation and Human Resources,10,10,,,,
Committee oversees and discusses with,12,26,diff,empty,,
management our diversity equity and inclusion,8,7,diff,,,
DEI workforce enterprise health care and,9,11,diff,,,
other key human resource management,10,10,,,,
The Audit Committee evaluates the execution,12,12,,,,
and effectiveness of our corporate integrity,0,0,,,,
and compliance programs and discusses,12,0,diff,,,
and disclosures as well as alignment of,12,26,diff,empty,,
financial reporting and ESG disclosures and,12,26,diff,empty,,
internal controls and procedures related to,0,26,diff,empty,,
The Cyber and Technology Oversight,0,7,diff,,,
Committee evaluates and discusses with,12,26,diff,empty,,
management the companys cyber and,1,11,diff,,,
technologyrelated risks and the mechanisms,18,26,diff,empty,,
for managing and mitigating such risks in,18,26,diff,empty,,
In 2021 the Board oversaw planning for the announcement of our goal to achieve carbon,12,7,diff,,,
neutral operations the distribution of COVID19,4,26,diff,empty,,
vaccines and the continued rollout of safety,14,6,diff,,,
enhancements across the enterprise in addition to,12,26,diff,empty,,
monitoring and discussing other key ESG priorities,3,21,diff,,,
We employ an Enterprise Risk Management,18,11,diff,,,
ERM program that provides a common,12,26,diff,empty,,
framework for identifying and evaluating top risks,18,26,diff,empty,,
business against future risks Additionally we,18,26,diff,empty,,
have incorporated an evaluation of ESG risks,18,26,diff,empty,,
including climate change societal risks and other,13,25,diff,,,
critical risksinto our ERM process,18,26,diff,empty,,
across our business operations This includes ESG,3,26,diff,empty,,
To ensure we deliver value to our business and,3,26,diff,empty,,
topics which could create longterm risks for the,18,26,diff,empty,,
our stakeholders we conduct regular ESG,10,26,diff,empty,,
company Through our ERM programs senior,2,26,diff,empty,,
leadership teams at each major operating,8,8,,,,
company submit feedback using a consultative,12,26,diff,empty,,
approach We identify and classify risks into five,18,26,diff,empty,,
Financial and Compliance Risks are prioritized,18,0,diff,,,
based on potential financial impact likelihood of,12,10,diff,,,
occurrence within the upcoming fiscal year and,12,26,diff,empty,,
materiality assessments most recently in 2019,18,26,diff,empty,,
Our priority topics inform our global ESG,3,26,diff,empty,,
approach help us define and prioritize risks and enable us to set robust but achievable goals,18,26,diff,empty,,
amount of residual risk to the enterprise Our ERM,18,12,diff,,,
team evaluates and finalizes identified risks and,18,26,diff,empty,,
shares key risks with both the Board of Directors,7,7,,,,
and the Audit Committee at least once per year,12,12,,,,
with significant changes shared quarterly We,12,26,diff,empty,,
understand that risks to our business are,18,26,diff,empty,,
continuously evolving and we routinely review our,12,26,diff,empty,,
risk management processes to enhance our,18,11,diff,,,
O U R P R N C,12,26,diff,empty,,
FedEx Code of Conduct and global compliance policies,0,0,,,,
Our global tax function is an integral part of our,12,26,diff,empty,,
The FedEx Code serves as the foundation of our,12,26,diff,empty,,
business operations Our business choices,3,26,diff,empty,,
corporate integrity and compliance program and,0,0,,,,
maximize the longterm value of our company,3,26,diff,empty,,
applies to every FedEx officer director and,7,7,,,,
and deliver superior service to our customers Our,15,6,diff,,,
employee The Code covers a breadth of topics,8,8,,,,
tax department works closely with our business,12,26,diff,empty,,
including workplace health safety and,9,9,,,,
groups to achieve our objectives while complying,12,26,diff,empty,,
environment international trade controls human,12,10,diff,,,
with tax obligations around the world in,12,26,diff,empty,,
rights including human trafficking money,10,10,,,,
accordance with applicable laws and regulations,12,19,diff,,,
laundering prevention equal opportunity and,8,9,diff,,,
With the FedEx Code and our brand reputation at,3,26,diff,empty,,
antiharassment conflicts of interest improper,0,26,diff,empty,,
our core our global tax function works to achieve,12,26,diff,empty,,
payments and bribes fraud and insider trading,0,26,diff,empty,,
its objectives by hiring training and retaining,8,8,,,,
which provides program oversight strategic,12,7,diff,,,
entertainment and data security and privacy,1,22,diff,,,
antitrust and anticompetition gifts and,0,26,diff,empty,,
worldclass tax professionals as well as consulting,12,26,diff,empty,,
with outside experts We believe in transparency,0,0,,,,
in our approach to tax and seek to foster open,12,26,diff,empty,,
We have additional policies that specify our,12,26,diff,empty,,
and constructive relationships with tax authorities,12,26,diff,empty,,
Trust and reliability are critically important to our,0,6,diff,,,
stakeholders and each of our team members,10,26,diff,empty,,
earns this trust by delivering on the Purple,4,26,diff,empty,,
Promiseto make every FedEx experience,3,26,diff,empty,,
outstanding The FedEx Board of Directors and,7,7,,,,
management teams are dedicated to maintaining,8,11,diff,,,
our strong culture of ethics integrity and,0,0,,,,
reliability Our Board has delegated to its Audit,12,6,diff,,,
Committee the responsibility to oversee the,12,0,diff,,,
companys compliance and ethics programs,0,12,diff,,,
including the Code of Conduct Code enterprise,0,26,diff,empty,,
compliance policies and the FedEx Alert Line,0,0,,,,
Our Chief Compliance Officer leads our,12,0,diff,,,
Corporate Integrity and Compliance department,0,0,,,,
direction and resources to team members across,10,26,diff,empty,,
the enterprise Each FedEx operating company is,4,26,diff,empty,,
responsible for implementing and maintaining,12,26,diff,empty,,
compliance with regional and sectorspecific,12,0,diff,,,
requirements and expectations on a range of,12,26,diff,empty,,
integrity and compliance matters We routinely,0,0,,,,
review and update these policies when we identify,12,26,diff,empty,,
the need for employee clarification the emergence,8,8,,,,
of new laws or regulations or other factors,12,19,diff,,,
representatives from Corporate Integrity and,0,0,,,,
Compliance Legal Human Resources HR,12,12,,,,
Communications Security Internal Audit and,1,12,diff,,,
around integrity and compliance programs The,0,0,,,,
Compliance Council meets quarterly to discuss,12,0,diff,,,
new compliance initiatives emerging risks,12,0,diff,,,
In 2021 we received the Compliance Leader,12,0,diff,,,
Verification designation from Ethisphere in,12,26,diff,empty,,
recognition of our bestinclass ethics and,0,6,diff,,,
We are also committed to protecting and,10,26,diff,empty,,
advancing human rights in all of our operations,10,10,,,,
around the world We prohibit the use of child,11,11,,,,
compulsory or forced labor and have zero,11,11,,,,
tolerance for slavery and human trafficking,10,10,,,,
Compliance website features our Code and global policies providing employees customers,12,0,diff,,,
and other stakeholders access to our key,2,26,diff,empty,,
We provide interactive education on Code topics,2,26,diff,empty,,
to new and existing team members In FY21,7,26,diff,empty,,
98 of employees completed assigned,11,26,diff,empty,,
compliance education Depending on their,12,0,diff,,,
responsibilities and the associated risks they,18,26,diff,empty,,
face team members may receive more targeted,4,26,diff,empty,,
We constantly reinforce our Code principles with,12,26,diff,empty,,
targeted compliance communications through a,12,0,diff,,,
variety of channels including emails newsletters,22,26,diff,empty,,
videos and digital signage We also conduct an,15,26,diff,empty,,
annual survey with officers directors and senior,7,26,diff,empty,,
managers across our enterprise to gauge,3,26,diff,empty,,
awareness of and compliance with the Code,12,0,diff,,,
O U R P R N C,12,26,diff,empty,,
Risk assessments gauging effectiveness and measuring ethical culture,0,8,diff,,,
We conduct comprehensive compliance risk,0,12,diff,,,
reporters identified themselves which is,4,26,diff,empty,,
approximately 18 higher than the standard,12,26,diff,empty,,
industry benchmark We closed out more than,18,26,diff,empty,,
13300 of the reports and resulting actions,12,26,diff,empty,,
included team member discipline coaching,8,26,diff,empty,,
assessments at our operating companies with,18,26,diff,empty,,
training termination and contract termination,11,8,diff,,,
a focus on core compliance risks The risk,18,12,diff,,,
assessments include extensive participation by,12,26,diff,empty,,
our business partners and result in detailed,3,26,diff,empty,,
mitigation plans for identified risks The results are,18,5,diff,,,
reported to our Audit Committee and included,12,12,,,,
in our ERM process We also regularly gauge the,12,26,diff,empty,,
effectiveness of our compliance programs and,12,0,diff,,,
measure our ethical culture through integrity,0,0,,,,
surveys distributed to all team members,11,26,diff,empty,,
We promote accountability by encouraging our,0,0,,,,
team members to report concerns or questions,9,26,diff,empty,,
to their manager HR Legal Security or the,1,12,diff,,,
FedEx Alert Line which is available 247 in more than 35 languages FedEx prohibits retaliation,0,26,diff,empty,,
against anyone who reports a known or,0,26,diff,empty,,
suspected violation in good faith,0,26,diff,empty,,
Global Antitrust Competition Law Policy,4,12,diff,,,
Policy Prohibiting Trafficking in Persons,10,12,diff,,,
Global Conflicts of Interest Policy,12,12,,,,
Global Gifts and Entertainment Policy,12,12,,,,
In FY21 we received more than 14000 reports,12,26,diff,empty,,
and inquiries from team members customers,22,26,diff,empty,,
and the general public on issues such as,12,26,diff,empty,,
employee relations safety conflicts of interest,9,9,,,,
business ethics and fraud Nearly 60 of the,0,6,diff,,,
O U R P R N C,12,26,diff,empty,,
We recognize the importance of protecting the,23,26,diff,empty,,
privacy of our customers vendors and team,22,6,diff,,,
members and we deliver on this commitment,10,26,diff,empty,,
by proactively ensuring a safe and secure online,1,26,diff,empty,,
environment With the increasing presence and,23,26,diff,empty,,
sophistication of online threats we must ensure,1,26,diff,empty,,
continuous improvement to protect our,10,26,diff,empty,,
The Cyber and Technology Oversight Committee,1,7,diff,,,
of the FedEx Board is responsible for reviewing,12,7,diff,,,
the management and mitigation of our cyber and,1,5,diff,,,
technologyrelated risks and discussing these,18,26,diff,empty,,
initiatives with leadership Our Global Privacy,1,6,diff,,,
Office regularly reviews our practices and policies,12,11,diff,,,
to ensure we maintain compliance with all relevant,12,0,diff,,,
regulations across our operating companies Our,12,19,diff,,,
Internal Audit team also conducts periodic audits,0,12,diff,,,
of our Privacy Compliance Program to ensure our,22,22,,,,
Educating our team members is critical to our,8,26,diff,empty,,
cybersecurity process and we provide annual,1,1,,,,
information security and data privacy trainings,1,22,diff,,,
These courses address a range of topics,2,26,diff,empty,,
including awareness regarding social engineering,10,10,,,,
cybercrimes and data protection We also,1,6,diff,,,
conduct periodic phishing tests to ensure our,1,1,,,,
team members are aware of and can recognize,10,26,diff,empty,,
The FedEx Trust Center website provides more,22,26,diff,empty,,
information on how we protect customer privacy,22,6,diff,,,
along with resources to help our customers submit,22,26,diff,empty,,
data subject access requests and identify report,22,22,,,,
and mitigate risks in the ecommerce market,18,26,diff,empty,,
Our Corporate Integrity and Compliance department hosted our third annual FedEx,0,0,,,,
Data Privacy Day in January 2022 The event was held virtually and welcomed all FedEx,1,22,diff,,,
employees in Asia Europe North America South America Australia and Africa to learn,8,26,diff,empty,,
more about privacy and how we manage data The event kicked off with a keynote speech,1,22,diff,,,
from the CEO of FedEx Dataworks In total more than 1800 employees attended the event,8,26,diff,empty,,
O U R P R N C,12,26,diff,empty,,
We have a strong interest in public policy and,12,12,,,,
issues that affect the global economy our,18,26,diff,empty,,
business and our customers FedEx ethically,0,26,diff,empty,,
and responsibly supports policies that promote,12,26,diff,empty,,
the economic future of our customers team,15,26,diff,empty,,
members investors and businesses The Board,7,7,,,,
has delegated responsibility to its Governance,12,0,diff,,,
Safety and Public Policy Committee for reviewing,12,6,diff,,,
and discussing with management i public,12,11,diff,,,
policy political and legislative trends and,12,4,diff,,,
matters that affect or may affect the companys,12,26,diff,empty,,
business performance strategies or reputation,3,8,diff,,,
ii the companys political activities and,4,26,diff,empty,,
Around the world and within the US we,10,26,diff,empty,,
advocate for public policies that encourage free,12,26,diff,empty,,
trade support solutions that address trade,18,26,diff,empty,,
barriers and enable FedEx to connect the world,10,26,diff,empty,,
in resourceful and responsible ways We continue,10,26,diff,empty,,
to support legislation at the state and federal,12,26,diff,empty,,
levels to optimize the efficiency sustainability,24,20,diff,,,
safety and capacity of our transportation,9,6,diff,,,
system We also support policies regarding,12,26,diff,empty,,
tax policy deployment of autonomous delivery,12,12,,,,
devices modernized truck regulations and,12,19,diff,,,
infrastructure and increased access to,2,20,diff,,,
participation in the political process including,10,26,diff,empty,,
Governance Safety and Public Policy Committee charter,12,12,,,,
direct and indirect political spending and,12,26,diff,empty,,
lobbying activities and expenditures iii the,12,26,diff,empty,,
companys contributions to trade associations,12,26,diff,empty,,
and other taxexempt organizations that engage in political activities iv steps management has,12,11,diff,,,
taken to identify assess and manage risks,18,26,diff,empty,,
relating to political activities and expenditures,12,26,diff,empty,,
and v the companys reporting of its political,12,26,diff,empty,,
We are subject to extensive regulation at,12,9,diff,,,
the federal and state levels and enact policies,12,26,diff,empty,,
to appropriately disclose our activities in,12,26,diff,empty,,
accordance with these regulatory requirements,12,26,diff,empty,,
O U R P R N C,12,26,diff,empty,,
As the profound impacts of the COVID19,3,26,diff,empty,,
pandemic continued through 2021 we worked,13,26,diff,empty,,
with our suppliers to keep health care and,9,6,diff,,,
industrial supply chains moving while meeting,17,26,diff,empty,,
the accelerating demand of the ecommerce,4,4,,,,
market According to analysis prepared by,18,4,diff,,,
Dun Bradstreet in FY20 we increased,18,26,diff,empty,,
spending across our US supply chain which,17,26,diff,empty,,
boosted national employment by supporting,11,11,,,,
Our FedEx Services Supplier Relationship,17,26,diff,empty,,
Management SRM team manages and,7,11,diff,,,
mitigates critical risks in our supply chain by,17,26,diff,empty,,
implementing consolidated policies and working,12,11,diff,,,
closely with our suppliers The SRM team also,17,26,diff,empty,,
requests for qualifications and proposals include,12,26,diff,empty,,
market access opportunities In FY21 our US,4,26,diff,empty,,
to help women and minorityowned businesses,8,26,diff,empty,,
collaborates with FedEx internal stakeholders to,12,26,diff,empty,,
operations acquired 187 billion in goods,12,26,diff,empty,,
develop and grow their ecommerce operations,3,26,diff,empty,,
advance diversity and sustainability throughout,8,6,diff,,,
we screened 94 of potential and current,8,26,diff,empty,,
and services from diverse and smallbusiness,17,26,diff,empty,,
The program includes grants and intensive,12,26,diff,empty,,
the value chain Our Sourcing Sustainability,17,0,diff,,,
Sourcingmanaged suppliers We continue to,17,26,diff,empty,,
suppliers with 10 spent with womenowned,17,26,diff,empty,,
handson learning and coaching opportunities,2,26,diff,empty,,
Impact Team SIT shares best practices and benchmarks findings to determine where we,18,10,diff,,,
include ESG criteria in all Sourcingmanaged supplier scorecards and we also include,17,26,diff,empty,,
businesses 19 with minorityowned businesses and 71 with small businesses,8,26,diff,empty,,
for 150 smallbusiness owners as well as digital learning opportunities to support more than,2,26,diff,empty,,
can improve Additionally we are founding,12,26,diff,empty,,
members of the Sustainable Purchasing,15,26,diff,empty,,
in environmental social labor and human,11,10,diff,,,
Leadership Council and as active members of,7,8,diff,,,
rights areas in our supplier contract language,17,10,diff,,,
their Strategic Advisory Committee we follow,12,26,diff,empty,,
We help women and minorityowned,8,26,diff,empty,,
businesses including many FedEx suppliers,17,26,diff,empty,,
succeed through the Global Entrepreneurship,8,3,diff,,,
pillar of our FedEx Cares program Our initiatives,12,26,diff,empty,,
guidance for sourcing criteria and sustainability,15,0,diff,,,
metrics across our operating companies,18,26,diff,empty,,
We strengthen and enhance our supply,17,26,diff,empty,,
provide diverse entrepreneurs with training,8,8,,,,
chain by sourcing from small and women and minorityowned businesses We also support,8,26,diff,empty,,
mentoring networking capital access and other resources to help grow their business and,2,26,diff,empty,,
All of our suppliers are expected to adhere to,17,26,diff,empty,,
the development of diverse suppliers through,17,4,diff,,,
navigate the challenges they face In 2021 we,18,26,diff,empty,,
the principles set forth in our Code of Conduct,0,26,diff,empty,,
alliance sponsorships participation in industry,12,26,diff,empty,,
launched the FedEx ECommerce Learning Lab,4,26,diff,empty,,
and aim to meet our ESG commitments Our,3,26,diff,empty,,
associations and by providing equitable,12,26,diff,empty,,
in collaboration with Accion Opportunity Fund,12,8,diff,,,
O U R P R N C,12,26,diff,empty,,
The FESC oversees various enterprisewide SITs,12,26,diff,empty,,
to accelerate sustainability efforts across our,15,0,diff,,,
enterprise Through collaboration and knowledge,2,8,diff,,,
sharing the SITs support our environmental,10,9,diff,,,
goals and coordinate sustainability efforts across,10,0,diff,,,
functional areas The SITs and senior sustainability,3,0,diff,,,
The Governance Safety and Public Policy,12,12,,,,
leaders from each operating company report,18,26,diff,empty,,
Committee of the FedEx Board oversees our,7,7,,,,
CSR goals strategies and programs and,10,26,diff,empty,,
manages sustainability risks with the support of the FedEx Enterprise Sustainability Council,18,0,diff,,,
FESC The FESC is responsible for the,12,26,diff,empty,,
of our various sustainability strategies,3,0,diff,,,
including operations services marketing and,4,4,,,,
communications Our CSO chairs the FESC,12,26,diff,empty,,
which is comprised of senior management,7,11,diff,,,
representatives from our operating companies,7,26,diff,empty,,
Governance Safety and Public Policy Committee charter,12,12,,,,
Strategic approach and climate change,13,25,diff,,,
Throughout FedEx our team members help,10,26,diff,empty,,
guide our strategy by applying our Reduce,18,26,diff,empty,,
Replace Revolutionize approach to current,3,26,diff,empty,,
REDUCE Reduce or eliminate impacts,12,26,diff,empty,,
REPLACE Use the right solutions in the,12,26,diff,empty,,
At FedEx we recognize that our business has,3,26,diff,empty,,
an impact on the environment and we remain,23,10,diff,,,
committed to minimizing these impacts Our,13,26,diff,empty,,
Practical Sustainability philosophy guides our,15,0,diff,,,
sustainability strategy through the lens of our,3,0,diff,,,
Our Practical Sustainability philosophy highlights,15,0,diff,,,
strategic and transformational stewardship that,3,7,diff,,,
can lead to longterm success innovation in,4,3,diff,,,
products and operations demand for solutions,15,4,diff,,,
and progress transparency This philosophy,0,0,,,,
in alignment with our regularly conducted,12,26,diff,empty,,
materiality assessments directs our environmental strategy,3,9,diff,,,
the technologies and solutions of,15,26,diff,empty,,
Our efforts aim to mitigate environmental impacts,23,9,diff,,,
increase efficiency reduce costs and protect,24,20,diff,,,
against future risks By implementing our Practical,18,26,diff,empty,,
Sustainability philosophy and our Reduce Replace,3,0,diff,,,
Revolutionize approach we bring value to our,4,26,diff,empty,,
organization and our stakeholders while making,10,26,diff,empty,,
strategic progress against our goals,3,26,diff,empty,,
Around the world FedEx is also working with the logistics industry and with the communities,10,11,diff,,,
we serve to move goods more sustainably and,15,26,diff,empty,,
design cities for a better future We collaborate,3,26,diff,empty,,
with nonprofit organizations that provide,2,26,diff,empty,,
innovative solutions to reduce the carbon,25,21,diff,,,
footprint of the transportation industry through,17,17,,,,
the Sustainable Logistics pillar of our FedEx,15,17,diff,,,
FedEx understands the impacts climate change,13,25,diff,,,
poses to our business such as intensifying,3,26,diff,empty,,
weather events emerging GHG emissions,25,21,diff,,,
regulations increased media and investor,12,19,diff,,,
attention and enhanced customer demands to,4,26,diff,empty,,
address environmental challenges While climate,13,9,diff,,,
change poses strategic risks to our business and,3,26,diff,empty,,
our stakeholders it also presents opportunities,10,26,diff,empty,,
approach with the recommendations from SASB,12,26,diff,empty,,
and TCFD This approach allows us to manage our risks while evaluating our progress towards,18,26,diff,empty,,
as we advance our sustainability strategy,3,0,diff,,,
We identify and evaluate physical and transition,4,9,diff,,,
climaterelated risks through our ERM process,13,26,diff,empty,,
and align our assessment and reporting,12,10,diff,,,
In March 2021 we announced our ambitious,12,26,diff,empty,,
goal to achieve carbon neutral operations by,24,21,diff,,,
2040 across our global operations Scope 1,3,26,diff,empty,,
and 2 emissions and our Scope 3 contracted,25,21,diff,,,
transportation GHG emissions To meet this goal,25,21,diff,,,
we are investing more than 2 billion over the,18,26,diff,empty,,
To help achieve carbon neutral operations we,24,21,diff,,,
to current airline emissionsapproximately one,21,26,diff,empty,,
have a goal to transition the entire FedEx parcel,18,26,diff,empty,,
gigaton per yearthrough shortterm medium,25,26,diff,empty,,
pickup and delivery PUD fleet to zero emission,21,26,diff,empty,,
term and ongoing research Once these,12,4,diff,,,
vehicles by 2040 through a phased approach,12,26,diff,empty,,
methods are proven the Center will broaden its,4,26,diff,empty,,
By 2025 we intend that 50 of FedEx Express,3,26,diff,empty,,
scope to address additional global sources of,23,26,diff,empty,,
PUD fleet purchases will be electric increasing,24,26,diff,empty,,
emissions to accelerate the adoption and,25,21,diff,,,
to 100 of all purchases by 2030,24,26,diff,empty,,
implementation of natural carbon capture,23,21,diff,,,
next several years to support bold action in three,10,26,diff,empty,,
We are accelerating our sustainable energy plan,24,24,,,,
key areas vehicle electrification sustainable,15,26,diff,empty,,
energy and carbon sequestration In addition we,24,24,,,,
continue to leverage other approaches to reduce,18,26,diff,empty,,
vehicle emissions such as increased intermodal,21,21,,,,
rail usage at FedEx Ground and FedEx Freight,24,26,diff,empty,,
