paragraph,predict_label,count,different,empty,diff rate,empty rate
A WELCOME LETTER FROM ANN TRACY CHIEF SUSTAINABILITY OFFICER,3,0,diff,,,
Post the 2021 United Nations Climate Change Conference COP26 my four Gen Z kids still say that our planet is in trouble and theyre still counting on us to do something about it,13,25,diff,,,
Young peopleand increasingly consumers of all agesexpect the companies they support to take on the burning issues of the day climate change plastic waste and water scarcity as well as health education and diversity equity and inclusion At ColgatePalmolive we are focused on solving big problems We are proud that our Colgate brand is in more homes than any other and tackling these issues starts at home We see that as our superpower and we have a big responsibility to use our global reach to help the people who buy and use our products live more healthy and sustainable lives,15,7,diff,,,
We are pleased to report our progress in 2021 the first year of our 2025 Sustainability Social Impact Strategy Our Strategy consists of three Key Ambitions with 11 actions and associated measurable targets These actions are designed to manage both risks and opportunities for our business and to bring our purpose to life WE are Colgate a caring innovative growth company reimagining a healthier future for all people their pets and our planet,3,10,diff,,,
We are focused on innovating our packaging to use more recycled plastic less plastic or no plastic at all as we work toward our target to have 100 recyclable reusable or compostable plastic packaging by 2025 A great example is the progress we have made to implement the first tube to be recognized by external recycling authorities as recyclable across all of our toothpaste brands Part of our mission is to educate consumers about our recyclable toothpaste tubes encouraging them to check locally since their community may not yet accept tubes for recycling and inviting them to learn more on our website We are also excited to hear that other major brands have pledged to move to a recyclable tube by 2025 so that approximately 75 of the 20 billion tubes will become recyclable Were working with our suppliers to ensure we have strong responsible sourcing programs in place helping to reduce emissions and water use in our value chain Finally in the communities where we live and work we have reached over 14 billion children and their families with our Bright Smiles Bright Futures oral health education program and helped to find over 12 million shelter pets forever,15,20,diff,,,
homes through our Hills Food Shelter Love program We invite you to learn more about our progress towards our 2025 Sustainability Social Impact Strategy through this newly designed interactive report,10,10,,,,
While we are proud of our progress so far we recognize there is much more work to be done And this work cannot be done without collaboration with our consumers suppliers retailers communities and most importantly Colgate People We are working to fully embed sustainability into our growth strategy and across all facets of our business Together we will tackle these problems and inspire people to live more sustainably Together we will smile because we are reimagining a healthier future for all people their pets and our planet,15,10,diff,,,
Ann Tracy CHIEF SUSTAINABILIT Y OFFICER,3,26,diff,empty,,
SUSTAINABILITY SOCIAL IMPACT STRATEGY HIGHLIGHTS,10,10,,,,
invested in 1500 energy saving projects since 2011,24,24,,,,
174B Worldwide Net Sales in 2021 products,15,26,diff,empty,,
marketed in over 200 countries,16,26,diff,empty,,
MORE THAN 12M pet adoptions through Hills Food,2,26,diff,empty,,
Shelter Love program since 2002,2,26,diff,empty,,
REACHED children and their OVER 14B health education,2,6,diff,,,
of water saved and 108 million metric tons of CO2e avoided from Save Water campaign,20,20,,,,
Rolling out the firstofitskind recyclable toothpaste tube and shared the technology at over 50 sessions,15,26,diff,empty,,
carbon emissions across our value chain by 2040,25,21,diff,,,
people in communities schools and clinics to gain access to safe water services,20,20,,,,
certified facilities globally across 5 continents,15,26,diff,empty,,
ColgatePalmolive Company together with our subsidiaries we us our the Company or Colgate is a caring innovative growth company reimagining a healthier future for all people their pets and our planet We seek to deliver sustainable profitable growth and superior shareholder returns as well as to provide Colgate People with an innovative and inclusive work environment We do this by developing and selling products globally that make peoples and their pets lives healthier and more enjoyable and by embracing our sustainability and social impact and diversity equity and inclusion DEI strategies across our organization,8,10,diff,,,
We operate in more than 80 countries and our products are marketed in more than 200 countries and territories As of December 31 2021 we had approximately 33800 employees based in over 100 countries Headquartered in New York City Colgate operates through two product segments Oral Personal and Home Care and Hills Pet Nutrition and six divisions around the world North America Latin America Europe Asia Pacific AfricaEurasia and Hills Pet Nutrition,6,26,diff,empty,,
COLGATES 2025 SUSTAINABILITY SOCIAL IMPACT STRATEGY,3,10,diff,,,
With the Colgate brand in more homes than any other we are presented with great opportunities and new challenges as we work to integrate sustainability into all aspects of our business and create positive social impact We are determined to position ourselves for further growth as we act on our 2025 Sustainability Social Impact Strategy based on our three Key Ambitions,10,10,,,,
We are committed to helping to ensure the well being of all people and their pets building an equitable and inclusive culture and creating meaningful opportunities for all people to succeed inside and outside of Colgate,8,8,,,,
We are empowering people to develop healthier habits by choosing sustainable products that improve their lives and homes from oral and personal care to pet nutrition and home care,15,26,diff,empty,,
We are accelerating action on climate change and reducing our environmental footprint working with our partners and operations to eliminate waste decrease plastic usage save water and conserve natural resources,13,25,diff,,,
For each Key Ambition we have a set of dedicated actions and targets,3,26,diff,empty,,
WE Inspire Our People to Make a Difference,10,26,diff,empty,,
WE Create a More Inclusive World,8,26,diff,empty,,
WE Help Children Their Families and Communities Thrive,10,26,diff,empty,,
We motivate and enable our people to reach their full potential and perform at their best every day by valuing people for their contributions and sharing in the success we create together,10,26,diff,empty,,
We will ensure all Colgate People feel they belong and are supported to achieve their potential We will drive representation across all organizational levels with a focused consistent effort and a goal to achieve parity with labor force availability,11,11,,,,
We advance the health and wellbeing of children their families and communities by investing in innovations that empower them for healthy and bright futures,2,6,diff,,,
Build Sustainable Habits for Life,15,26,diff,empty,,
Foster Lifelong Relationships Between Pets and People,2,26,diff,empty,,
We will innovate our products to help our consumers live more sustainable lives We intend to improve the environmental footprint of all products we market and develop,15,9,diff,,,
We will help people build more sustainable habits by offering better products information choices and education Our target is to provide 100 ingredient transparency promote water conservation awareness with messaging to 100 of our global consumers and guide consumers on recycling for 100 of our products in all markets,15,20,diff,,,
We want to help every pet find a forever home by supporting our global shelter partners with resources and premium nutrition Our ambitious goal is to find adoption homes for 15 million shelter pets through the Hills Pet Nutrition Food Shelter Love program,6,26,diff,empty,,
Accelerate Action on Climate Change,13,25,diff,,,
Lead with Zero Waste Facilities,19,19,,,,
We will design and deliver zero plastic waste solutions for ColgatePalmolive products We aim to eliminate one third of our new plastics and achieve 100 recyclable reusable or compostable plastic packaging by 2025,19,14,diff,,,
Weve targeted Net Zero carbon emissions across our growing business including our own operations suppliers and consumers Our goal is to achieve Net Zero carbon by 2040 and 100 renewable electricity for our global operations by 2030,25,21,diff,,,
We will operate highefficiency lowimpact zero waste facilities and achieve 100 zero waste operations,19,19,,,,
We will work for water resilience across our value chain protecting ecosystems and supporting water access Our goal is to achieve Net Zero water at our manufacturing sites in waterstressed areas by 2025 and across all sites by 2030,20,20,,,,
We will engage all of our key suppliers in order to support our goal to source sustainably and strive for Net Zero deforestation prioritizing palm and soy,23,23,,,,
To further our ambitious 2025 Sustainability Social Impact Strategy in November 2021 we issued EUR 500 million of eightyear notes at a fixed coupon rate of 0300 the Sustainability Bond We will allocate an amount equal to the net proceeds from the Sustainability Bond to finance or refinance in part or in full new and existing projects and programs with distinct environmental andor social benefits as described in our Sustainable Financing Framework available on our website,10,10,,,,
To assess Colgates sustainability performance we had to first develop a framework upon which to judge our progress This process began in 2019 when we conducted a Sustainability Impact Assessment also known as a materiality analysis,3,10,diff,,,
We received nearly 8000 responses from employees in over 100 countries,8,26,diff,empty,,
First we examined a large number of internal and external sources for information regarding sustainability practices including the United Nations Sustainable Development Goals UNSDGs Global Reporting Initiative GRI United Nations Global Compact UNGC as a LEAD company Sustainability Accounting Standards Board SASB Task Force on Climaterelated Financial Disclosures TCFD and Environmental Social and Governance rating tools such as SP Global Corporate Sustainability Assessment CSA CDP Institutional Shareholder Services ISS JUST Capital Sustainalytics and Morgan Stanley Capital International MSCI ESG Ratings in addition to peerreviewed scientific research industry reports consumer insights data and employee feedback,12,10,diff,,,
We then assessed the interrelations between these sustainabilityrelated topics and our business through the lenses of risks and opportunities We also asked our employees where Colgate could make the biggest impact held indepth interviews with Colgate subject matter experts function leads and senior leaders to align our findings with business priorities and analyzed data from our consumers to identify trends in the market We received nearly 8000 responses from employees in over 100 countries The result was the initial Sustainability Impact Matrix presented here updated for 2021 and aligned with our 2025 Sustainability Social Impact Strategy,3,10,diff,,,
T C A P M,12,26,diff,empty,,
R E D L O H E K A T S,12,26,diff,empty,,
The matrix highlights our key sustainability issues categorized by the impact on our stakeholders and our business and aligned with the three Key Ambitions of our 2025 Sustainability Social Impact Strategy Driving Social Impact Helping Millions of Homes and Preserving Our Environment These issues also intersect with the following GRI Standards and define the content of this report Economic Performance Materials Energy Water Emissions Euents and Waste Products and Services Compliance Transport Environmental Health and Safety Training and Education Diversity and Equal Opportunity Local Communities Public Policy and Service Labeling,10,10,,,,
Colgate is managing risks and opportunities related to these issues through the implementation of our 2025 Sustainability Social Impact Strategy Through our Enterprise Risk Management process we focus on sustainability as a critical risk including the environmental and social impact risk of plastic waste climate change and water scarcity and access as well as on deforestation These same issues also provide an opportunity to drive innovation and growth strengthen brand reputation,18,10,diff,,,
and demonstrate our commitment to responsible business practices Additional detail on each of the issues and our actions to address them is provided throughout the content of the website,3,11,diff,,,
The materiality thresholds of the guidelines and disclosure frameworks that help inform the sustainability risks and opportunities disclosed in this sustainability and social impact report may differ from the concept of materiality as defined by the US federal securities laws or the rules and regulations of the US Securities and Exchange Commission SEC that guides our disclosure of sustainability matters in our SEC filings including in our Annual Report on Form 10K Consequently the use of the term material in this report should not be interpreted in the same manner as the use of material in our SEC filings including in Item 1A Risk Factors in our Annual Report on Form 10K,12,12,,,,
Colgate strives to connect with a wide variety of internal and external stakeholders so they can provide input on our sustainability strategy particularly in terms of our targets Our main stakeholder groups with examples of our engagement approach for each group with respect to sustainability are outlined below,3,10,diff,,,
Frequent internal communication employee engagement surveys digital engagement tools such as MindSpark and LinkedInElevate geographic sustainability teams internal subject matter experts quarterly sustainability steering committee meetings and biannual webinars We consider our employees to be one of the more important stakeholder groups so in the last year we implemented the Sustainability Global Collaborative which meets quarterly to review best practices and key learnings,8,10,diff,,,
Integrated marketing communications including those addressing brand purpose ongoing consumer dialogue consumer surveys and social media and digital engagement,4,10,diff,,,
Our retail customers and partners,15,26,diff,empty,,
Ongoing sustainability network groups sustainability surveys and partnering with customers to encourage sustainable habits with consumers and promote more sustainable products,15,0,diff,,,
Our stockholders and the investment community,4,10,diff,,,
We participate in direct engagement with a significant and diverse group of our stockholders including during our annual stockholder engagement program on topics important to them as well as to our Company Such topics may include our governance practices as well as environmental and social topics such as human capital management DEI and sustainability including our priorities and progress,3,10,diff,,,
Ongoing monitoring of government and regulatory activity relevant to Colgate as well as meetings and engagement through trade associations and partner NGOs,12,7,diff,,,
Direct inquiries and feedback on an ongoing basis virtual and inperson meetings participation in boards advisory councils and partnership programs and reporting and disclosure expectations,12,10,diff,,,
Ongoing participation in sustainability steering and working groups,3,0,diff,,,
Local communities and community groups,10,10,,,,
Direct inquiries and feedback virtual and inperson meetings and engagement with local communities and schools including through our Bright Smiles Bright Futures oral health education program,2,6,diff,,,
We recognize that transparency is important and thus this report provides sustainability information relevant to a broad range of stakeholders including consumers customers investors nongovernmental organizations NGOs and our own employees,0,0,,,,
We acknowledge the importance of data verification and obtain thirdparty assurance for our primary environmental and social key performance indicators KPIs percentage of products with an improved sustainability profile number of TRUE Zero Waste certified sites manufacturing carbon reduction per ton of production manufacturing energy reduction per ton of production manufacturing water consumption per ton of production wastetolandfill per ton of production outbound logistics carbon per ton of goods shipped number of hours worked number of losttime incidents number of recordable incidents and number of occupational fatalities,19,15,diff,,,
Unless otherwise indicated this report includes environmental health and safety EHS data from 100 of our manufacturing sites and technology centers around the world but does not include data from contract manufacturers1 Certain information relates to our broader value chain Supplier Responsible Sourcing Assessment program data includes selected contract manufacturers warehouses and suppliers our greenhouse gas and water footprints include additional data from upstream and downstream in our value chain and progress on our Policy on No Deforestation includes selected suppliers Financial information is presented on a consolidated basis and in US,17,22,diff,,,
dollars The report provides data for Colgates fiscal year 2021 along with historical information and more recent updates where indicated We issue our report on an annual basis our previous report focused on fiscal year 2020,12,22,diff,,,
This report has been prepared in accordance with the GRI Standards Core option The alignment of this years report to the GRI framework can be found in our GRI Content Index There are no significant changes in the scope of our report or the key sustainability issues identified Please see our 2021 GRI Content Index for more details,12,0,diff,,,
For inquiries please visit Colgates Consumer Affairs site at wwwcolgate palmolivecom,12,26,diff,empty,,
In an effort to address stakeholders informational demands we are publishing our first report aligned with the Task Force on Climaterelated Financial Disclosures Report TCFD recommendations and our first report aligned to the Sustainability Accounting Standards Board SASB standards These reports are or will be made available on our website,12,11,diff,,,
Cautionary Statement on ForwardLooking Statements,12,26,diff,empty,,
All statements in this report that are not historical including targets for and projections for future results the expected achievement and effect of our sustainability strategies and initiatives including our 2025 Sustainability Social Impact Strategy and the amounts and timing of their expected impact are forwardlooking statements within the meaning of the US Private Securities Litigation Reform Act of 1995 and the rules regulations and releases of the US Securities and Exchange Commission SEC Forward looking statements generally can be identified by words such as believes expects estimates intends plans strives may could projects should will continue targets and other similar expressions and are based on managements views and assumptions as of the date they were made This report is issued as of April 18 2022 and except as required by law we undertake no obligation to update these statements as a result of new information and we make no representation express or implied that the information is still accurate or complete We caution that such forwardlooking statements are not guarantees of future performance and that actual events or results may differ materially from these statements due to a number of factors Information about factors that could impact our business and cause actual results to vary possibly materially from these forwardlooking statements can be found in this report and in our filings with the SEC including the information set forth under the captions Risk Factors and Cautionary Statement on ForwardLooking Statements in Colgates Annual Report on Form 10K for the year ended December 31 2021 for the year ended December 31 2021 and subsequent Quarterly Reports on Form 10Q,3,10,diff,,,
1 Although we do not include the local operating results of our subsidiaries in Venezuela and Pakistan in our Consolidated Financial Statements data from these locations are included in the calculations in this report Our EltaMD Filorga hello and PCA SKIN businesses are not included in calculations referenced throughout this report but are consolidated for financial reporting purposes after their respective date of acquisition,3,22,diff,,,
We view sustainability as critically important to our overall business and growth strategy We have a team of people responsible for assessing and monitoring sustainability issues led by our Group President Growth and Strategy a member of our leadership team who reports to our Chairman of the Board President and CEO and our Chief Sustainability Officer CSO who reports to our Chief Supply Chain Officer and has accountability to our Group President Growth and Strategy,17,0,diff,,,
This team has responsibility for our overall 2025 Sustainability Social Impact Strategy and monitors progress against our sustainability targets including our sciencebased targets related to climate change Within our CSOs team the Worldwide Director of Global Sustainability Fellow is responsible for our climate strategy and leads the planning and execution of our Climate Action,13,10,diff,,,
and Net Zero Carbon Transition roadmap covering Scope 1 2 and 3 greenhouse gas GHG emissions Our CSO also helps shape the Companys supply chain strategy which may be impacted by climaterelated issues Colgates CSO is responsible for providing our Board of Directors Board through the Nominating Governance and Corporate Responsibility Committee NGCR Committee with quarterly updates on sustainability issues risks and opportunities including our progress against our sciencebased climate targets and other action plans to achieve our sustainability objectives,25,25,,,,
Our CSO also leads our Sustainability Steering Committee which makes strategic decisions related to sustainability monitors climaterelated issues and works to integrate our sustainability and social impact strategy into our broader organization and to measure and meet our sustainability targets and key performance indicators KPIs The Sustainability Steering Committee meets quarterly and is composed of members of senior management including Colgates Chief of Staff Group President Growth and Strategy Chief Financial Officer Chief Legal Officer and Secretary CSO Chief Technology Officer Chief Human Resources Officer Chief Communications Officer Chief Supply Chain Officer and Chief Investor Relations Officer and SVP Mergers Acquisitions The members of the Sustainability Steering Committee were chosen due to their broad expertise and insight into every function of Colgates business The Sustainability Steering Committee has reviewed our climate strategy and is informed of our progress against our sustainability goals including our sciencebased targets related to climate change,13,10,diff,,,
Our sustainability efforts span all aspects of our business including supply chain research and development marketing innovation customer development and people development Networks of senior leaders in each division and local champions support ontheground sustainability efforts communications and reporting Moreover to integrate sustainability tracking and disclosures into our business strategy operations and employee review process our global sustainability initiatives are among the individual objectives used to determine the compensation for many of our senior managers including the CSO The incentive compensation of many of our managers eg CSO Chief Procurement Officer facility managers energy managers sustainability managers is determined in part by the degree of our achievement against our sustainability goals including climaterelated initiatives,17,3,diff,,,
Our Enterprise Risk Management ERM Committee which includes Colgates Chairman President and CEO Chief Financial Officer Chief Human Resources Officer CSO Chief Investor Relations Officer and SVP Mergers Acquisitions Chief Legal Officer and Secretary Chief Supply Chain Officer Vice President and Corporate Treasurer and other members of Colgates senior management monitors current and emerging risks facing our Company and has identified sustainability including as it relates to climate change as a critical risk facing the Company Risks identified by the ERM Committee are assigned risk sponsors who are responsible for overseeing the management of the risk and reporting back to the ERM Committee on the risk landscape and the Companys mitigation efforts The Group President Growth and Strategy is the risk sponsor for sustainability risk including as it relates to climate change ERM Committee members provide the Board and its committees with regular updates on risks facing the Company,13,12,diff,,,
Our ESG Reporting Task Force was formed in 2021 to address the increasing demands for additional ESG disclosure from our stakeholders Through the ESG Reporting Task Force management is kept abreast of climate disclosurerelated issues to guide the Company on its ESG reporting The ESG Task Force is composed of representatives from the Companys investor relations legal supply chain sustainability and finance functions The ESG Reporting Task Forces sponsors include the Companys Chief of Staff Group President Growth and Strategy Chief Financial Officer Chief Legal Officer and Secretary Chief Investor Relations Officer and SVP Mergers Acquisitions Vice President and Assistant Controller and CSO all of whom serve on the Sustainability Steering Committee The ESG Reporting Task Force meets on an asneeded basis and meets with the sponsors quarterly,17,12,diff,,,
Our ESG Reporting Task Force was formed in 2021 to address the increasing demands for additional ESG disclosure from our stakeholders,3,12,diff,,,
Our Board of Directors Board views sustainability as being critically important to Colgates overall business and growth strategy and our Board plays an essential role in guiding and overseeing that strategy Our Board was deeply involved in the development of our strategic plan and received detailed briefings throughout the year on critical aspects of its implementation As we work to integrate sustainability into all aspects of our business our Board addresses sustainability in their oversight of the implementation of Colgates strategic plan annual budget capital expenditures capital structure and innovation plans and is kept abreast about the Companys sustainability efforts during reviews of our operating divisions and functions product categories and competitive and marketplace trends In further recognition of the importance of ESG matters to Colgates continued success the Personnel Organization Committee of the Board has determined to add performance measures to the 2022 annual incentive program tied to Colgates sustainability and diversity equity and inclusion progress,8,7,diff,,,
Nominating Governance and Corporate Responsibility Committee,12,0,diff,,,
Within our Board the NGCR Committee has responsibility for overseeing our sustainability program including our 2025 Sustainability Social Impact Strategy while the Personnel Organization Committee has responsibility for overseeing our workplace and human rights practices including diversity and inclusion and equal opportunity initiatives The NGCR Committee was reconstituted and renamed in 2020 to heighten the Boards focus on sustainability including climate change social responsibility and corporate citizenship matters The NGCR Committee receives regular updates,8,10,diff,,,
from management on sustainability matters risks and opportunities including our actions to preserve the environment and accelerate action on climate change The NGCR Committee is scheduled to meet quarterly and a sustainabilityrelated topic is typically presented and discussed at each scheduled meeting It is managements intention to provide the Board through the NGCR Committee with the highlights of our progress against the targets within our 2025 Sustainability Social Impact Strategy on at least an annual basis,13,10,diff,,,
In addition our Board is kept abreast of sustainability risks through the Audit Committee which oversees the Companys enterprise risk management and the implementation of appropriate risk monitoring and management systems In this capacity the Audit Committee receives regular updates from members of the Companys ERM Committee as discussed in further detail above which has identified sustainability as a critical risk facing the Company,18,12,diff,,,
Please visit Colgates Policy Statements for a complete listing of Colgates policies,12,12,,,,
As we work to achieve Colgates purpose to reimagine a healthier future for all people their pets and our planet Colgate People working around the world share a commitment to our three core corporate values Caring Global Teamwork and Continuous Improvement These values are reflected not only in the quality of our products and reputation but also in our dedication to serving the communities where we live and work as represented in our sustainability social impact and DEI strategies With these values we work to maintain a strong culture based on integrity ethical behavior and a commitment to doing the right thing Underlying these values and our strong culture is the commitment of all Colgate People to maintain the highest ethical standards and demonstrate ethical leadership including compliance with Colgate policies and our Code of Ethics,0,0,,,,
Colgate People are committed to maintaining the highest ethical standards,0,11,diff,,,
We care about people Colgate People consumers customers stockholders business partners and people in the communities where we live and work We are committed to acting with compassion integrity honesty and high ethics in all situations and to providing our employees with an innovative and inclusive work environment,10,0,diff,,,
To further this goal all our employees worldwide are required to annually certify that they understand and comply with the Code of Conduct In addition our executives and key managers worldwide participate in training programs regarding the Code of Conduct Colgates values effective leadership and the applicable laws and regulations that govern our business practices around the world Our directors also annually certify their compliance with the Code of Conduct,0,0,,,,
In 2021 Ethics and Compliance received 411 contacts through a variety of channels including the EthicsLine Ethics web tool and ethicscolpalcom which covered a wide variety of reporting activities including 60 consultations Allegations reported to Ethics and Compliance are grouped into the following categories Accountingrelated Conflict of Interest Discrimination Financialrelated Harassment RegulatoryLegal Retaliation Work Environment Miscellaneous Issues and nonEthics and Compliance matters After a thorough investigation has been completed if the allegations are substantiated appropriate remedial action is taken,0,12,diff,,,
We are committed to ensuring the wellbeing of those we serve building a culture of inclusivity and creating meaningful opportunities for all people to succeed inside and outside of Colgate,8,2,diff,,,
We are committed to Colgate having a diverse equitable and inclusive workplace and culture,8,8,,,,
An important element of our strategy is to provide an innovative equitable and inclusive environment that attracts the very best employees and enables them to maximize their potential We are working to achieve this in several ways First and foremost we are committed to Colgate having a diverse equitable and inclusive workplace and culture We are convinced that such an environment is a necessary precondition for creativity engagement and productivity In addition we must sharpen our teams focus empower them to take initiative and experiment and provide them with the technical skills needed in our increasingly digital workplace and world,8,8,,,,
We believe our people are crucial to our ongoing business success so we aim to recruit develop and retain strong and diverse talent A key tool for this is our presence and visibility on social media platforms where potential employees learn about Colgate and find opportunities they seek to pursue Our social media framework strengthens Colgates employer branding and digital presence which results in a healthy candidate pipeline In 2021 more than two million people visited our career site,8,10,diff,,,
Once potential employees engage with us we can demonstrate that not only do we offer good employment fair compensation and advancement opportunities but also that our diverse backgrounds enable us to respond in an authentic manner to candidates interests and aspirations This holistic engagement paired with our dedication to diversity in gender and ethnic recruitment ensures that we hire talented people who will drive innovation at Colgate and reflect the communities in which we live and work,8,8,,,,
Our learning strategy has four primary components fostering a continuous learning environment upskilling our team focusing on digital tools and approaches and using data rigorously to measure results By focusing on these four pillars our team is equipped to address the challenges of a global customer base integrate new technologies into their everyday work and track the results of our efforts ensuring that we address the most important issues,3,22,diff,,,
Building the capabilities of our team so they can perform well in their daytoday work drive business objectives and develop personally is a top priority We do this by offering a portfolio of innovative and blended learning solutions,8,26,diff,empty,,
that address leadership as well as technical skills that equip them to succeed in our fast moving collaborative and diverse environment An important element of this system is learning communities where our team can share learnings and collaborate with each other on their development,8,4,diff,,,
In 2017 we launched our learning portal MindSpark where team members access a wide variety of content including leadership and functional content with curated elements designed to broaden their learning horizons The mostused learning content covers skills such as Digital Digital Commerce Analytics Leadership Diversity Inclusion and Ethical Behavior,8,8,,,,
We regularly measure the impact of our learning efforts Since 2020 we have collected data from more than 45000 surveys including surveys on pre and postapplication of learning experiences The average Net Promoter Score NPS of all Colgate courses has consistently exceeded the industry average of 63,2,10,diff,,,
In 2021 we continued to be recognized for our training programs We earned nine awards including two Gold medals three Silver medals and four Bronze medals from the Brandon Hall Group which recognizes organizations that have successfully deployed learning programs with measurable results The Gold medals were in the categories of Best Advance in Learning Technology for our ATLAS program and Best Learning Innovation for our curriculum on Selling and Negotiation Skills,8,3,diff,,,
The approach to digital capability building started with a digital maturity study that allowed us to understand the stage of digital maturity of Colgate relative to other companies and confirmed areas of our strategy that needed capability development In 2021 we conducted a Digital IQ assessment with 3000 digital practitioners that gave us visibility into the specific skill areas that needed to be addressed and allowed for the formulation of tailored regional plans and personalized skill plans for our employees The upskilling initiative included broad scale all salaried and clerical employees and multilevel approaches from experiential Csuite sessions to handson practical boot camps for digital practitioners The learning continues with access to ongoing curated digital learning content provided through MindSpark by leading digital providers such as Dot Native and Circus Street,8,4,diff,,,
Based on this approach learners are awarded badges and certificates for lessons attended We established an upskilling regimen for our teams in 2021 and made meaningful progress in our digital upskilling efforts surpassing our training goal by 10 based on the number of people successfully upskilled,8,8,,,,
Another element of our focus on digital content is an inapplication digital adoption platform WalkMe for our customer development teams a module of their business planning tool ATLAS ATLAS is a platform to effectively plan monitor and analyze volume and investment to drive real time decisionmaking and deliver profitable revenue growth WalkMe is an embedded learning application that maximizes and accelerates the impact of a digital transformation strategy by driving user adoption of digital applications and tools Using the WalkMe tool we were able to reduce training time from three days of live workshops and 115 hours of elearnings to just three hours of virtual training supplemented by optional dropin sessions,2,8,diff,,,
Ongoing coaching is a key element of our performance management process In 2021 we continued our partnership with BetterUp a leading provider of virtual coaching BetterUp provided 495 Colgate leaders with personalized leadership training to accelerate their individual effectiveness and development Not only do the participants experience highquality coaching they in many cases become champions of coaching within Colgate,8,8,,,,
In 2021 we continued offering the global learning program Becoming a People Manager that we launched in 2020 187 new people managers completed the program and we are committed to having all new and existing Colgate People managers participate and leverage this learning content to enable their teams to reach their full potential and perform at their best,8,26,diff,empty,,
Our ongoing Colgate Leadership Challenge for talented earlyincareer employees provides participants with exposure and interaction with senior management a greater understanding and connection to the global organization personal leadership skills training and an opportunity to work on an important strategic issue for the business,8,8,,,,
Colgate Connect is our global survey to assess key drivers of employee engagement We also use shorter pulse surveys to gather more targeted and timely data at various moments of the employee journeyat the completion of the recruitment process during the onboarding process and when leaving Colgateto engage people and improve employee experience,8,8,,,,
