paragraph,predict_label,count,different,empty,diff rate,empty rate
Rockwell Automation and its subsidiaries,1,26,diff,empty,,
including small veteran minority women and LGBTQowned US enterprises,8,26,diff,empty,,
Multiracial Native American and Pacific Islander,8,26,diff,empty,,
n n 10 Asian n 5 Latinx n 75 White n,8,26,diff,empty,,
n 3 Disaster Relief Recovery,5,5,,,,
Explicit in our mission and central to our purpose sustainability is at the core of what we do,3,0,diff,,,
To accelerate our work we expanded our corporate,3,26,diff,empty,,
sustainability team and function in 2021 with additional,3,0,diff,,,
investment and resources Led by Tom OReilly in a newly created role of Vice President Sustainability the team elevates and aligns our holistic strategy and crossfunctional workstreams focused on,3,0,diff,,,
The teams expansion follows our 2020 materiality assessment,12,4,diff,,,
and updated sustainability strategy and priorities including a new,3,0,diff,,,
goal to be carbon neutral for Scope 1 direct and Scope 2 indirect,24,21,diff,,,
emissions by 2030 To update stakeholders about our progress,25,21,diff,,,
we expanded our reporting portfolio with our first disclosure,12,12,,,,
report that follows the Global Reporting Initiative GRI framework,12,26,diff,empty,,
GRI is one of the most widely used standards for sustainability,14,0,diff,,,
reporting Additionally we released our first Task Force on,12,26,diff,empty,,
Climaterelated Financial Disclosures TCFD report which,13,26,diff,empty,,
describes how we incorporate climate risk into our enterprise,13,12,diff,,,
These reports as well as our Sustainability Accounting Standards Board SASB data are available at the newly designed sustainability section of our website Online enhancements include more details about our sustainability,12,0,diff,,,
strategy and updates highlighting our latest,12,26,diff,empty,,
Under the three sustainability pillars of Environment Social and Governance ESG we have prioritized the material areas we believe create the most value for our company customers and communities,10,0,diff,,,
Environment We are committed to environmental stewardship within our own operations and across our entire,23,7,diff,,,
Social Our people set us apart By coming together to create a culture that values fairness and equity where all people can and want to do their very best work we are expanding human possibility,10,10,,,,
Governance Our commitment to integrity defines who we are and how we act We do what we say we will always honestly and ethically no exceptions,0,0,,,,
Listed on leading indices for two decades,18,26,diff,empty,,
For two decades weve been listed on leading sustainability indices and 2021,18,0,diff,,,
was no different We were named to the FTSE4Good Index Series for the,18,26,diff,empty,,
20th time The Index is designed to measure the performance of companies,18,8,diff,,,
demonstrating strong Environmental Social and Governance practices,10,0,diff,,,
We were also listed on the North America Dow Jones Sustainability Indexes,18,0,diff,,,
for the 11th time The pioneering series of global sustainability benchmarks,18,0,diff,,,
is comprised of global regional and country leaders annually assessed on,4,26,diff,empty,,
longterm governance and economic environmental and social criteria,10,0,diff,,,
Additionally we were once again named to Barrons 100 Most Sustainable,15,26,diff,empty,,
Companies list and ranked among the top five companies in the Leading Climate,13,25,diff,,,
We are focused on driving three outcomes through our sustainability priorities,15,0,diff,,,
Sustainable Customers Enable our customers to achieve their own sustainability goals making a positive impact on the world,15,10,diff,,,
Sustainable Company Create innovative sustainable products and solutions and foster a culture that empowers employees to operate safely sustainably and responsibly,15,8,diff,,,
Sustainable Communities Support the communities in which we live and work having an impact that extends beyond our own organization,10,10,,,,
Together with shared values for a sustainable future were significantly expanding our ability to make a positive impact on the world by helping our global customers achieve their sustainability goals,15,0,diff,,,
We believe information is the key to sustainability Every day,15,0,diff,,,
we help tens of thousands of customers make datadriven,1,26,diff,empty,,
decisions that benefit both business and the planet We help customers leverage digital transformation to reduce global impact,3,10,diff,,,
through smart and connected systems Greater connectivity,24,24,,,,
unlocks access to valuable production data and insights that,1,22,diff,,,
improve processes efficiency and drive sustainable innovation,24,3,diff,,,
Organizations recognize they must be good stewards of resources,23,26,diff,empty,,
whether it be water air gas electricity steam materials or people,21,20,diff,,,
Sustainability is a growing stakeholder concern with increasing,15,0,diff,,,
demands to do business in ways that are more productive and,15,26,diff,empty,,
responsible Like us at least onefifth of the worlds largest companies have declared net zero emissions goals1,21,21,,,,
The quickest way we can accelerate our sustainability journey is by,3,0,diff,,,
helping our customers accelerate theirs through our decades of,15,26,diff,empty,,
industryspecific automation expertise combined with industry,18,26,diff,empty,,
leading software hardware and services With todays advanced,15,26,diff,empty,,
technologies its abundantly clear that sustainability is not a cost but,15,0,diff,,,
an investment that can deliver productivity and real business value,3,26,diff,empty,,
Prod note Finalize blockout path,4,26,diff,empty,,
Photo courtesy of First Solar Inc,24,24,,,,
Industrial energy management software solutions to reduce energy use across the value chain,24,24,,,,
Smart water solutions improve water quality and efficiency,20,20,,,,
Waste management and recycling solutions to enable the circular economy,19,19,,,,
Weve focused on energy water and waste as,19,19,,,,
the three areas we believe offer the greatest opportunity for meaningful customer outcomes Were enhancing and expanding our sustainability,15,0,diff,,,
portfolio with industrial energy management,24,11,diff,,,
software and services to reduce consumption,24,26,diff,empty,,
smart water applications to improve quality,20,20,,,,
efficiency and security for municipal entities,1,20,diff,,,
and waterintensive industries and waste,19,19,,,,
management and recycling solutions to enable,15,11,diff,,,
In 2021 our energy management and sustain,24,11,diff,,,
ability consulting practice expanded on a global,3,26,diff,empty,,
scale through Kalypso The practice area was,4,26,diff,empty,,
one of Kalypsos newest and fastestgrowing,3,26,diff,empty,,
segments when we acquired this professional,3,26,diff,empty,,
services firm in 2020 With a unique method,3,26,diff,empty,,
ology to help customers start or advance their,15,26,diff,empty,,
sustainability journey Kaylpso brings a holistic,15,0,diff,,,
lifecycle view to uncover value and opportunity,3,26,diff,empty,,
Through connected energy operations smart,24,24,,,,
facility management and product innovation,15,3,diff,,,
Kalypsos services can help customers improve,6,26,diff,empty,,
energy efficiency and reduce greenhouse,24,24,,,,
Advancing innovation and ecoefficiency in the solar industry Longtime Rockwell customer First Solar is building a third Ohio,15,24,diff,,,
manufacturing facility that will be one of the most advanced,15,15,,,,
of its kind in the solar industry The 18millionsquarefoot plant,24,24,,,,
will combine highly skilled workers with Industry 40 architecture,11,26,diff,empty,,
machinetomachine communication artificial intelligence and,1,8,diff,,,
Internet of Things IoT connectivity to produce a higher degree of automation precision and continuous improvement,1,26,diff,empty,,
Once the new facility achieves full production capacity First Solar,24,24,,,,
expects to produce an anticipated average of one photovoltaic,24,26,diff,empty,,
module commonly known as a solar panel roughly every 275,24,24,,,,
seconds across its Ohio factory footprint,17,24,diff,,,
First Solar also plans to build a new facility in India designed with the,24,24,,,,
same advanced manufacturing template as the new Ohio plant The,15,15,,,,
Ohio and India facilities are expected to start operations in 2023 and,3,26,diff,empty,,
Setting the standard for the circular economy in steel production Our control technologies and expertise in plant design and engineering are part of Europes first fullscale,15,26,diff,empty,,
facility to convert CO2 to ethanol for use as fuel in plastic production ArcelorMittal Belgiums Steelanol plant currently in assembly in Ghent represents an important step toward the circular use of carbon by recycling what,24,19,diff,,,
was previously a harmful biproduct into a new commodity The plant which also uses technologies from sustain,19,26,diff,empty,,
ability company LanzaTech is expected to produce 64000 metric tons of ethanol per year with no discharge to the,24,20,diff,,,
environment by the time it reaches full production capacity in 2023,24,26,diff,empty,,
For as long as Ive been with the company sustainability has been an important priority said ArcelorMittal Chief,3,0,diff,,,
Technology Officer Wim Van der Stricht The metal sector is at a turning point and we aim to help set the standard,12,26,diff,empty,,
for how steel production can be done in an environmentally sustainable way,15,26,diff,empty,,
Funding was obtained from various sources including the Flemish government and the European Unions Horizon,12,26,diff,empty,,
2020 research and innovation program under grant agreement No 656437,12,3,diff,,,
We also launched FactoryTalk Energy Manager a prepackaged software application that runs,24,24,,,,
To help customers reduce waste and monitor manage and recycle their production assets,19,19,,,,
on our FactoryTalk InnovationSuite to help,4,26,diff,empty,,
in a more responsible manner were offering,12,26,diff,empty,,
customers manage report control and optimize,18,26,diff,empty,,
energy usage in their production processes,24,24,,,,
contracts And through our global repair and,15,26,diff,empty,,
remanufacturing program were upgrading used,15,15,,,,
can visualize consumption at every levelsite,24,26,diff,empty,,
equipment to likenew condition The Association,9,26,diff,empty,,
area line and even machineand identify areas,23,26,diff,empty,,
to improve and optimize Smart and scalable,3,24,diff,,,
remanufacturing saves on average 85 of,24,15,diff,,,
the platform seamlessly collects and integrates,15,26,diff,empty,,
energy water and material use compared to a,20,20,,,,
energy management data with production,24,11,diff,,,
Were also partnering with customers OEMs Original,15,26,diff,empty,,
Equipment Manufacturers and other sustainability,15,0,diff,,,
innovators to develop and design new systems to,15,26,diff,empty,,
process items such as lithiumion batteries,15,26,diff,empty,,
tires and plastics into newly emerging,15,26,diff,empty,,
For example Sealed Air the brand behind the iconic Bubble Wrap product is,15,26,diff,empty,,
shaping the future of the packaging,15,14,diff,,,
industry and sustainability as part of,17,0,diff,,,
its mission to make the world better,10,26,diff,empty,,
than we found it Among its sustainable,15,26,diff,empty,,
innovations Sealed Air uses Rockwell technologies to develop new processes to,21,26,diff,empty,,
recycle plastic scrap and postconsumer plastic back into,19,26,diff,empty,,
product and raw materials and to design and build highly energy efficient,15,24,diff,,,
automated food packaging equipment systems,15,14,diff,,,
Sealed Air uses Rockwell technologies to,21,26,diff,empty,,
develop new processes to recycle plastic,15,26,diff,empty,,
Between Rockwell Automation and Sealed Air we share the same values,21,0,diff,,,
scrap and postconsumer plastic back into,19,26,diff,empty,,
said Ron Cotterman Sealed Airs vice president of Sustainability Innovation,3,3,,,,
and Strategy Whether its the efficiency of operations whether its trying,4,20,diff,,,
to be resourceful by recycling and reusing materials or whether its driving,15,19,diff,,,
innovations that reduce Greenhouse Gas impacts,25,25,,,,
Were applying our expertise to help influence standards and programs that are,12,11,diff,,,
having an impact around the world Rockwells Ian Shih regional vice president Greater China was appointed a national advisor of the United Nations Industrial Development Organization and the Fourth Industrial Revolution Alliance Hes a frequent speaker on the importance of digital transformation,3,4,diff,,,
to empower smart and sustainable manufacturing and carbon neutrality,15,24,diff,,,
Lighting the path to smarter safer and more sustainable communities Dutch lighting manufacturer Sustainder and its partner Technologies Added,24,26,diff,empty,,
used Rockwell systems to develop smart safe street lighting for a northeastern,24,24,,,,
Netherlands city that can reduce energy use by 90 Lighting for cyclists is a major,24,24,,,,
concern in the Netherlands where there are more bicycles than residents The city,12,26,diff,empty,,
of Emmen replaced all streetlights with LED fixtures equipped with sensors including,24,26,diff,empty,,
motion detection that dim and light bicycle paths as needed and contribute to a,24,26,diff,empty,,
healthier more sustainable and safer community,9,10,diff,,,
From pollutant to resource Using Rockwells control and automation technology,21,26,diff,empty,,
leaders of the West Virginia Water Research Institute,20,4,diff,,,
WVWRI at West Virginia University hope to turn acid mine,17,26,diff,empty,,
drainage into a resource that powers most of todays modern,20,26,diff,empty,,
devices and systems According to Institute Director Paul,1,7,diff,,,
We also expanded our involvement with the World Economic Forum WEF in which Chairman and CEO Blake Moret serves as an agenda contributor and is a past,12,26,diff,empty,,
Davos Forum panelist We joined the WEFs Advanced,4,26,diff,empty,,
Manufacturing Industry Community with Allie Schwertner,17,10,diff,,,
sustainability strategy and technology leader serving,3,0,diff,,,
as an Advanced Manufacturing Fellow focused on ESG,15,15,,,,
opportunities Allie and Tajaey Young team lead for our,8,26,diff,empty,,
Ziemkiewicz acid mine drainage is the most urgent water,20,20,,,,
sales onboarding programs were also appointed to the,15,26,diff,empty,,
pollution problem in the Appalachian Coal Basin and western,23,19,diff,,,
WEFs New Generation Industry Leaders community,3,10,diff,,,
With funding from the West Virginia Department of,12,26,diff,empty,,
Environmental Protection and the National Energy,23,9,diff,,,
Technology Laboratory WVWRI researchers have designed,2,26,diff,empty,,
and are building a plant that treats acidmine drainage,20,26,diff,empty,,
contamination and returns clean water to rivers and streams,20,20,,,,
while extracting rare earth elements and critical minerals,17,26,diff,empty,,
Rare earth elements are key components of cellphones,25,26,diff,empty,,
televisions computer hard drives and other electronic,1,26,diff,empty,,
devices as well as defense applications,15,26,diff,empty,,
As members theyre helping to shape new ideas that,3,26,diff,empty,,
champion the industry to younger generations and drive,2,26,diff,empty,,
Manufacturing consumes 54 of the worlds energy and contributes to 20 of CO2 emissions globally2 While doing better with current assets clearly presents an,25,15,diff,,,
opportunity to improve environmental performance it,10,8,diff,,,
must be matched with an ambition to reinvent operations,3,26,diff,empty,,
to set in motion more sustainable less carbonintensive,24,26,diff,empty,,
Clean water flows again in West Virginias Muddy Creek,20,20,,,,
P h o t o c o u r t e s y o f,4,26,diff,empty,,
W V U W a t e r R e s e a r c h,12,26,diff,empty,,
n s t i t u t e,4,26,diff,empty,,
As more companies embark on their digital transformation journeys with smarter technologies and greater connectivity cybersecurity and safety are significant concerns,9,1,diff,,,
No company is immune from this potential threat to their business,18,26,diff,empty,,
their customers and their workforce,4,11,diff,,,
In the last year more than a third of industrial control systems ICS were targets of cyber attacks3 with highprofile incidents shutting down critical infrastructure that threatened energy water and food,1,20,diff,,,
supplies Ransomware attacks were more prominent with companies,1,1,,,,
paying millions of dollars on top of the millions lost from downtime and,18,26,diff,empty,,
Whats more safety and security risks are inherently linked A security,5,22,diff,,,
breach impacting assets that control physical and kinetic systems can,1,9,diff,,,
potentially damage equipment hurt people and harm the environment,23,26,diff,empty,,
Strong cybersecurity is no longer a best practice but a mustdo With,1,1,,,,
more than 100 years of industrial automation experience we secure,24,26,diff,empty,,
some of the worlds most important plants assets networks and,1,26,diff,empty,,
infrastructure from downtime and damage caused by cyber attacks,1,20,diff,,,
For manufacturers protection starts with a rocksolid foundation of,4,6,diff,,,
operational technology OT expertise to assess security needs develop,1,22,diff,,,
a strategy and deploy manage and secure industrial operations,5,26,diff,empty,,
of industrial control systems were targets of cyber attacks during the first half of 2021 3,1,26,diff,empty,,
In 2021 we announced several new investments,12,26,diff,empty,,
With our proactive incident response process we,5,5,,,,
to build a more robust specialized information,1,26,diff,empty,,
tech nology ITOT cybersecurity offering,1,1,,,,
mitigations and share information to help keep,12,4,diff,,,
our customers secure We work closely with,1,26,diff,empty,,
We opened our new Cyber Security Operations Center SOC in Israel Located in Tel Aviv the SOC delivers remote cybersecurity services to our,1,1,,,,
national response organizations such as the US,5,5,,,,
Cybersecurity and Infrastructure Security Agency,1,1,,,,
CISA to coordinate and issue security alerts and,1,22,diff,,,
global customers by continuously monitoring their,4,21,diff,,,
advisories consistent with industry best practices,18,11,diff,,,
security and improving their ability to respond,1,22,diff,,,
to events along with 15 remote service centers,24,6,diff,,,
With security and safety indelibly tied safety,9,6,diff,,,
around the world that provide enhanced managed,2,26,diff,empty,,
devices are a critical automation component,15,26,diff,empty,,
services The SOC opening follows our 2020,3,26,diff,empty,,
protecting the people who interact with machines,1,26,diff,empty,,
acquisitions of cybersecurity providers Avnet,1,1,,,,
and systems As the market leader in machine,17,26,diff,empty,,
based in Israel and Oylo based in Spain,3,26,diff,empty,,
safety our growing portfolio of smart safety,9,6,diff,,,
solutions combines simpler connectivity with the,1,26,diff,empty,,
As the frequency and severity of cybersecurity,1,1,,,,
power of data to keep people safe and improve,5,22,diff,,,
threats continue to rise across manufacturing its,1,15,diff,,,
critical that we as an automation leader partner,1,26,diff,empty,,
with cybersecurity leaders to share expertise and,1,1,,,,
Smart safety devices and systems are designed,9,6,diff,,,
jointly innovate on ways to protect our customers,15,26,diff,empty,,
to require employees to follow standard operating,11,26,diff,empty,,
As such we formed new partnerships with Dragos Inc and CrowdStrike,4,26,diff,empty,,
procedures and restrict access only to machines,22,26,diff,empty,,
or systems that are in safe mode They also,5,26,diff,empty,,
provide valuable diagnostic information such as,16,26,diff,empty,,
Our partnership with Dragos a global leader in,4,10,diff,,,
where safetyrelated failures occured or if workers,9,26,diff,empty,,
cybersecurity for ICSOT environments focuses,1,1,,,,
followed procedure This increased visibility not,21,26,diff,empty,,
on incident response services and threat intel,5,5,,,,
only helps keep people and processes safe but,9,26,diff,empty,,
ligence Together with CrowdStrike a leader in,4,26,diff,empty,,
also significantly expands the productivity and,11,26,diff,empty,,
clouddelivered endpoint and workload protection,1,6,diff,,,
we can now deliver endtoend cybersecurity and,1,1,,,,
network service solutions These two companies,1,6,diff,,,
Wherever our customers are today in their,15,26,diff,empty,,
join our growing list of worldclass cybersecurity partners that includes Claroty and Cisco,1,1,,,,
automation journey they can have a safer more,15,26,diff,empty,,
secure productive tomorrow with Rockwell as,15,26,diff,empty,,
their trusted partner providing the expertise,8,26,diff,empty,,
To provide a greater level of protection and peace,10,6,diff,,,
services and solutions they need,15,26,diff,empty,,
of mind for our customers we also continue to,15,26,diff,empty,,
incorporate advanced security capabilities into,1,22,diff,,,
more of our own products and achieve certifica,15,26,diff,empty,,
tions to critical cybersecurity standards,1,1,,,,
Our customers depend on us to provide products and solutions that comply with regional national and local regulations and standards for environment safety and quality,14,6,diff,,,
We serve as a global resource for new and emerging,3,26,diff,empty,,
requirements and actively monitor and influence,12,26,diff,empty,,
As a producer of Electrical and Electronic Equipment,24,26,diff,empty,,
EEE under the EUs Waste EEE extended producer,19,19,,,,
standards regulatory developments and implementation,12,11,diff,,,
responsibility framework we continue to take back free,10,0,diff,,,
of charge inscope waste for treatment and recycling,19,19,,,,
Were proactive in our approach with a priority to achieve,12,26,diff,empty,,
compliance ahead of scheduled deadlines and work closely,12,0,diff,,,
We are ahead of schedule to meet the UKCA United,12,26,diff,empty,,
with our suppliers to verify conformance and when,17,26,diff,empty,,
Kingdom Conformity Assessment program which,12,10,diff,,,
necessary to design noncompliant components and,15,26,diff,empty,,
requires a new product mark for products sold within,15,26,diff,empty,,
materials out of identified products,15,26,diff,empty,,
the UK The marking applies to most goods previously,15,26,diff,empty,,
In 2021 we completed compliance ahead of a July amend,12,0,diff,,,
subject to the CE marking which required manufacturers to take responsibility for product compliance with all,14,0,diff,,,
ment deadline that added four phthalates to the list of,6,26,diff,empty,,
applicable European health safety performance and,9,6,diff,,,
restricted substances in the EU Restriction of Hazardous,19,19,,,,
Substances RoHS Directive Phthalates are a group of,25,26,diff,empty,,
chemicals used to make plastics more durable,15,14,diff,,,
Were unwavering in our commitment to demonstrate,10,26,diff,empty,,
We also completed several milestones as part of our ongoing,12,26,diff,empty,,
We consider the entire lifecycle of our products including,15,26,diff,empty,,
program to meet the European Union EU Ecodesign direc,12,26,diff,empty,,
installation operations maintenance and end of life,15,26,diff,empty,,
the highest standards of product safety and compliance,14,9,diff,,,
tive which is a set of mandatory requirements to improve,12,26,diff,empty,,
energy efficiency and reduce greenhouse gas emissions All,25,25,,,,
our inscope product offerings including displays and low,15,26,diff,empty,,
voltage drives now meet the directives requirements,12,26,diff,empty,,
Were proud to work with the worlds top life sciences companies providing them with the automation technologies they need to develop and produce new medicines and treatments,6,26,diff,empty,,
In fact 95 of Fortune 500 life sciences,17,26,diff,empty,,
companies are Rockwell customers4 As the global COVID19 pandemic brings,18,26,diff,empty,,
a renewed focus on health and healing,9,6,diff,,,
automation is essential to rapidly develop,24,26,diff,empty,,
ing vaccines and drugs with the necessary,15,26,diff,empty,,
cycles and increased capacity needs From,24,26,diff,empty,,
formulation to packaging if a company is,15,14,diff,,,
manufacturing a test treatment vaccine,16,15,diff,,,
syringe or vial its likely were involved,19,26,diff,empty,,
Many of these companies are longterm customers,4,26,diff,empty,,
who needed to scale up rapidly to meet global demand Thermo Fisher Scientific plays an important role in the pharmaceutical ecosystem,18,4,diff,,,
and uses our software and professional services,15,26,diff,empty,,
as part of their Pharma 40 digital transformation,3,26,diff,empty,,
initiative and to drive COVID19 readiness and,3,26,diff,empty,,
Our technologies help manufacturers improve,15,26,diff,empty,,
quality accelerate testing and streamline,18,6,diff,,,
compliance all of which play a critical role in,0,0,,,,
speeding product to market By connecting,15,26,diff,empty,,
disparate systems resulting in increased visibility and access to realtime data for faster decision,1,22,diff,,,
making one of our customers reduced time to,24,26,diff,empty,,
We also help customers improve supply chain,17,26,diff,empty,,
visibility and production consistency For every,4,26,diff,empty,,
single pallet of COVID19 vaccines shipped 20,6,26,diff,empty,,
to 30 additional pallets of vaccine accessories,14,26,diff,empty,,
are required Companies that lack supply chain,17,26,diff,empty,,
visibility have struggled to source enough raw,21,26,diff,empty,,
materials and products needed to manufacture,15,26,diff,empty,,
the singleuse consumables required for vaccine,14,26,diff,empty,,
Were working with the life sciences industry to,15,11,diff,,,
move medicine forward and develop the next,2,26,diff,empty,,
generation of flexible manufacturing With our,15,15,,,,
cart technology teams can move quickly from,4,26,diff,empty,,
manufacturing one item to another and one,15,15,,,,
machine can do the work of several all with fewer,4,26,diff,empty,,
parts and using less energy,24,24,,,,
Faster launches Supply chain challenges,17,26,diff,empty,,
Tailored medicine The pressure has never been,4,26,diff,empty,,
greater on the life sciences industry But with our,15,26,diff,empty,,
products services and technology were helping,15,26,diff,empty,,
life sciences customers improve outcomesfrom,6,26,diff,empty,,
product development to patient livesand,15,4,diff,,,
Reimagining whats possible in biopharmaceutical production Cytiva is a global life sciences leader working to transform human,17,10,diff,,,
health by providing access to lifechanging therapies With 75,2,6,diff,,,
of FDAapproved biotherapeutics manufactured using Cytiva technol,6,26,diff,empty,,
ogies the company has more than 100000 systems in use globally,1,26,diff,empty,,
Cytiva is a trusted provider supplying the tools and services the,15,26,diff,empty,,
biopharma industry needs to work better faster and safer leading to,15,26,diff,empty,,
better patient outcomes Thats just one important reason why Cytiva,2,26,diff,empty,,
relies on our Connected Enterprise technologies as part of its digital transformation and Industry 40 initiative,3,26,diff,empty,,
Now more than ever as an industry we must get smaller faster and,12,26,diff,empty,,
more costeffective in the way we manufacture drugs vaccines and,24,26,diff,empty,,
therapeutics said Cytivas Kevin Seaver executive general manager,6,26,diff,empty,,
Automation and Digital By automating processes and analyzing,15,26,diff,empty,,
data we can rethink every step of drug manufacturing and realize,6,15,diff,,,
economies of scale with flexibility efficiency and confidence,4,3,diff,,,
Working with Pyure to combat COVID19 and provide cleaner air We entered into a fiveyear strategic agreement with The Pyure,21,11,diff,,,
Company to work together to provide solutions that improve,15,26,diff,empty,,
indoor air quality and fight the spread of COVID19 Pyure is an,21,6,diff,,,
airpurifying technology company that designs and manufactures,21,26,diff,empty,,
ultravioletbased commercial airpurifying solutions These solutions,21,26,diff,empty,,
kill more than 99 of the most common indoor pathogens including,20,21,diff,,,
With the pandemic remaining a top health concern Pyure will use our,13,6,diff,,,
product and software offerings to provide customers with secure,1,26,diff,empty,,
realtime access to industrial operations data and the ability to,1,22,diff,,,
integrate that information and control into their building manage,1,26,diff,empty,,
ment strategy The increased data visibility allows Pyure customers,1,22,diff,,,
to compare indoor and outdoor conditions to choose the best,9,21,diff,,,
approach for their building and industrial processes,15,26,diff,empty,,
Partnership to automate tissue and organ production Since 2018 weve partnered with the Advanced Regenerative,15,10,diff,,,
Manufacturing Institute ARMI a Department of Defense,15,15,,,,
publicprivate Manufacturing USA initiative to innovate mass,3,15,diff,,,
production of tissue and organ biofabrication ARMI brings together,15,26,diff,empty,,
advances in manufacturing biotech medicine and life sciences to,2,15,diff,,,
create new possibilities for those with immediate need for human,2,10,diff,,,
tissue and organs Its a lifechanging approach that adds a new,4,26,diff,empty,,
ARMIs first automated tissue line went online in 2020 and with our,6,26,diff,empty,,
help eight more production lines will be installed by mid2022,24,26,diff,empty,,
Additionally were working together to develop ARMIs new Digital,12,11,diff,,,
Transformation Experience Center in Manchester New Hampshire,3,26,diff,empty,,
A site for innovation and learning the Center will educate both ARMI,2,3,diff,,,
members and Rockwell customers about smart manufacturing and,15,15,,,,
Protecting the health and safety of our employees comes first,9,6,diff,,,
Despite the COVID19 pandemicwith its,13,26,diff,empty,,
uncertainty increasing personal demands and,0,26,diff,empty,,
continued to work more safely with another year of,2,26,diff,empty,,
bestinclass global safety performance Were proud,9,6,diff,,,
of how we took care of each other and how we found,10,26,diff,empty,,
new ways to work together and serve our customers,15,26,diff,empty,,
partners and communitiesall while keeping health,9,6,diff,,,
and safety our top priority,9,6,diff,,,
