paragraph,predict_label
Nanya concerned about global climate change and has identified related risks and opportunities We strive to implement low carbon transition and jointly work towards net zero emissions together with stakeholdersThe impact of climate change has been scientifically proven to be extremely urgent Hence countries around the world in 2021 declared and took action to achieve net zero emissions by 2050 and Taiwans government in April 2021 declared the goal of net zero emissions by 2050 As the leader of Taiwans DRAM industry Nanya responds to the goal of foreign governments and Taiwans government to achieve net zero emissions by becoming A Producer of Green Technology We support the Paris Agreement through our own actions and have committed to achieving Net Zero Emissions,13
Setting SBTScience Based Target is a critical first step to achieving net zero emissions and Nanya proposed its SBT commitment in 2021 Nanya proposed SBT of our current operation locations for review in January 2022 and planned carbon reduction strategies for Scope 1 2 and 3 emissions laying out the path to net zero emissions,25
Scope 1 Manage raw material use and install endofpipe reduction equipment,15
Nanyas Scope 1 emissions are mainly from the use of process gases for film and etching Even though the use of process gases cannot be avoided the Company has adopted source reduction and endofpipe removal to manage GHG emissions,25
The Company is actively improving process efficiency and product yield to maintain competitiveness in the industry The transition to the 20nmclass process significantly increased production capacity per unit area and effectively reduces energy and resource consumption per unit production capacity Nanya has also installed an AI system and uses the assistance of smart factories to analyze data improve the arrangement of machinery and manage raw material inputs Process gases used per unit die has continued to decline in recent years decreasing 18 in 2020 compared to 2017,15
Reduce absolute emissions by 25 Emissions per unit production capacitynote2 decreased 27,21
Local scrubbers are installed at the end of Nanyas process equipment and use combustion to break the chemical bond of gas molecules while using cleaning solution for cleaning to remove the majority of GHGs such as PFCs NF3 and N2O At present the removal efficiency of equipment used by Nanya is at 90 and above reducing GHG emissions by approximately 600 thousand tons Local scrubbers will also be installed in equipment of the new factory to minimize the impact on the environment,25
The calculation of production capacity was the output of Good Electronic Chip GEC and the output of various products was converted into around 4Gb product particle numbers using per thousand die kpcs as the calculation unit,15
Scope 2 Low carbon and renewable energy use,24
Scope 3 Supply chain management and product energy consumption management,17
Overall Nanya will become aligned with international trends via the SBT and will achieve reduction goals for 2030 through product RD cleaner production and upstream and downstream collaboration utilizing our ability to innovate Furthermore Nanya will continue to monitor the latest developments of emerging technologies including semiconductor green process technologies hydrogen energy carbon neutral methane and direct carbon capture technologies In coordination with the governments carbon trading policy we hope to offset residual emission by investing in new carbon removal technologies or purchasing carbon rights gradually achieving the vision of net zero emissions through diverse carbon reduction actions in order to contribute to the Earth,25
Scope 2 emissions of Nanya are mainly from purchased energy The Company implements energy conservation management through ISO 50001 and also responds to global trends by using low carbon energy,24
Nanya first installed solar panels in its own factories and obtained 362 TRECs on the TREC trading platform in 2020 We purchased 104 million kWh from onshore land farms in 20212022 and signed a 10year contract with a solar power plant in 2022 to purchase and use 25 million kWh of renewable energy by 2025 We plan to use even more renewable energy to achieve the SBT and RE100 in order for renewable energy to reach at least 25 of electricity use in 2030,24
Nanya Renewable Energy Blueprint for the Next Decade,24
Before 2030 Before 2030 Renewable energy usage reaches 2530,24
20232032 20232032 25 million kWh of solar power,24
Nanyas Scope 3 emissions mainly consists of two items namely purchase of raw materials from upstream supply chain and electricity consumption from downstream product use We continue to conduct supply chain sustainability audits for upstream supply chain management and assist suppliers with environmental management and planning electricity saving projects The Company jointly implemented ice water pump cooling water pump and freezer replacement projects with 14 suppliers in 2021 saving over 3315 MWh In the future Nanya will continue to encourage suppliers to use renewable electricity and implement clean production plans in order to reduce the carbon footprint of their raw materials,17
As for downstream product management we have focused on the development of advanced processes in recent years Development of 10nm process technology is currently going smoothly and trial production using secondgeneration 10nmclass process technology 1Bnm is expected to begin in 2022 which will improve our production efficiency per unit wafer area by 60 and above Furthermore we are also actively developing and carrying out the volume production of lowpower products in which the power consumption of new generation LPDDR5 products is 35 or more lower than LPDDR4 products,15
20212022 20212022 104 million kWh from onshore wind farms,24
Nanya joined the Taiwan Alliance for Net Zero Emission,21
Feature Stories Building Taiwans First 10nmClass DRAM FAB with SelfDeveloped Technology,15
Moving towards the smart era DRAM is a key component to be used in the applications of smart city smart home smart office unmanned vehicles internet of things IoT cloud artificial intelligence AI The global DRAM industry began to recover in 2013 after mergers and became an oligopolistic market Nanya ranks fourth in terms of market share The Company began engaging in transformation and engineering in 2013 including making adjustments to business strategies actively developing niche memory markets focusing on consumer electronics and automobile markets and expanding into server and lower power product markets,15
Innovation is Nanyas longterm strategic goal and core value Instead of engaging in joint technology development with other DRAM companies or technology licensing we began developing SelfDeveloped 10 nm process technology in 2017 With accumulating RD experience and cultivating excellent technology team we successfully transformed into a selfdevelopment process technology IDM company The firstgeneration 10nmclass process technology 1Anm is expects to begin mass production in 2022 This is the first 10nm DRAM technology in Taiwan and proves that Taiwans DRAM technology development ability is among the top companies across the world The secondgeneration 10nmclass process 1Bnm is also under development and trial production is expected to begin in 2022 1Bnm process technology will improve energyefficiency by more than 60,15
Demand on DRAM has benefited from 5G applications and stably increased at a rate of 1520 each year Besides planning the investment of NT60 billion to upgrade processes in current factories we will invest NT300 billion to build a 12inch advanced fab in New Taipei Citys Nanlin Technology Park in order to enhance our future competitiveness and meet longterm development needs This new factory will be the first 10nmClass DRAM fab in Taiwan with SelfDeveloped technology and will allow Nanya to successfully apply several generations of 10nmclass process technology which can be used to manufacture next generation products such as DDR5 and LPDDR5The new fab will be the largest investment project in New Taipei City and construction is expected to begin in the first half of 2022 with the goal of commencing mass production at the end of 2025 It is expected to create 3000 employment opportunities The advanced fab investment project will secure Nanyas leadership in Taiwans DRAM industry and position as a key memory supplier worldwide while enhancing our international competitiveness,4
Furthermore it will also drive the development of memoryrelated industries such as smart city 5G AI big data and IoT increasing the output value of up mid and downstream industries and indirectly creating several thousands of employment opportunities in the industry chain which will help drive Taiwans economic and local development,11
Nanya press conference on investing in a new fab,18
Complete the verification of 1Anmclass process and component technology reliability,24
Complete Taiwans First 10nmClass DRAM FAB with SelfDeveloped technology,24
Create 3000 employment opportunities and increase the output value of up mid and downstream industries by over NT100 billion,11
Memory has become an indispensable to the diverse applications of 5G AI electric vehicles and electronic products The output value of Taiwans memory industry is currently nearly NT300 billion The memory industry plans to invest over NT1 trillion to increase its production capacity to meet longterm consumer needs and therefore urgently needs memory design and process talent Nanya has been actively implementing the Youth Empowerment FOCUS Project on campuses in response to the shortage of memory talent in Taiwan With the power of academic research we assist college students on campus to reduce the gap between the campus and workplace so that they may more quickly adapt to the workplace At the same time we integrate the resources of industry and academia to lay the foundation for the Companys talent and to enhance the international competitiveness of Taiwans memory industry,8
Nanya hopes that cooperation with schools will help cultivate the next generation of memory talent for the country and also provide students with more learning support and planning options attracting students to join Nanya and consolidate the countrys semiconductor soft power,8
Collaborating with College Departments to Improve Students Understanding of the Memory Industry Nanya organizes a variety of seminars or programs to strengthen the connection between what students learn in school and the actual situation in the workplace This approach more systematically passing on the experience of industry mentors to students closely combines theory with applications and closes the gap between education and employment We have jointly developed industry courses that meet needs in the workplace and organize company visits to help students understand the semiconductor industry Seminars organized by Nanya on campuses to promote knowledge of memory had a total of 4000 participants and company visits had over 3000 participants,2
Industryacademia Collaboration to Strengthen Students Knowledge of Memory Through many campus projects and twoway cultivation we provide college students with internship platforms that combine academic and industrial resources and provide training courses and opportunities for accumulating practical experience We hope that we can become a bridge between enterprises and fresh graduates and encourage students to develop different abilities while reserving specialized talent in advance Nanya has cultivated over 300 semiconductor talents through its internship program Promoted the internship program and offered credit courses in departments cultivating over 3000 science and engineering talents,8
Enhanced Students Expertise in the Field of Memory Nanya encourages outstanding students to focus on academic research and innovative technologies and established various scholarships or sponsored the scholarships of colleges in order to cultivate elite semiconductor talent We hope that outstanding students will continue to learn in fields they are passionate about and thereby enhance the semiconductor industrys competitiveness To promote industryacademia exchanges and fully utilize resources of academia Nanya implemented industryacademia collaboration projects nearly 30 projects in total and sponsored events eg NTU VLSI NTU SystemonChip SOC Center and NTU IC Summer Camp of wellknown universities,4
Contract signing ceremony for industryacademia collaboration in memory talent training,8
Furthermore Nanya and Taipei City University of Science Technology jointly established the Nanya Semiconductor Talent Cultivation College in 2022 in order to rapidly pass on experience and cultivate memory talent to meet future market demand Furthermore Nanya joined forces with Macronix International Co Ltd Elite Semiconductor Microelectronics Technology Inc and Etron Technology Inc and established a masters program for memory in Chang Gung University in 2022 Nanya provides students with professional training in memory IC design and processes through collaborations with schools This trains students with the core skills needed by the memory industry and cultivates talent for Taiwans memory industry The cooperation model between Nanya and schools includes internships corporate courses and scholarships which combine theory with practice The schools provide complete teaching resources general education and theoretical knowledge while the Company provides a site for internships and large scholarships and well as guidance in professional knowledge This allows students to understand the industry and attempt to solve practical problems during their internship,8
Contract signing ceremony for the Nanya Semiconductor Talent Cultivation College,8
Nanya insists on leaving the best environment to every future generation and fulfill its responsibility to low carbon production and environmental protection To become aligned with international ecofriendly trends Nanya implemented the Green Factory Label certification project in 2020 and looked into every detail from the hardware to software process Thanks to the collective efforts of all employees factory buildings are required to obtain the Ministry of the Interiors Green Building Label and production processes are required to pass the clean production evaluation system We received the Green Factory certification from the Industrial Development Bureau Ministry of Economic Affairs in 2021 and became the first DRAM company in Taiwan to obtain the Green Factory Label Nanyas new factories in the future will be designed as green buildings green factories and smart buildings in order to drive cleaner production in the domestic DRAM industry and become a manufacturer using green technology,15
Nanya continues to make improvements according to clean production evaluation indicators including energy and resource conservation green process and pollutant management technologies and further incorporates ecofriendly design green management and social responsibility concepts to face the environmental impact of our production and operation processes Nanya obtained the clean production evaluation system compliance certificate issued by the Industrial Development Bureau Ministry of Economic Affairs in 2021 through the evaluation of various qualitative and quantitative indicators,17
Implemented ISO 50001 and energy management system platforms and saved 7585 MWh in 2021 Please refer to Energy Management Established a solar power plant purchased solar power and wind power and actively increased the percentage of renewable energy use in our factories Please refer to renewable energy use and planning and improvement of energy efficiency Actively implement the wastewater recovery system process recycling system and rainfall collection and reuse Please refer to Water Conservation Water Pollution Control Implemented raw material improvement plans including formula development of new processes reduction of process time extension of use cycle and reduction of process consumption A total of 38 improvement proposals were made in 2021 and annual benefits reached NT84840 thousand Please refer to Raw Materials Reduction,24
Established a green product promotion organization and established the General Rules of Environmental Management Substances for Components and Materials to ensure that all products comply with WEEE RoHS Packaging Instructions and REACH Please refer to Hazardous Substance Free Product Management Factories have systematically implemented ISO9001 IATF16949 ISO14001 ISO14064 ISO45001 ISO50001 TOSHM and RBA management systems LCA is conducted for all products each year and improvement plans are implemented for GHG emission hot spots Please refer to the Life Cycle Assessment Established sustainable supply chain management mechanisms sustainability assessments audits and improvement tracking are conducted for suppliers each year sustainable supply chain development projects are implemented and supplier seminars are convened Please refer to Sustainable Supply Chain Management,17
Implemented life cycle thinking and design for environment and consider environmental impacts of procurement manufacturing transportation product use disposal and recycling in the new product development phase Please refer to the Life Cycle Assessment Actively developed new generation low energy consumption DRAM products reduced the energy consumption of electronics products and reduced GHG emissions Low energy consumption DRAM products sold by the Company in 2021 will help customers save 71217 million kWh each year Please refer to Green Product Design Promoted raw material recycling and reuse including reusing each monitor wafer 811 times and reuse of cartons outer cartons cushioning materials and wafer cassettes nearly reached 100 Please refer to Recycling,15
Listed sustainability items in the annual performance evaluation of senior managers and employees Organized employee EHS training and promotion events formulated occupational health and safety management projects and emergency response projects improved the EHS concepts of employees and prevented occupational accidents from occurring Please refer to Occupational Health and Safety For material topics that Nanyas stakeholders are concerned about we set shortterm midterm and longterm goals and publish a sustainability report each year as a channel for communication with stakeholders Please refer to Sustainability Strategies and SDGs Organized internal and external environmental education events to raise employees awareness of environmental conservation Please refer to Social Engagement,9
Planned clean production training for processes products and services and also provided special training courses for environmental protection safety and energy Implemented clean production technologies and methods maximized the efficiency of energy and resource use and minimized the negative impact on the environment Optimized production processes and management through AI system optimization and improved production performance Please refer to AI Development Benefits and Promotion,15
Reduced the amount of waste generated through recycling and reuse and established tracking mechanisms for waste clearance and reuse Please refer to Recycling Waste Management Invested approximately NT3 billion in wastewater treatment optimization and recovery measures since the factory was constructed and wastewater recovery rate reaches 95 and above Please refer to Water Pollution Control Installed local scrubbers acidicalkaline scrubbers and VOC zeolite rotor concentration equipment and reduced process PFC and VOC emissions by 90 and above Please refer to Air Pollution Control Greenhouse Gas Reduction,19
Nanyas new head office and new factory established in 2017 were both planned designed and constructed according to EEWH Besides using recyclable and reusable construction materials with low fugitive emissions and low pollution we referenced ecological energy conservation waste reduction and health indicators of green buildings and obtained the Green Building Silver Label certificate in 2017 Nanya is currently planning to construct a 12inch wafer fabrication plant which is being designed according to green building indicators,19
The architectural design uses native trees or trees that attract birds and butterflies Besides surface greening green spaces are also designed on the rooftop and facade which effective increase carbon fixation We use JW ecological engineering to design roads that breathe and effectively increase the sites rainwater harvesting ability,23
Electricity consumption by lighting is significantly reduced through the use of lighting from the outdoor courtyard comprehensive use of LED lights and reducing the number of lights turned on in nonprimary office areas provided that it does not affect indoor illuminance Furthermore we utilize AI to optimize control of the ice water system and achieve electricity savings through integration analysis and AI automated control of machinery saving approximately 1830 MWh each year,24
Nanya achievements in building green factories have attracted visits by the government schools and other companies creating external benefits Visits by college teachers and students are organized every year and we have cooperated with the Talent Base Project of the Industrial Development Bureau Ministry of Economic Affairs and company visits organized in cooperation with 104 Job Bank Nanya cooperated with the green factory observation and exchange event organized by the Industrial Development Bureau Ministry of Economic Affairs in October 2021 We explained how we saved electricity water and promoted the use of renewable energy as well as our results We also shared our experience applying to be certified as a green factory in hopes of helping participants understand the green measures implemented in our factory It also helps domestic industries better understand green factories and can be referenced by other industries and formulating their sustainable development strategies Furthermore we utilized our experience to provide guidance to 2 suppliers for green production assessment and evaluation in 2021 expanding the influence of our cleaner production It also effectively lowers the environmental impact of our overall value chain In the future Nanya will continue to provide guidance for suppliers to develop green factories,15
The maintenance of electrical machinery air conditioning and telecommunications and Internet pipelines is considered during factory planning and retains sufficient pipeline space so that the structure and decorations are not damaged during replacement and repair Air conditioning equipment on the roof all have a base to prevent damaging the waterproof layer during replacement and repair This reduces the amount of construction materials used and also reduces the amount of waste generated,19
We commission an operating environment monitoring institution to measure indoor air quality twice a year in order to ensure that employees work in a good indoor environment We monitor the indoor quality and access control in real time through the Central Control to protect employee health and safety Furthermore we provide a fullfledged sports and fitness center with an air track basketball court badminton court pool table table tennis aerobics room and massage chair to promote exercise in the Company and improve employees physical and mental health,21
Nanya Technology Corporation Nanya holds innovation as our core value which is realized in the companys dedication to research and develop design manufacture marketing and sales of Dynamic Random Access Memory DRAM Nanyas commitment to research and development has enabled the company to accumulate extensive DRAM expertise and intellectual property A true leader in corporate citizenship Nanya has proactively implemented green manufacturing technology Nanya has harnessed the power of artificial intelligence AI to significantly upgrade production capacity and efficiency The result is a company that provides industry leading DRAM solutions in a way that is environmentally friendly to our planet,15
Nanya has built a strong constitution with a sustainable spirit and is committed to enhancing corporate governance complying with regulations creating value for shareholders maximizing employee benefits actively participating in social welfare promoting green technology and environmental sustainability striving for sustainable development Nanya has posted profits for nine consecutive years In 2021 Nanyas consolidated revenue amounted to NT856 billion with a net income of NT2285 billion and earnings per share of NT74,12
As one of the key members of the semiconductor industry Nanya deeply understands the impact of environmental disasters and water shortages on company operations Through the integration of green management Nanya has enhanced climate resiliency reduced carbon emissions launched several energy saving projects and deployed a sophisticated water recovery and recycling process This is just the beginning Nanya will continue to contribute our innovation and strength to pursue the sustainability of the environment,20
Being the Best DRAM Partner for Smart World,15
DRAM is a critical component of the smart world Smartphones and servers used in data centers have been the primary drivers of DRAM development and demand In the 5G and AI era demand will continue to grow as the applications of DRAM use further diversify with the boom of various smartconnected devices,1
Providing value added products and services to customers is paramount at Nanya Nanyas focus on innovation has resulted in the successful development of 10nmclass DRAM process technology which will enable the next three generations of DRAM solutions including DDR5 and LPDDR5 products With regard to the Companys development of proprietary technology and process conversion trial production of 8Gb DDR4 the first product manufactured using 10nmclass process technology 1Anm was successfully completed smallscale production is expected to begin in the second half of 2022 We also completed the design and trial production of the second product DDR5 The pilot product using second generation 10nmclass process technology 1Bnm has begun trial production and smallscale production is expected to begin in 2023 Combined Nanya will provide customers with a complete product lineup to meet the rising needs of the 5G era and smart world,15
Nanyas vision is to become the Best DRAM Partner for Smart World and continues to enhance its advantages on the basis of its RD and innovation in AI Besides developing 10nmclass technologies and products we plan to invest approximately NT360 billion over the next 7 years to upgrade current factories and build a new factory with a twolevel clean room We will implement several generations of 10nmclass technologies and products in this newly built fab to grow in the DRAM industry and enhance our international competitiveness,15
Employees are the most valuable assets for our sustainable business Nanya implements systematic and multidimensional talent cultivation programs provides support for employee career development establishes a wide range of incentives to attract and retain excellent talent To fortify the development of longterm semiconductor expertise Nanya enables industryacademia collaboration hightech talent cultivation seminars and lectures internships and other education programs,8
Nanya was not only selected as a constituent of the DJSI Emerging Markets Index in 2021 but also selected as a constituent of the DJSI World Index for the first time ranking first among global memory companies Furthermore Nanya was selected in the A List of the CDP Climate Change Evaluation for the second consecutive year in 2021 won the TCSA Top Ten Sustainable Companies Award GCSA Sustainability Report Award National Environmental Protection Award Green Factory and ranked in the top 5 of the Corporate Governance Evaluation for the fourth time won the CSR Award of Global Views Monthly and selected into the top 50 of CommonWealth Magazine Sustainable Citizen Award for the third consecutive year The awards above are recognition of our efforts to achieve sustainable development,13
Nanya will continue to put our three strategies,4
into practice for promoting a sustainable business while enhancing international competitiveness,4
As a member of the global semiconductor industry Nanya not only pursues the greatest achievement on its core business but also actively participates in external exchange activities related to its core business and sustainable development in order to cooperate with other enterprises in the industry in moving towards common good To this end we have conformed to changes in the international situation and in the industrial chain establishing a Public Affairs Participation Group under the Sustainable Development Committee of Nanya The group is responsible for assessing and reviewing decisions on companys participation in public affairs Moreover we execute policy formulation of all participation in related industries and participation in industrial unions or chambers of commerce in accordance with the Nanya Public Affairs Participation Guidelines to ensure the Companys rights and obligations,12
Taiwan Semiconductor Industry Association Our role Director 320,17
Taiwan IC Industry Academia Research Alliance Our role Director 100,12
Note Nanya did not have any merger and acquisition plans or transactions in the past three years 20192021,3
Center for Corporate Sustainability Our role Director 280,3
Under the Regulations Governing Nanya s Participation in Public Affairs we are actively participating in evaluations and initiatives of sustainability institutions showing our effort and ambition in sustainability issues,12
We are exerting our influence upstream and downstream in the supply chain and jointly move forward on the path to sustainability together with supply chain partners contributing to our planet as a global citizen,17
Organization SP Global Invited to participate since 2018,12
Selected into the Emerging Markets Index in 2018 2019 and selected into the World and Emerging Markets Index in 2021,18
Organization CDP Began actively participating in the CDP Climate Change Evaluation in 2018 and actively participated in the CDP Water Security Evaluation in 2020,13
Leadership level in climate change for 4 consecutive years,13
Leadership level for in water security for 2 consecutive years,3
We support the SBTi signed the commitment in 2021 and are currently proposing a carbon reduction path and plan,25
We support the TCFD and began implementing climate change management based on the TCFD framework in 2018 becoming a supporter in 2021,13
Participated in the Taiwan Alliance for Net Zero Emission in 2021,21
Nanya is one of the key suppliers in DRAM industry and its main products include standard DRAM consumer DRAM mobile DRAM automotive industrialgrade DRAM and customized DRAM Nanya insists on the core value of technological innovation as its main growth momentum and will invest even more RD resources to accelerate the development of 10nm process technologies and newgeneration DDR5 products to enhance its competitiveness,15
We will step up efforts to promote 20nm products for SSD and game consoles and will continue to optimize applications of low power products increasing product speed for application in highend invehicle systems and highend television products With regard to sales of server products besides maintaining relationships with existing major customers we will also expand across the world to medium and smallsized customers such as regional data centers to increase our sales channels and customer base,15
Our main business strategies for 2022 include the promotion mass production and sales of new products from firstgeneration 10nmclass process technology 1Anm We aim to complete customer verification of the pilot product 8Gb DDR4 and plan to begin mass production on a smaller scale in the second half of the year at which time we will reduce the production of 30nm products We will also prepare for the next generation of DDR5 products,15
Trial production of pilot products using secondgeneration 10nmclass process technology 1Bnm has already begun and we expect to begin purchasing machinery and equipment required for phaseone mass production in the second half of 2022 preparing for process conversion next year We are currently developing new products and will subsequently begin trial production,15
DRAM is a key component in smart electronic products and smartphones and serversdata centers are currently the main fields of application Following the development of 5G AI IoT big data selfdriving vehicles and metaverse technologies the launch of smart consumer electronics products will diversify DRAM applications in the future and bit demand will grow at an annual rate of 1520 According to the evaluations of market survey companies the inventory of suppliers was at low levels in early 2022 and current plans of suppliers to increase supply matches the growth in demand,17
Summarizing the supply and demand information above we expect that the market condition in the second quarter of 2022 will continue the slight pull back in the first quarter but has the opportunity to gradually improve each quarter thereafter It is still necessary to monitor inflation the war between Russia and Ukraine the pandemic and material shortages in the supply chain,17
Looking ahead to 2022 we are cautiously optimistic about the DRAM market and expect the industry to grow,3
Digital transformation stimulates the mid to longterm demand growth of cloud computing Expect the demands for servers from hyperscale data centers continue to grow steadily in 2022 In addition the demand of edge computing emerges as the new driving force of server market and will evolve and develop with the deployment of 5G infrastructure,4
DRAM demands rise from cloud hyperscalers continuous investment in infrastructure of new data centers and the launch of new computer processors Also DRAM content per server will keep growing along with new server CPU using DDR5 to fulfill high bandwidth low latency and high performance required by 5G and AI Expect the launch of new CPU coming shortly in the later part of 2022,1
