paragraph,predict_label,count,different,empty,diff rate,empty rate
Quanta has established highly efficient production facilities in Taiwan Shanghai Changshu and Chongqing in China as well as Thailand to support our global strategy of Taiwan design smart manufacturing and global logistics and marketing At the same time the Company has also established regional assembly and service facilities across the world By dispersing production sites and increasing regional productivity and mobility we can effectively resolve the potential risks of overcentralized production capacity and mitigate operational interference caused by the political tugofwar between the US and China Besides expanding production capacity in HwaYa Technology Park including the expansion of the main plant and construction of 2nd plant Dongyuan Plant and a 3rd plant our Thailand production site is also expanding steadily to unleash its production performance At the same time we have optimized existing and service locations in Asia America and Europe to successfully develop an RD and manufacturing center based in Taiwan to respond to the clients diverse product and market needs by offering them prompt optimal manufacturing and service solutions Faced with the COVID19 pandemic in 2020 the global healthcare and economic system have experienced monumental challenges Isolation measures adopted by various countries in an attempt to contain the pandemic have drastically changed peoples daily consumption patterns and economic activities in turn shaping new living and business models The spreading pandemic coupled with major fluctuations in oil prices and exchange rates as well as numerous uncertainties including geopolitical conflicts to test the response abilities of businesses The consolidated revenue was reported at NT109 trillion an increase of 595 from the previous year The gross margin and operating profit margin were 586 and 297 respectively both up from 478 and 184 in the previous year Regarding profits the net profits after tax in FY2020 and FY2019 were NT2539BN and NT16315BN,15,6,diff,,,
Greenhouse gas inventories are conducted in each factory in accordance with ISO140641 Shanghai Factory Area has received the thirdparty verification statement ISO 140611 since year 2011 Taiwan and Chongqing Factories have received the thirdparty verification statement ISO 140611 since year 2015 Thailand Factory Area is expected to obtain a thirdparty verification statementISO 140611 in 2022,25,25,,,,
Participate in the international carbon disclosure project CDP complete questionnaires review performance as well as continue to identify areas for improvement,12,8,diff,,,
Corporate carbon emissions have been calculated annually to actively secure carbonemission allowances Participate in the Chongqing Municipal Voluntary Emission Reduction Market and carry out internal inventory checks every year,21,25,diff,,,
Social Category Decent Work Product Responsibility,10,10,,,,
Equality of culture and technology,8,8,,,,
For employees to know the scope of human rights and respect the human rights of others during work plants in Taiwan China and Thailand plan and implement training on related topics including CSR orientation training antiworkplace violence and sexual harassment prevention case management and counseling A total of 331860 persons received a total of 129722 hours of training The above training covered 100 of employees Driven by a 2B focus To be the owner to be the leader and a strong emphasis on technology RD we aim to help our employees engage in continual learning and development in different product and professional fields Study groups are formed to encourage sharing and learning among employees and the process has proven useful to inspire new research ideas One of the goals of QES is to encourage departments and employees to engage in ongoing learning sharing innovation and search for new opportunities Quanta holds the Excellent Teacher Awards ceremony every year to commend Best Learning Individuals Top Contributing Instructors Best Learning Departments Top Contributing Departments and Best Business Partners Due to the pandemic we were confronted with a sterner challenge in 2020 In light of this we have designed introductory activities including Students Gratitude and Teachers Blessings for the Excellent Teacher Awards allowing students to express their words of appreciation towards the teachers and the teachers to convey their blessings for the Company The ViceChairman personally presented the awards at the ceremony to encourage the internalexternal lecturers contributions in imparting their professional knowledge and teachings to the students Advanced training was introduced to the Knowledge Team in 2020 to improve team members and frontline managers problemsolving abilities and skills onsite Reinforce frontline managers skills in applying a positive management approach onsite,10,8,diff,,,
Aimed at inspiring elementary school students interest in the programming language and help them develop the proper computing mindset and logical thinking In 2020 courses were implemented in 74 schools 94 teachers were trained and more than 4100 students had participated The program brings Immersed in Creativity online so that anyone with Internet access can learn and approach art without being restricted by form location or time The program has accumulated more than 15 million uses to date since inception Quanta IIC Awards A competition aimed at inspiring innovations in the education of aesthetics It serves as a learning platform where students may exchange views and opinions with the teachers Quanta Design Learning program By engaging students in the design and planning of exhibition the program aims to help students develop the ability to think solve problems and learn independently The program received participation from 54 junior highelementary schools across 13 countiescities in 2020 and trained a total of 100 teachers and 688 students To date since 2012 the Quanta Creative Arts DNA Scholarship jointly introduced by Quanta and the Taiwan Fund for Children and Families In 2020 we assisted 71 students to pursue education So far 792 underprivileged students with artistic talents were given more than NT1339 million,2,4,diff,,,
We shall preserve and maintain traditions encourage innovation actively promote integration of technology and art,15,3,diff,,,
applies onsite environmental labor human rights and ethical standards for new supplier,11,11,,,,
Quanta Green Material Standards Conferencehelping suppliers benefit from coprosperity,17,11,diff,,,
CSR performance has been included as part of performance management system,10,8,diff,,,
Despite the influence of the pandemic in 2020 Quanta Arts Foundation QAF organized activities in 4 different stages 1 Lockdown period In complying with the governments regulations in pandemic prevention QAF canceled almost all dynamic group and performance activities while the Quanta Hall was also closed to the public Our employees adapted to the changing circumstances and learned various skills including producing the Fighting the Pandemic with Arts video collection and the Golden Creative Award 2 event was held live via live streaming along with pandemic prevention lectures etc 2 ReOpen The Quanta Hall was reopened in preparation for various routine art festivalrelated activities at Quanta The Hsinchu Performing Arts Center managed by Quanta was reopened as requested by the Hsinchu City Cultural Affairs Bureau to organize various activities 3 ReBuild Performance activities were restarted producing inhouse programs such as The Last Dinner winner of Silver Award at last years Golden Creative Award as well as Quanta Theatre production A Time to Remember and Hsinchu Performing Arts Center play workshop etc 4 Reset Originally canceled the QAF 10th anniversary event was held at the Quanta Hall in Q4,13,8,diff,,,
Quanta conducts onsite audit on new suppliers using common environmental work rights human rights ethical and social standards Other suppliers are subjected to bilateral survey As of the end of 2020 100 of new suppliers had completed onsite audit and participated in bilateral survey 100 of new suppliers were found to have conformed with Supplier Management Guidelines after completing onsite audit in 2020,17,10,diff,,,
Due to COVID19 various supplier conferences were canceled,17,26,diff,empty,,
Corporate social responsibility strategies and annual reports continue to be raised for discussion and approval at board of directors meetings,10,7,diff,,,
Social responsibilities have been incorporated into employees work duties and performance managementevaluation,10,8,diff,,,
QRDC Award name Ranked among the Top 5000 Largest Corporations in Taiwan Received the Top 100 Major Corporation Award in Taiwan for 20 straight years Blossoming 20 Award 2020 Award for International Trade Best Trade Contribution Award information and communication category Top 500 Excellent Taiwan Exporters and Importers in 2019,4,8,diff,,,
The Bureau of Foreign Trade MOEA,12,26,diff,empty,,
The Bureau of Foreign Trade MOEA,12,26,diff,empty,,
QSMC Award name Won 2020 Dafeng Shanghai Computer Co Ltd Outstanding Charity Contributor Won 2019 Dafeng Shanghai Computer Co Ltd Songjiang District Economy and HighQuality Development Enterprise HighQuality Development Award Won 2019 Dagong Shanghai Computer Co Ltd Songjiang District Economy and HighQuality Development Enterprise Economic Contribution Award Won 2019 Dafeng Shanghai Computer Co Ltd SFPA Outstanding Member Won 2019 Dafeng Shanghai Computer Co Ltd Industrial Output Excellence Award,0,4,diff,,,
Won 2020 Dagong Shanghai Computer Co Ltd Industrial Output Excellence Award,24,26,diff,empty,,
Won 2020 Dafeng Shanghai Computer Co Ltd Industrial Output Excellence Award,24,26,diff,empty,,
Won 2020 Dafeng Shanghai Computer Co Ltd Export and Currency Exchange Award Won 2020 Dagong Shanghai Computer Co Ltd Pandemic Control and Production Resumption Outstanding Unit Won 2020 Dagong Shanghai Computer Co Ltd Tax Contribution Award,12,26,diff,empty,,
organizer The Hefei Volunteer Home Luyang District Hefei City CPC Shanghai Songjiang Committee,10,26,diff,empty,,
SFPA Songjiang Economic Technological Development Zone Administration Committee Songjiang Economic Technological Development Zone Administration Committee Songjiang Economic Technological Development Zone Administration Committee Songjiang EPZ Administration Committee,4,4,,,,
Songjiang Economic Technological Development Zone Administration Committee Songjiang Economic Technological Development Zone Administration Committee,12,4,diff,,,
QCMC Award name Western Chongqing Science City First enterprise to reach 100 billion production output,24,26,diff,empty,,
organizer Chongqing Municipal Commission of Economy and Informatization,12,26,diff,empty,,
Quanta Commitment Stakeholders Communication Message from Chairman Vice Chairman,12,8,diff,,,
Quanta CSR commitment Stakeholders Identification,10,26,diff,empty,,
Message from Chairman Vice Chairman,7,26,diff,empty,,
CSR Vision Mission Faced with the COVID19 pandemic in 2020 the global healthcare and economic system have experienced monumental challenges Isolation measures adopted by various countries in an attempt to contain the pandemic have drastically changed peoples daily consumption patterns and economic activities in turn shaping new living and business models The spreading pandemic coupled with major fluctuations in oil prices and exchange rates as well as numerous uncertainties including geopolitical conflicts to test the response abilities of businesses Over the past year Quanta experienced delayed factory production after Chinese New Year and once production commenced we were faced with worker and material shortages as well as the problem of global logistics with raw materials and products caused by the pandemic Amid the volatile environment Quanta unleashed flexibility and teamwork to quickly respond to changes and seek solutions Thanks to the tireless efforts of our employees we were able to turn the crisis into an opportunity to deliver the most outstanding annual operational performance since the Company became a public company in 1999 Quantas endeavors in management have earned the recognition of US financial magazine Fortune by being selected as one of the Worlds Most Admired Companies Furthermore we were selected as one of the Derwent Top 100 Global Innovators for 3 consecutive years In terms of operations integration and optimization Quanta caters to our clients needs in design manufacturing progress schedule and quality to ensure that everything is done right the first time in order to generate winwin opportunities By dispersing production sites and increasing regional productivity and mobility we can effectively resolve the potential risks of overcentralized production capacity and mitigate operational interference caused by the political tugofwar between the US and China Besides expanding production capacity in HwaYa Technology Park including the expansion of the main plant,17,8,diff,,,
Market environmenttrendsand competition faced by Quanta,4,4,,,,
Laptop Market Due to the spreading of COVID19 in 2020 peoples lives and work around the world have experienced changes resulting in the increasing need for work from home WFH distance learning and home entertainment Consequently the notebook NB industry that had experienced maturity in the product life cycle was infused with new opportunities in turn generating new growth peaks,15,4,diff,,,
Generally speaking the global demand for NBs was high in 2020 Although the strong demand was complicated by a severe shortage of key components such as 8inch wafer IC and display panels Quanta demonstrated remarkable delivery every quarter to set record highs According to DIGITIMES research report 201 million NBs were shipped globally in 2020 setting an alltime high since 2011 exhibiting a growth of 25 compared to 2019,15,4,diff,,,
Unlike traditional business models in the NB industry distance education emerged to contain the spread of the pandemic hence the need for educational mobile computers worldwide spiked with Googles Chrome OS and Chromebook being the biggest beneficiaries of remote education Googles Chrome OS has been engaged in the education market for some time hence it possesses comprehensive cloud resources in the US education market With diverse packages offered by telecom service providers the shipping of Chromebook increased significantly in 2020 The most noticeable procurement project is the Japanese governments GIGA School Global and Innovation Gateway for All which aims to equip every elementary school and junior high school students in the country with an NB before 2024 However due to the COVID19 pandemic the target was reached in advance by the Japanese government in 2021 driving the explosive growth of Chromebook in 2020,2,3,diff,,,
In terms of the NBs key component the CPU the largest supplier Intel has experienced production process glitches hence a small hap has developed for its mainstream products As a result its NB market share has declined year after year reaching 75 by the end of 2020 Its competitor AMD however rose to the occasion and exhibited growth every year reaching 20 market share by Q4 of 2020 On the other hand MediaTek Qualcomm and Apple have perceived the growth potential of the costcompetitive ARM architecture CPU developing new CPUs for the market to expand their NB market share For example Apple released its first M1 ARM architecture CPU powered NB in 2020 which proved to be very popular on the market In general the market gap unfilled by Intel CPU combined with the involvement of other prominent CPU manufacturers in the market has resulted in major changes in the Inteldominated NB CPU market According to DIGITIMES research the shipping of Intel CPUs is likely to plummet below 70 for the first time in 2021 due to the largescale adoption of AMD and ARM CPUs by the market,15,4,diff,,,
Combining all of the above in terms of the global sales pattern of NB in 2020 business NBs demonstrated a slight increase while the shipping of educational NBs has been increased considerably At the same time since people are spending more time at home coupled with the US governments subsidies in reviving the economy consumers are encouraged to purchase more consumer electronics particularly NBs with larger screens therefore consumer NBs originally forecasted to exhibit poor performance also increased in sales,12,8,diff,,,
In terms of the NB market different manufacturers held their respective key advantages in the consumer business and eSports sector showing more maturity and stability in market segmentation and the industry chain However unlike previous years the surging demand in educational NBs has led various brands to vie for market shares hence their rankings fluctuate every quarter In summary the top 3 performers in the global NB market in 2020 were still HP Lenovo and Dell,4,4,,,,
Market for cloud computing businesses In terms of the cloud market in response to the COVID19 pandemic prevention needs cloudrelated industries exhibited an extraordinary growth rate in 2020 According to Synergy Research Groups latest statistics the total number of data centers for hyperscale service providers had increased to 600 by the end of 2020 Q4 doubling the 2015 figure and it is expected to maintain strong growth in 2021 Based on global IT research and advisory firm Gartners predictions the investment in global data centers will reach US200 billion by 2021 an increase of 6 over the previous year The US still represents 39 of the worlds demand for cloud computing and Internet data centers but areas such as Europe the Middle East and the Asia Pacific have all sustained high levels of growth These products are also highly popular in China Japan the UK Germany and Australia which aggregately account for 29 of total demand New data centers were commissioned in 17 different countries and regions in the last 4 quarters and most of which were located in the US South Korea China Canada United Arab Emirates Indonesia Italy and South Africa Amongst hyperscale service providers Amazon Microsoft and Google accounted for more than half of new data centers whereas Oracle Alibaba and Facebook are also proactively building data centers,1,4,diff,,,
In light of the pandemics impact to reduce the risks associated with disasters in the future both the public and private sectors are beginning to engage in Business Continuity Planning The advantages of a cloudbased IT structure such as agility elasticity serviceability and innovation are consistent with the needs of the trend Hence it has become a great tool for supporting continuity plans including WFH and the core of hyperscale service cloud data centers design Quanta has always been dedicated to improving the design of hyperscale cloudbased data centers offering standardized open data center products and optimizing performance in terms of efficiency elasticity reliability manageability serviceability and the optimization of data centers of various service nature and workload Worldrenowned research institutions have identified Cloud Analytics Mobile and Social CAMS as the 4 main trends of the future These trends will change the existing IT infrastructure forcing businesses to adopt an AIdriven and cloudbased IT infrastructure as a means of supporting innovation and competitiveness,18,22,diff,,,
The postpandemic telecom industry will face network transformation the emergence of Open RAN and corporate digitization According to GSMAs Global Mobile Trends 2021 report the 5G popularization timeline will coincide with that of the commercialization of Open RAN technology and over half of the telecom service providers are willing to include new suppliers in their 5G networks thereby introducing new energy to the information technology and communication technology suppliers in the 5G market,18,4,diff,,,
As the 5G standards and technology become more mature consumers are already accustomed to using mobile communication software social media and live streaming video services on their smart devices such as smartphones in turn increasing the penetration of smart devices and mobile communication networks in the global market It is within the expectation that all future smart devices will have mobile communication features built in one way or another Consumers also have a rising expectation for lower latency and higher bandwidth in the mobile networks they use which telecom service providers will have to respond by introducing edge computing technologies and services and redirect computing instructions to the edge network which in turn reduces core network load in favor of lowlatency applications such as VR AR IoV and IoT,1,8,diff,,,
Major plans and key strategy in economicenvironment and social aspects Looking ahead the diverse developments of terminal products will become more evident and strategic alliances will occur more often The development of AI technology has also shifted from centralized cloud computing in the past to decentralized edge computing A diverse array of AIoT devices will be combined with the nextgeneration mobile communication technology to create a society interconnected by superintelligence in the foreseeable future Quanta will continue to uphold a modest attitude to observe technology and innovation trends learn and apply new knowledgemethods to embrace different technical integration challenges through ongoing innovation,15,3,diff,,,
In the future AI will not only exist on the cloud but also expand to edge computing and terminal devices where multimedia IoE and superintelligence technology are integrated with AI highspeed calculation and analysis by supercomputers big data and storage resources to materialize the infinite possibilities of innovative AI application solutions in turn engendering new economic and business models within various application scenarios and industries Quantas growth and deployment over the next decade will be focused on supercomputing and hyperconnectivity We will vigorously invest in the RD of various new technologies techniques tools and methods to start a new chapter of success in the world of highspeed connectivity made possible through 5G,1,4,diff,,,
Regardless of the economy and technological development as long as we persevere and persist diligently by applying a forwardlooking keen insight coupled with impeccable execution and sophisticated risk control ability continue to refine and optimize our technical and managementrelated dimensions as well as uphold Quantas spirit of skilled craftsmen innovative entrepreneurship constant refinement and missionorientation we can tap into new opportunities and seize the initiative in the field of nextgeneration cloud computing super intelligence computing and super highspeed communication,18,8,diff,,,
HumanCentric Monitor RBA requirements and international CSR trends conduct CSR assessments and coordinate supply chain CSR risk management according to customers requirements Continue to improve labor ethics occupational safety and health environmental and management standards based on the latest SA8000 and RBA Code regulations including risk assessment objective development and stakeholder communication etc Continue to improve the management system and quality of responsible mineral procurement projects Continue to improve upon the quality of CSR Annual Reports to complete external audit to comply with relevant laws in public announcements and disclosure and to ensure transparent information disclosure,9,11,diff,,,
Environmental protection Continue focusing on risks and chance of climate change and proceed relevant assessment and management Continue assessing and implementing energy conservation measures promoting EEP projects and achieving carbon emission trading according to local policies to achieve the objectives of energy and carbon reduction Continue the promotion of zerowastetolandfill project and enact measures to reduce waste burning and landfilling in order to attain the environment protection objective Continue implementation of ISO14001 ISO45001 ISO14064 and ISO50001 and obtain certification for level 2 standardization,23,24,diff,,,
Complete environment auditing procedures regarding new projects as well as the inspection and acceptance of new facility constructions continue to monitor changes in environmental regulations to ensure their compliance with environmental protection laws Continue to reinforce VOC emission reduction and governance implement regional spray paint waste gas online monitoring Offer diversified EHS training to raise personnels safety awareness environment awareness and knowledge Continue implementation of safe production standards and pass review Establish a dedicated occupational risk post to identify the risks and provide protection according to the law,9,9,,,,
Green Products Continue to focus on green policy and RD directions for product development to fulfill customers expectations in green policy and RD requirements Continue to focus on international standards and to ensure thorough compliance to environmental laws around the world Ensure suppliers meet our standards when conducting businesses so the Company would also take into account of supplierscompliance in code of ethics green productsand environmental protection requirements,15,9,diff,,,
Social Participation Continue to commit our corporate social responsibility CSR efforts in areas of cultureknowledge and caring of wealth equality including,10,10,,,,
Public education Quanta Culture Education Foundation Philosophy Equality of culture and sharing of technology Two major objectives Bridging the gap of Chinese and foreign cultures and promoting education and innovation Mission Statement Education as roots arts as foundation technology as application and creativity as method Promote artistic education and improve the aesthetics of the general public Enforce seven main programs Quanta Immersed in Creativity Quanta Immersed in Intelligence Quanta Education through Gaming Quanta Design Learning Quanta IIC Awards Immersed In Creativity Award Quanta Global Culture Ambassador and Public Affairs,2,8,diff,,,
Performing art Quanta Arts Foundation Continue the support of original Taiwanese works and establish a matching service platform for performing arts Promote crossstrait cultural exchange activities and promote deep partnerships among creative talents from both sides Award technological art innovation and creation and push Taiwanese works onto the world stage Develop the community and social building capacity of Quanta Hall and establish the Northern Taoyuan Performing Arts Innovation and Performance Center Implement a professional talent training program and establish training facilities for theatrical performance and management,8,8,,,,
Various Community Care and Exchange Activities,2,10,diff,,,
As an official RBA Responsible Business Alliance member Quanta was formally inducted as a member of the Responsible Business Alliance RBA formerly the Electronic Industry Citizenship Coalition EICC on March 1 2006 It is the responsibility for Quanta Computer to comply with the announced RBA code of conduct in the process of product design product manufacture product sales and the provisions of aftersales services to customers Key business locations mentioned in this Report including Taiwan QRDCQTMC as well as the QSMC CSMC and QCMC sites in China are all covered by this Report When suppliers supply products or services to Quanta or our affiliates we request that suppliers support and comply with our CSR policy and the RBA code of conduct We also audit our suppliers form time to time to realize CSR standards,15,12,diff,,,
Other associations and activities Taiwan Electrical and Electronic Manufacturers Association Cloud Computing Association in Taiwan Taiwan AI System Alliance TASA Taoyuan City Human Resource Management Association CDP International Disclosure Project After signing up to CDP in 2009Quanta began submitting CDP reports in 2010 and was honored as the Best Chinese Supplier in Addressing Climate Change Member of the Taiwan Huaya Technology Park Environmental Quality Monitoring Committee Quanta is part of the Huaya Technology Park Environmental Quality Monitoring Committee as a committee memberCommittee meetings were held every season to discuss the collection and spending of membership fees as well as various environmental audits and measures implemented in the Park Combined fees paid in 2020 totaled NT359267 Member Shanghai Songjiang Fire Safety Association Quanta is a member of the Shanghai Songjiang Fire Safety Associationparticipating in regular annual meetings and professional fire safety instruction programsAn annual fee of RMB 6000 was required to be part of this Association Managing Director of Songjiang Association of Work Safety Quanta is a part of Songjiang Association of Work Safety and serves as its managing director Quanta participates in regular annual meetings and organizes safety investigationslearning programsand other events organized by the AssociationAn annual fee of RMB6000 was required to be part of this Association,9,9,,,,
Participation in Public Policies Quanta Culture Education Foundation h a s s pa re d n o e f f o r t i n i n c re a s i n g education quality in Taiwan and has been participating conferences concerning various educational issues With years of experiences of collaborating with schools QCEF has provided the government and the institutions it has been collaborating with numerous concrete and constructive suggestions in education policies,2,6,diff,,,
Work involved MOE Art Education Committee,2,26,diff,empty,,
Work involved Consultant of Education Department New Taipei City Government,2,26,diff,empty,,
Work involved New Taipei City Arts Education Contribution Award,2,26,diff,empty,,
Organizer Education Department New Taipei City Government,2,26,diff,empty,,
Organizer Education Department New Taipei City Government,2,26,diff,empty,,
Work involved Art Maestro 2020 Program Encouraging Schools to Hire Local Cultural Workers or Traditional Artisans,11,26,diff,empty,,
Work involved International Education for Primary and Secondary Schools White Paper 20,2,26,diff,empty,,
Organizer Primary and Secondary Education Internationalization Office Ministry of Education,2,26,diff,empty,,
Work involved 2020 President Educational Award,2,26,diff,empty,,
Organizer K12 Education Adminstration Ministry of Educati,2,26,diff,empty,,
Work involved The 2nd Ministry of Education Humanities and Social Sciences Education Consultation Conference,2,10,diff,,,
Organizer Department of Information and Technology Education Ministry of Education,2,26,diff,empty,,
Work involved New Taipei City Culture Foundation,23,8,diff,,,
Organizer Cultural Affairs Department New Taipei City Government,12,26,diff,empty,,
Work involved 2020 International Symposium for Aesthetic Education,2,26,diff,empty,,
Organizer National Academy for Educational Research AsiaPacific Office for Aesthetic Education,2,4,diff,,,
Work involved National Museum of Taiwan History Advisory panel,23,26,diff,empty,,
Organizer National Museum of Taiwan History,23,26,diff,empty,,
Obey CSR No use of child labor and does not accept its suppliers or subcontractors to use child labor Respect employees freedom prohibit any forms of forced laborand does not accept its suppliers or subcontractors to use forced labor Provide safe and healthy work and living conditionsensure employees safety and health Promote cooperation between the labor and capitalrespect employees opinions Provide equal and fair working environments and prohibit any forms of discrimination Respect employees basic human rights and prohibit any forms of insulting behavior Arrange production schedule employees working time and rest time reasonably Provide reasonable salaries and benefits which can at least satisfy employees basic needs Respect employees right to associate freely and bargain collectively Comply with the universal enterprise ethic standards,11,11,,,,
Compliance Compliance with SA8000Social Accountability 8000RBARBA Code of Conductstandards Compliance with related international laws national and local laws and regulations Support and respect relevant international labor and human rights including International Labor Organizations Tripartite Declaration of Principles,11,0,diff,,,
Organization for Economic cooperation and Developments Guidelines for Multinational Enterprises the United Nations Global Compact etc,12,26,diff,empty,,
CSR Committees structureIdentify of Quanta related economicenvironmental and social issues The General Managers Office and highest ranking decision maker of the Chairpersons Office referred to the Social Accountability Manual and nominated the business management staff as the social responsibility management representative and agent Any CSRrelated economic environmental and social assessment and strategic management guidelines shall be discussed and reviewed by the Quanta CSR Committee Decision outcomes would then be approved by the General Managers Office and the highestranking decision maker of the Chairmans Office before being submitted to the Board of Directors to be presented and approved The promotion projects will be implemented after the approval of Board of Directors is received The implementation results shall be presented to the Committee regularly,10,10,,,,
Four subcommittees are subordinate to the Quantas CSR Committee including Corporate Management and Ethics Committee Environment Protection Committee Green Product Committee and Social Participation Committee Relevant highranking executives will serve as management representatives and the human resources and social responsible management units are responsible for coordinating the operations and reports of CSR system Each subcommittee will hold a meeting for every six months regularly in order to review the implementation results and followup implementation plans Additionally the CSR Committee Joint Meetings will also be held to provide a comprehensive review and discussion and to strengthen the promotion of ESG expecting to achieve international integration,12,10,diff,,,
Responsible for companywide CSR including sustainable development objectives and directions regularly reviews performance and goals by semiannual board meeting,10,8,diff,,,
Rules and regulations Internal Control System Business Code of Conduct Employees Champion Shareholders Interest,0,19,diff,,,
EHS Integration EHS KPI Carbon decreaseEnergy Conservation Resources Recycling,12,20,diff,,,
Design Manufacturing Procurement Suppliers Resources Recyding,17,15,diff,,,
Cultural and educational Charity Promotion Care for minonity Community Relations,2,10,diff,,,
CSR goals of the organization are divided and allocated to each functional unit and employee they have been incorporated into individual performance evaluation to give all employees a better understanding of the scope of their responsibilities while ensuring effective link between social responsibilities and various measures undertaken to fultill them,10,8,diff,,,
system screenshot of social responsibility included as part of the employees job,10,10,,,,
Stakeholders Identification Communication and Responsibility,10,0,diff,,,
Important topics and aspects Labormanagement relations Anticorruption,11,10,diff,,,
Primary responsibilities for Quanta Computer Prompt response is made in accordance with the latest regulations and policy revisions governed by relevant authorities Format and content of the firms information disclosure is also adjusted in accordance with regulation requirements Provide realtime and accurate information in order to ensure the equality of information disclosure Provide sustainable and steady dividend payout policy and generate adequate return on investment Clear and steady financial strategyuphold company creditability and strong business performance,12,12,,,,
