paragraph,predict_label,count,different,empty,diff rate,empty rate
5 of companies listed in the,18,26,diff,empty,,
5 of companies listed in,18,26,diff,empty,,
employees signing the Code of,11,26,diff,empty,,
employees signing the Code of,11,26,diff,empty,,
and all employees and new,8,26,diff,empty,,
Note 1Water consumption intensity is water consumption per unit revenue,20,20,,,,
2Waste intensity is waste production per unit revenue,19,19,,,,
Response to UN Sustainable Development Goals,10,4,diff,,,
In 2015 the United Nations passed the Sustainable Development Goals SDGs Wistron ITS recognizes and supports the SDGs and comprehensively examines the relevance of the SDGs to,10,4,diff,,,
Wistron ITSs operations focusing on and responding to the following,5,26,diff,empty,,
Wistron ITS SDGs Corresponding Action Plan,12,26,diff,empty,,
Wistron ITS has long promoted electricity conservation making good,24,20,diff,,,
use of natural lighting in the office environment and using energy,24,24,,,,
efficient lighting fixtures to save energy and reduce carbon emissions,24,21,diff,,,
Wistron ITS has implemented energy management greenhouse gas,25,25,,,,
emissions management water resource management and waste,19,11,diff,,,
management as well as recycling measures The company promotes,15,11,diff,,,
the reduction and reuse of plastics and is gradually moving towards a,15,19,diff,,,
Each year Wistron ITS identifies its greenhouse gas emissions,25,25,,,,
identifies and ranks the relevant risks through a climate change risk,13,12,diff,,,
matrix evaluates the possible impact of key risk factors on Wistron,18,10,diff,,,
ITS operations and takes stock of strategies to address them,3,26,diff,empty,,
Wistron ITS SDGs Corresponding Action Plan,12,26,diff,empty,,
Goal 14 Protect Marine Ecology,23,23,,,,
Wistron ITS advocates for environmentally friendly actions organizes,15,26,diff,empty,,
trailbeach cleanup activities and raises funds for tree planting,23,26,diff,empty,,
Goal 15 Protect Terrestrial Ecology,23,23,,,,
Internally Wistron ITS has set up a Talent Recruitment and Employee,8,8,,,,
Service Center to care for its employees and provide annual health,9,6,diff,,,
checkups with dedicated staff responsible for labor safety and,9,11,diff,,,
Employee Health and Workplace Safety,9,9,,,,
hygiene management Externally Wistron ITS regularly organizes,9,11,diff,,,
Social Participation and Care activities such as blood donation,2,10,diff,,,
Goal 3 Good Health and Wellbeing,9,6,diff,,,
charity sales and sponsorship of underprivileged students,2,26,diff,empty,,
Wistron ITS has established a comprehensive education and training,2,8,diff,,,
framework offering training courses for different job levels with,2,8,diff,,,
external lecturers This is to help employees develop their potential,8,26,diff,empty,,
and find the best job fit We also leveraged our professional expertise,8,26,diff,empty,,
to offer programming lessons to schoolchildren in rural areas,2,26,diff,empty,,
Cultivate and Recruit Software Talent,8,8,,,,
Wistron ITS SDGs Corresponding Action Plan,12,26,diff,empty,,
There are breastfeeding rooms at Wistron ITS and the ratio of men,2,26,diff,empty,,
to women in supervisory positions is equal The relevant rules and,11,26,diff,empty,,
regulations are based on the principles of respecting human rights,10,10,,,,
and preventing sexual harassment and discrimination,8,26,diff,empty,,
Wistron ITS is committed to the sustainable growth of operational,3,4,diff,,,
performance providing a compensation and benefits system that is,11,11,,,,
superior to the Labor Standards Act creating an inclusive and friendly,11,11,,,,
workplace environment and providing employee consultation through,10,8,diff,,,
the Talent Recruitment and Employee Service Center and the 8855,8,8,,,,
Goal 8Employment and Economic Growth,3,4,diff,,,
Wistron will combine the experience of working with our clients,8,11,diff,,,
to brainstorm and propose innovative solutions to strengthen the,3,26,diff,empty,,
capacity of a digital transformation,3,26,diff,empty,,
The Structure and Operation of Sustainable Governance,12,0,diff,,,
In order to fulfill our corporate sustainability responsibility and contribute to economic environmental and social progress for sustainable development the Board of Directors of Wistron ITS,10,10,,,,
adopted the Code of Practice for Sustainable Corporate Development in May 2016 We have committed our company to actively practice corporate social responsibility while engaging in,10,10,,,,
business operations in line with international development trends and to enhance national economic contributions improve the quality of life of employees communities and society through,10,4,diff,,,
corporate citizenship and promote a corporate responsibilitybased competitive advantage Wistron ITS established a Corporate Sustainability and Social Responsibility Promotion Committee,10,10,,,,
as the overseeing governance body on such matters and in October 2021 renamed it the ESG Implementation Office,12,0,diff,,,
ESG Implementation Office Operational Mechanism,12,26,diff,empty,,
The chairman of the committee is the chairman and CEO and the committee,7,26,diff,empty,,
members are the managers of business groups business units and supporting,3,26,diff,empty,,
units Under this committee the Sustainable Environment Social Inclusion,10,10,,,,
Sustainable Governance and Sustainable Innovation Teams are established,12,0,diff,,,
Each team assigns the head of each department to be responsible for ESG,7,26,diff,empty,,
implementation and management specific action plans and conducts annual,12,11,diff,,,
implementation risk assessments quarterly communication of implementation,12,8,diff,,,
results consolidates ESG information disclosure and the compilation of the,3,12,diff,,,
The ESG Implementation Office plans promotes and formulates the direction,12,26,diff,empty,,
of Wistron ITS sustainable development sets short medium and longterm,3,4,diff,,,
goals prepares relevant management guidelines and tracks the effectiveness,12,11,diff,,,
of implementation to ensure the execution and implementation of the companys,12,26,diff,empty,,
sustainable development based on the content submitted by the teams The,23,4,diff,,,
CEO will report regularly at least once a year to the Board of Directors,7,7,,,,
who will review the progress of the strategy and implementation and make,12,26,diff,empty,,
memberBG HeadBU Headand other executives,7,26,diff,empty,,
Move forward to carbon neutrality,12,25,diff,,,
Keep be 5 among listed company,18,26,diff,empty,,
Opportunity in Clean Tech Carbon Emissions Electronic Waste Electronic Waste Energy Management,19,19,,,,
Human Capital Development Supply Chain Labor Standards Controversial Sourcing Employee Engagement Diversity Inclusion,11,8,diff,,,
Ownership Control Board Pay Accounting Competitive Behavior Systemic Risk Management,18,7,diff,,,
Innovation Digital Transformation Privacy Data SecurityCustomer Privacy Data Security,1,22,diff,,,
recommendations for improvements and adjustments,12,26,diff,empty,,
Stakeholder and Key Issue Analysis,10,0,diff,,,
Wistron ITS uses the Global Sustainability Reporting Standards GRI Standards,12,11,diff,,,
and the AA 1000 Stakeholder Engagement Standards as a framework to,10,10,,,,
sustainability issues along with Wistron ITS corporate sustainability strategy,3,0,diff,,,
and stakeholder communication issues and compiled 21 potential sustainability,15,0,diff,,,
Step 3 Conduct Key Issue Analysis Significance,18,4,diff,,,
establish a process for identifying key corporate sustainability topics as a basis,3,0,diff,,,
In accordance with the substantive analysis process Wistron ITS stakeholders,12,4,diff,,,
for the disclosure of corporate sustainability reports,3,12,diff,,,
were asked to analyze the impact of each topic on the company in terms of,3,10,diff,,,
Step 1 Identify Stakeholders Sustainability,15,0,diff,,,
The identification of stakeholders is mainly conducted by the Wistron ITS ESG,10,26,diff,empty,,
Promotion Office Our five principles for identifying the criteria for stakeholder,10,0,diff,,,
engagement include dependency responsibility inuence multiple perspectives,10,7,diff,,,
and impact The list of stakeholders is divided into eight groups clients,12,10,diff,,,
employees shareholders investment institutions suppliers government entities,12,26,diff,empty,,
nonprofit organizations communities media and others,10,26,diff,empty,,
Step 2 Record Sustainability Issues Sustainability,15,0,diff,,,
Using the GRI criteria indicators as the basis for consideration Wistron ITS has,12,26,diff,empty,,
continued to address the issues that have been communicated internally and,10,26,diff,empty,,
externally in previous years taking into account the sustainability development,15,0,diff,,,
goals SDGs issues of concern to the Responsible Business Alliance RBA the,10,26,diff,empty,,
Sustainability Accounting Standards Board SASB and the rating agencies such,12,0,diff,,,
as DJSI CDP TCFD etc and analyzed the industry trends to collect relevant,18,4,diff,,,
the level of concern coupled with the factors in the senior managements,18,26,diff,empty,,
consideration of revenue cost customer satisfaction employee recognition,8,8,,,,
reputation compliance and risk Each were given a score of 1 to 5 on a scale,18,12,diff,,,
from low to high Based on the results the 21 topics were evaluated and ranked,12,26,diff,empty,,
for significance and a significance analysis matrix was drawn by considering the,4,4,,,,
level of stakeholder concern and the level of impact on Wistron ITS operations,3,10,diff,,,
Step 4 Determine the Scope and Boundary of Material Topics,23,26,diff,empty,,
Based on the 21 ranked aspects of consideration and based on whether the,12,26,diff,empty,,
impacts related to Wistron ITS activities services and relationships occur within,3,26,diff,empty,,
or outside the organization the value chain encompassed by Wistron ITS is,17,26,diff,empty,,
Step 5 Review and Discussion Sustainability,3,0,diff,,,
Based on the results of the significance analysis the ESG Implementation Office,12,4,diff,,,
discussed and decided on the priority sustainability issues to be revealed A total,15,0,diff,,,
of six issues corresponding to the GRI Standards themes are included in the key,12,11,diff,,,
Wistron ITS strives to be a long,8,26,diff,empty,,
term and trustworthy partner for our,3,26,diff,empty,,
customers and to establish long,4,26,diff,empty,,
with them The sustainability of our,3,0,diff,,,
customers is the key to our continued,15,26,diff,empty,,
growth and the greatest benefit,3,4,diff,,,
to our customers is the source of,15,26,diff,empty,,
Employees are the most important,11,26,diff,empty,,
partners of the company as well as,4,26,diff,empty,,
the basis of sustainable development,23,4,diff,,,
Wistron ITS aims to establish a,12,26,diff,empty,,
diverse equal and healthy work,8,26,diff,empty,,
and grow and develop with the,8,26,diff,empty,,
company and so both parties may,4,26,diff,empty,,
with suppliers the company will,17,26,diff,empty,,
assist suppliers in evaluating potential,17,26,diff,empty,,
risks and opportunities in line with,18,26,diff,empty,,
work together to achieve sustainable,15,26,diff,empty,,
The support of shareholders is the,12,26,diff,empty,,
strength of Wistron ITS steady,4,26,diff,empty,,
growth and the companys mission,3,4,diff,,,
is to create maximum benefits for,12,11,diff,,,
shareholders We aim to utilize capital,3,26,diff,empty,,
appropriately to create a positive,10,26,diff,empty,,
cycle and disclose operational and,3,26,diff,empty,,
channels with the government and,12,26,diff,empty,,
the local community we aim to give,10,10,,,,
back to the community with Wistron,2,10,diff,,,
ITS core digital capabilities and,1,26,diff,empty,,
the media and continue to convey the,12,26,diff,empty,,
companys brand image to the public,22,26,diff,empty,,
which helps to promote the company,15,26,diff,empty,,
to a wider range of stakeholders,10,26,diff,empty,,
The Directors are the core,7,26,diff,empty,,
governance unit of Wistron ITS,12,0,diff,,,
We define the content of our reports in accordance with the four principles of the GRI Standards stakeholder inclusiveness sustainability context significance and comprehensiveness,12,0,diff,,,
Through the four steps of collecting sustainability issues investigating the level of concern analyzing significant issues and review and discussion we perform significance analysis as the,3,0,diff,,,
basis for compiling and disclosing this corporate sustainability report and take stock of the companys current status of sustainability development,3,0,diff,,,
The significance and impact of significant issues on WITS,12,10,diff,,,
The financial performance of the operation has,18,8,diff,,,
a direct impact on the companys internal and,3,10,diff,,,
Establish a good corporate governance system and,12,0,diff,,,
implement various ethical policies and risk control,0,12,diff,,,
mechanisms with suppliers customers and related,17,26,diff,empty,,
stakeholders to maintain the companys sustainable,15,26,diff,empty,,
Providing diversified learning channels and training,2,8,diff,,,
systems to effectively enhance organizational,3,26,diff,empty,,
competitiveness and functional development of,4,4,,,,
Employees are an important asset By continuing to,8,26,diff,empty,,
bring in high potential talent and providing a friendly,8,8,,,,
workplace environment for employees to continue,8,8,,,,
to contribute and grow within the organization the,10,26,diff,empty,,
company will retain its competitive advantage,4,4,,,,
Maintain clients private information to build a,22,26,diff,empty,,
stronger trust relationship with them,0,26,diff,empty,,
Robust data security management measures to,1,22,diff,,,
deter any illegal cybercrimes and reduce information,1,26,diff,empty,,
Management Approach of Material Issues,10,11,diff,,,
We are committed to providing worldclass software services and information outsourcing services to our clients reducing their operating costs and improving service quality for their maximum benefit and becoming an international IT service provider,15,6,diff,,,
The highest decisionmaking team of the Board of Directors is responsible for overseeing the overall operations of the Company and the results of policy implementation,7,7,,,,
In 2021 Wistron ITS consolidated revenue grew at a rapid pace posting an impressive 21 annual growth rate and setting a new record high,18,4,diff,,,
We manage our employees through our Code of Ethical Conduct and Integrity Management Principles and strengthen their awareness through training,0,0,,,,
Code of Ethical Conduct Signing Rate Integrity Management Trainee Numbers,0,0,,,,
No corruption or ethics violations occurred in 2021,0,12,diff,,,
Through the three training systems of new employee training functional specialties and management skills training we help employees plan their career development,8,8,,,,
Average employee training hours Construction and statistics of Employee,11,8,diff,,,
We are committed to offering competitive salaries incentives and development programs to attract and retain talent,8,8,,,,
The number of employees and the turnover of employees are compiled by the human resources department,11,10,diff,,,
We manage our business through internal regulations such as the Rules Governing the Management of Confidential Information Rules Governing the Management of Financial and NonFinancial Information and Rules Governing the Protection of Personal Information,22,11,diff,,,
Legal Affairs Office Digital Innovation Office,12,3,diff,,,
Through education and training strengthen employees awareness of business secrets and personal information protection,22,9,diff,,,
Effective control of internal data security through ISO 27001 Information Security Management,1,22,diff,,,
The Information Security Committee is responsible for information security risks The Committee conducts annual risk assessment and arranges consultant consultation technical services and information security education training,1,22,diff,,,
The average employee training hours was 41 hours in 2021 30 increase in recruitment in 2021 compared to last year,11,8,diff,,,
There were no violations of customer privacy or losses of customer information that harmed the rights of clients in 2021,22,6,diff,,,
No security incidents occurred in 2021 and all scans and probes from external sources were detected and intercepted,1,22,diff,,,
Wistron ITS is the leading global IT Technology service provider in Taiwan and,1,6,diff,,,
management system and other international certifications We use the most,14,11,diff,,,
China In the AsianPacific region as well as in the US we boast a total of 17,4,26,diff,empty,,
stringent standards for software development quality control and information,0,4,diff,,,
offices including Taipei Hsinchu Taichung Tainan Wuhan Beijing Dalian,12,26,diff,empty,,
Shanghai Zhuhai Guangzhou Shenzhen Chengdu Hangzhou Hong Kong,12,26,diff,empty,,
Tokyo Osaka and California Our clients include Fortune 500 worldrenowned,4,26,diff,empty,,
companies as well as industry leaders both domestically and internationally,18,26,diff,empty,,
Wistron ITS aims to be our clients longterm trustworthy partner in a sustainable,3,26,diff,empty,,
Industry leader of information services,1,26,diff,empty,,
The professional services we provide include software RD development,15,4,diff,,,
Core values Respect clients integrity innovation and excellence,0,0,,,,
services software testing services system operation maintenance services,15,26,diff,empty,,
Vision To adapt to the needs of the international market to stand firm in Asia,3,26,diff,empty,,
business process outsourcing services and product globalization services,15,17,diff,,,
and to become the leading global IT service provider,1,6,diff,,,
We have a wide range of technical resources to meet the diverse needs of,15,26,diff,empty,,
our clients We adopt an offshore development work model of crossregional,12,4,diff,,,
integration and global delivery to enhance the efficiency and quality of project,24,20,diff,,,
development To ensure the quality of our projects and services we have,2,4,diff,,,
obtained CMMI level 5 certification as well as ISO9001 quality control system,14,6,diff,,,
ISO27001 information security management system ISO20000 information,1,11,diff,,,
technology service management system ISO22301 business continuity,1,6,diff,,,
The total revenue of Wistron ITS in 2021 was NT6178 billion,12,26,diff,empty,,
The company is headquartered in Taiwan and has global operations with,3,26,diff,empty,,
offices in China Japan and the United States,12,26,diff,empty,,
As of 2021 there are over 8044 employees worldwide,11,26,diff,empty,,
The main services of Wistron ITS include Software RD services software,1,26,diff,empty,,
testing services system operation maintenance services business process,15,26,diff,empty,,
outsourcing services and product globalization services We have a wide range,15,17,diff,,,
of technical resources to meet the different needs of our clients We adopt an,15,26,diff,empty,,
offshore development work model with crossregional integration and global,12,4,diff,,,
delivery to enhance the efficiency and quality of project development,24,20,diff,,,
For over 20 years Wistron ITS has been providing software development,15,4,diff,,,
services to clients in various industries Based on our deep understanding of the,12,26,diff,empty,,
relevant industries and comprehensive mastery of IT technologies we cover a,1,26,diff,empty,,
wide range of servers operating systems middleware development languages,1,4,diff,,,
etc We provide software development services according to clients needs under,2,4,diff,,,
a scientific development process including product preresearch requirement,15,4,diff,,,
development design software development testing and delivery deployment,15,4,diff,,,
product recurring computing and other services We are involved in banking,15,26,diff,empty,,
insurance securities communications manufacturing healthcare and IT,12,9,diff,,,
Wistron ITSs software testing services are designed to meet the needs of our,15,26,diff,empty,,
clients to improve the quality of their products We provide a onestop solution to,15,6,diff,,,
our clients testing needs including test consulting test process system building,15,26,diff,empty,,
test tool procurement and training test project outsourcing performance testing,17,8,diff,,,
automation testing and knowledge base building,2,26,diff,empty,,
We help our clients across industries to meet the challenges of increasingly,3,26,diff,empty,,
complex IT infrastructures and application system operations and maintenance,1,26,diff,empty,,
We leverage the latest technologies such as cloud computing big data artificial,1,22,diff,,,
intelligence and industry experience to build unified systems of operation and,1,26,diff,empty,,
maintenance management platforms for clients We also provide professional,12,11,diff,,,
system operation and maintenance services including infrastructure servers,1,20,diff,,,
storage network equipment server room equipment etc operation and,19,24,diff,,,
maintenance operating system and intermediary software Webserver,1,26,diff,empty,,
database etc operation and maintenance and application system operation,12,26,diff,empty,,
and maintenance Our services greatly reduce the difficulty of operating and,18,26,diff,empty,,
maintaining the clients systems and effectively improves their availability and,17,26,diff,empty,,
For international markets such as Japan Europe America Taiwan and,4,25,diff,,,
China Wistron ITS provides multilingual and multicategory business,3,26,diff,empty,,
process outsourcing services They involve IT banking communications IT,17,17,,,,
manufacturing consumer goods finance and many other fields By leveraging,15,15,,,,
automation technology optimized processes intelligent tools and highly skilled,15,26,diff,empty,,
professionals with a full understanding of the industry to speed up the delivery,17,26,diff,empty,,
cycle as well as unified project management processes methodological tools,3,11,diff,,,
frameworks and metrics and proven industry standards work can be assigned,12,11,diff,,,
to the most capable and cost effective delivery centers ensuring project,2,26,diff,empty,,
delivery quality and helping clients increase operational efficiency and core,24,20,diff,,,
Wistron ITS has been offering product globalization services for more than 20,15,26,diff,empty,,
years serving many of the worlds top 500 companies and providing services,12,26,diff,empty,,
Wistron ITSs 17 global offices are located in Taiwan China Japan and the,12,26,diff,empty,,
US We have achieved solid operational results under a professional division of,18,26,diff,empty,,
covering almost all major languages in Asia Europe and the Americas Our,8,26,diff,empty,,
labor For more information please refer to Wistron ITSs website URLwww,11,11,,,,
services cover IT automation marketing medical entertainment IT and other,1,4,diff,,,
industries We provide a wide range of services including engineering translation,15,26,diff,empty,,
typesetting testing and multimedia making us one of the top 30 localization,4,26,diff,empty,,
